SessionN,StimuliID,RT,Correct,Conf.Resp,Condition,SubjectId
1,106,2141,no,l,natural,Subject10
1,86,1921,yes,l,natural,Subject10
1,86,1921,yes,l,natural,Subject10
1,29,1225,yes,l,natural,Subject10
1,29,1225,yes,l,natural,Subject10
1,74,1443,yes,s,natural,Subject10
1,74,1443,yes,s,natural,Subject10
1,68,2521,no,l,natural,Subject10
1,68,2521,no,l,natural,Subject10
2,4,1295,yes,l,natural,Subject10
2,4,1295,yes,l,natural,Subject10
2,93,1086,yes,l,natural,Subject10
2,93,1086,yes,l,natural,Subject10
2,108,799,yes,l,natural,Subject10
2,108,799,yes,l,natural,Subject10
2,44,704,no,l,natural,Subject10
2,44,704,no,l,natural,Subject10
2,38,750,no,l,natural,Subject10
2,38,750,no,l,natural,Subject10
2,94,1452,no,l,natural,Subject10
2,94,1452,no,l,natural,Subject10
2,10,992,no,l,natural,Subject10
2,10,992,no,l,natural,Subject10
2,80,2199,yes,l,natural,Subject10
2,80,2199,yes,l,natural,Subject10
2,72,824,yes,l,natural,Subject10
2,72,824,yes,l,natural,Subject10
2,73,552,no,l,natural,Subject10
2,73,552,no,l,natural,Subject10
2,32,869,no,l,natural,Subject10
2,32,869,no,l,natural,Subject10
2,36,1817,yes,l,natural,Subject10
2,36,1817,yes,l,natural,Subject10
2,87,1040,no,l,natural,Subject10
2,87,1040,no,l,natural,Subject10
2,68,936,no,l,natural,Subject10
2,68,936,no,l,natural,Subject10
2,57,707,yes,l,natural,Subject10
2,57,707,yes,l,natural,Subject10
2,79,804,no,l,natural,Subject10
2,79,804,no,l,natural,Subject10
2,17,1383,yes,l,natural,Subject10
2,17,1383,yes,l,natural,Subject10
2,45,1098,yes,l,natural,Subject10
2,45,1098,yes,l,natural,Subject10
2,34,892,yes,l,natural,Subject10
2,34,892,yes,l,natural,Subject10
2,12,985,yes,l,natural,Subject10
2,12,985,yes,l,natural,Subject10
2,95,1042,no,l,natural,Subject10
2,95,1042,no,l,natural,Subject10
2,77,912,yes,l,natural,Subject10
2,77,912,yes,l,natural,Subject10
2,99,809,yes,l,natural,Subject10
2,99,809,yes,l,natural,Subject10
2,23,1055,no,l,natural,Subject10
2,23,1055,no,l,natural,Subject10
1,63,2060,no,l,natural,Subject10
1,63,2060,no,l,natural,Subject10
2,70,768,yes,l,natural,Subject10
2,70,768,yes,l,natural,Subject10
2,52,1167,no,l,natural,Subject10
2,52,1167,no,l,natural,Subject10
1,21,1074,yes,l,natural,Subject10
1,21,1074,yes,l,natural,Subject10
1,85,1257,yes,l,natural,Subject10
1,85,1257,yes,l,natural,Subject10
2,8,813,no,l,natural,Subject10
2,8,813,no,l,natural,Subject10
2,102,836,yes,l,natural,Subject10
2,102,836,yes,l,natural,Subject10
2,20,863,yes,l,natural,Subject10
2,20,863,yes,l,natural,Subject10
2,82,1829,no,l,natural,Subject10
2,82,1829,no,l,natural,Subject10
2,48,1765,no,l,natural,Subject10
2,48,1765,no,l,natural,Subject10
2,61,1303,no,l,natural,Subject10
2,61,1303,no,l,natural,Subject10
2,89,1729,yes,l,natural,Subject10
2,89,1729,yes,l,natural,Subject10
2,107,681,no,l,natural,Subject10
2,107,681,no,l,natural,Subject10
2,27,1207,no,l,natural,Subject10
2,27,1207,no,l,natural,Subject10
2,26,1510,no,l,natural,Subject10
2,26,1510,no,l,natural,Subject10
2,39,3161,yes,l,natural,Subject10
2,39,3161,yes,l,natural,Subject10
1,95,1400,no,l,natural,Subject10
1,95,1400,no,l,natural,Subject10
1,12,804,yes,l,natural,Subject10
1,12,804,yes,l,natural,Subject10
1,43,1337,yes,l,natural,Subject10
1,43,1337,yes,l,natural,Subject10
1,100,1694,yes,l,natural,Subject10
1,100,1694,yes,l,natural,Subject10
1,46,1384,yes,l,natural,Subject10
1,46,1384,yes,l,natural,Subject10
1,10,1429,yes,l,natural,Subject10
1,10,1429,yes,l,natural,Subject10
1,65,1489,no,l,natural,Subject10
1,65,1489,no,l,natural,Subject10
1,11,1964,yes,l,natural,Subject10
1,11,1964,yes,l,natural,Subject10
1,61,814,yes,l,natural,Subject10
1,61,814,yes,l,natural,Subject10
1,40,2451,no,l,natural,Subject10
1,40,2451,no,l,natural,Subject10
1,25,2819,no,l,natural,Subject10
1,25,2819,no,l,natural,Subject10
2,64,395,yes,l,natural,Subject10
2,64,395,yes,l,natural,Subject10
2,3,505,yes,l,natural,Subject10
2,3,505,yes,l,natural,Subject10
2,40,1691,yes,l,natural,Subject10
2,40,1691,yes,l,natural,Subject10
1,59,1336,no,l,natural,Subject10
1,59,1336,no,l,natural,Subject10
1,32,1665,no,l,natural,Subject10
1,32,1665,no,l,natural,Subject10
1,17,1075,yes,l,natural,Subject10
1,17,1075,yes,l,natural,Subject10
1,51,1852,yes,l,natural,Subject10
1,51,1852,yes,l,natural,Subject10
1,52,1123,no,l,natural,Subject10
1,52,1123,no,l,natural,Subject10
1,62,1100,no,l,natural,Subject10
1,62,1100,no,l,natural,Subject10
1,14,979,no,l,natural,Subject10
1,14,979,no,l,natural,Subject10
1,77,1341,no,l,natural,Subject10
1,77,1341,no,l,natural,Subject10
1,50,1289,yes,l,natural,Subject10
1,50,1289,yes,l,natural,Subject10
1,84,1793,no,l,natural,Subject10
1,84,1793,no,l,natural,Subject10
2,83,1552,no,l,natural,Subject10
2,83,1552,no,l,natural,Subject10
1,101,1429,no,l,natural,Subject10
1,101,1429,no,l,natural,Subject10
2,56,1443,no,l,natural,Subject10
2,56,1443,no,l,natural,Subject10
2,58,651,yes,l,natural,Subject10
2,58,651,yes,l,natural,Subject10
2,76,1344,no,l,natural,Subject10
2,76,1344,no,l,natural,Subject10
2,54,1325,no,l,natural,Subject10
2,54,1325,no,l,natural,Subject10
2,62,1132,no,l,natural,Subject10
2,62,1132,no,l,natural,Subject10
2,15,533,no,l,natural,Subject10
2,15,533,no,l,natural,Subject10
2,97,1257,no,l,natural,Subject10
2,97,1257,no,l,natural,Subject10
2,35,610,yes,l,natural,Subject10
2,35,610,yes,l,natural,Subject10
2,78,1373,yes,l,natural,Subject10
2,78,1373,yes,l,natural,Subject10
2,60,604,no,l,natural,Subject10
2,60,604,no,l,natural,Subject10
2,7,650,yes,l,natural,Subject10
2,7,650,yes,l,natural,Subject10
2,81,719,no,l,natural,Subject10
2,81,719,no,l,natural,Subject10
2,71,1601,yes,s,natural,Subject10
2,71,1601,yes,s,natural,Subject10
1,78,1837,yes,l,natural,Subject10
1,78,1837,yes,l,natural,Subject10
1,31,1581,yes,l,natural,Subject10
1,31,1581,yes,l,natural,Subject10
2,106,955,no,l,natural,Subject10
2,106,955,no,l,natural,Subject10
2,74,705,no,l,natural,Subject10
2,74,705,no,l,natural,Subject10
2,53,873,yes,l,natural,Subject10
2,53,873,yes,l,natural,Subject10
2,96,1416,yes,l,natural,Subject10
2,96,1416,yes,l,natural,Subject10
2,86,1466,yes,l,natural,Subject10
2,86,1466,yes,l,natural,Subject10
2,67,1563,no,l,natural,Subject10
2,67,1563,no,l,natural,Subject10
2,103,1043,no,l,natural,Subject10
2,103,1043,no,l,natural,Subject10
2,13,1128,yes,l,natural,Subject10
2,13,1128,yes,l,natural,Subject10
1,22,1027,yes,s,natural,Subject10
1,22,1027,yes,s,natural,Subject10
2,59,1549,yes,l,natural,Subject10
2,59,1549,yes,l,natural,Subject10
2,11,869,no,l,natural,Subject10
2,11,869,no,l,natural,Subject10
2,66,1062,no,l,natural,Subject10
2,66,1062,no,l,natural,Subject10
2,98,1017,no,l,natural,Subject10
2,98,1017,no,l,natural,Subject10
2,30,878,no,l,natural,Subject10
2,30,878,no,l,natural,Subject10
2,47,1193,no,l,natural,Subject10
2,47,1193,no,l,natural,Subject10
2,19,1007,no,l,natural,Subject10
2,19,1007,no,l,natural,Subject10
2,85,909,no,l,natural,Subject10
2,85,909,no,l,natural,Subject10
2,88,971,yes,l,natural,Subject10
2,88,971,yes,l,natural,Subject10
2,91,901,no,s,natural,Subject10
2,91,901,no,s,natural,Subject10
2,105,888,yes,s,natural,Subject10
2,105,888,yes,s,natural,Subject10
2,69,931,no,l,natural,Subject10
2,69,931,no,l,natural,Subject10
2,90,1379,no,l,natural,Subject10
2,90,1379,no,l,natural,Subject10
2,18,1135,yes,l,natural,Subject10
2,18,1135,yes,l,natural,Subject10
2,24,617,yes,l,natural,Subject10
2,24,617,yes,l,natural,Subject10
2,28,717,yes,l,natural,Subject10
2,28,717,yes,l,natural,Subject10
2,50,1702,yes,l,natural,Subject10
2,50,1702,yes,l,natural,Subject10
2,101,785,no,l,natural,Subject10
2,101,785,no,l,natural,Subject10
2,25,694,no,l,natural,Subject10
2,25,694,no,l,natural,Subject10
2,16,1035,no,l,natural,Subject10
2,16,1035,no,l,natural,Subject10
2,33,1421,no,l,natural,Subject10
2,33,1421,no,l,natural,Subject10
2,49,956,no,l,natural,Subject10
2,49,956,no,l,natural,Subject10
2,2,733,yes,l,natural,Subject10
2,2,733,yes,l,natural,Subject10
2,21,1840,yes,l,natural,Subject10
2,21,1840,yes,l,natural,Subject10
2,84,1191,no,l,natural,Subject10
2,84,1191,no,l,natural,Subject10
2,29,801,yes,l,natural,Subject10
2,29,801,yes,l,natural,Subject10
2,37,1450,yes,l,natural,Subject10
2,37,1450,yes,l,natural,Subject10
2,1,1410,yes,l,natural,Subject10
2,1,1410,yes,l,natural,Subject10
2,46,1285,no,l,natural,Subject10
2,46,1285,no,l,natural,Subject10
1,17,777,no,l,natural,Subject11
1,17,777,no,l,natural,Subject11
1,19,593,yes,l,natural,Subject11
1,19,593,yes,l,natural,Subject11
1,86,437,no,l,natural,Subject11
1,86,437,no,l,natural,Subject11
1,67,775,no,l,natural,Subject11
1,67,775,no,l,natural,Subject11
1,63,1180,no,l,natural,Subject11
1,63,1180,no,l,natural,Subject11
1,101,1130,no,l,natural,Subject11
1,101,1130,no,l,natural,Subject11
1,106,546,yes,l,natural,Subject11
1,106,546,yes,l,natural,Subject11
1,79,893,no,l,natural,Subject11
1,79,893,no,l,natural,Subject11
1,41,1685,no,l,natural,Subject11
1,41,1685,no,l,natural,Subject11
1,75,563,no,l,natural,Subject11
1,75,563,no,l,natural,Subject11
1,45,544,no,l,natural,Subject11
1,45,544,no,l,natural,Subject11
1,72,858,no,l,natural,Subject11
1,72,858,no,l,natural,Subject11
1,108,1194,yes,l,natural,Subject11
1,108,1194,yes,l,natural,Subject11
1,16,653,yes,l,natural,Subject11
1,16,653,yes,l,natural,Subject11
1,38,887,yes,s,natural,Subject11
1,38,887,yes,s,natural,Subject11
1,73,590,no,s,natural,Subject11
1,73,590,no,s,natural,Subject11
1,12,991,yes,l,natural,Subject11
1,12,991,yes,l,natural,Subject11
1,7,687,yes,l,natural,Subject11
1,7,687,yes,l,natural,Subject11
1,5,1223,no,l,natural,Subject11
1,5,1223,no,l,natural,Subject11
1,60,762,no,l,natural,Subject11
1,60,762,no,l,natural,Subject11
1,65,1765,no,l,natural,Subject11
1,65,1765,no,l,natural,Subject11
1,28,903,no,l,natural,Subject11
1,28,903,no,l,natural,Subject11
1,76,680,no,l,natural,Subject11
1,76,680,no,l,natural,Subject11
1,42,880,no,l,natural,Subject11
1,42,880,no,l,natural,Subject11
1,47,1159,yes,l,natural,Subject11
1,47,1159,yes,l,natural,Subject11
1,1,2176,no,l,natural,Subject11
1,1,2176,no,l,natural,Subject11
1,104,545,yes,l,natural,Subject11
1,104,545,yes,l,natural,Subject11
1,71,739,yes,l,natural,Subject11
1,71,739,yes,l,natural,Subject11
1,25,1567,yes,l,natural,Subject11
1,25,1567,yes,l,natural,Subject11
1,49,546,no,l,natural,Subject11
1,49,546,no,l,natural,Subject11
1,69,1434,no,l,natural,Subject11
1,69,1434,no,l,natural,Subject11
1,56,535,no,l,natural,Subject11
1,56,535,no,l,natural,Subject11
1,53,714,yes,l,natural,Subject11
1,53,714,yes,l,natural,Subject11
1,105,388,yes,l,natural,Subject11
1,105,388,yes,l,natural,Subject11
1,51,1314,yes,l,natural,Subject11
1,51,1314,yes,l,natural,Subject11
1,32,909,no,l,natural,Subject11
1,32,909,no,l,natural,Subject11
1,44,678,yes,l,natural,Subject11
1,44,678,yes,l,natural,Subject11
1,55,1726,yes,l,natural,Subject11
1,55,1726,yes,l,natural,Subject11
1,18,590,yes,l,natural,Subject11
1,18,590,yes,l,natural,Subject11
1,64,1038,no,l,natural,Subject11
1,64,1038,no,l,natural,Subject11
1,70,528,yes,l,natural,Subject11
1,70,528,yes,l,natural,Subject11
1,99,1405,yes,l,natural,Subject11
1,99,1405,yes,l,natural,Subject11
2,100,502,no,l,natural,Subject11
2,100,502,no,l,natural,Subject11
1,84,1184,no,l,natural,Subject11
1,84,1184,no,l,natural,Subject11
1,15,695,no,l,natural,Subject11
1,15,695,no,l,natural,Subject11
1,50,1450,yes,l,natural,Subject11
1,50,1450,yes,l,natural,Subject11
1,91,862,no,l,natural,Subject11
1,91,862,no,l,natural,Subject11
1,93,685,yes,l,natural,Subject11
1,93,685,yes,l,natural,Subject11
1,89,419,yes,l,natural,Subject11
1,89,419,yes,l,natural,Subject11
1,23,1550,no,l,natural,Subject11
1,23,1550,no,l,natural,Subject11
1,102,559,no,l,natural,Subject11
1,102,559,no,l,natural,Subject11
1,103,664,no,l,natural,Subject11
1,103,664,no,l,natural,Subject11
1,85,935,yes,l,natural,Subject11
1,85,935,yes,l,natural,Subject11
1,9,1852,no,l,natural,Subject11
1,9,1852,no,l,natural,Subject11
2,62,528,no,l,natural,Subject11
2,62,528,no,l,natural,Subject11
1,14,1793,no,l,natural,Subject11
1,14,1793,no,l,natural,Subject11
1,24,915,no,l,natural,Subject11
1,24,915,no,l,natural,Subject11
1,20,755,no,l,natural,Subject11
1,20,755,no,l,natural,Subject11
1,13,429,no,l,natural,Subject11
1,13,429,no,l,natural,Subject11
1,78,941,yes,l,natural,Subject11
1,78,941,yes,l,natural,Subject11
1,87,1552,no,l,natural,Subject11
1,87,1552,no,l,natural,Subject11
1,36,834,no,l,natural,Subject11
1,36,834,no,l,natural,Subject11
1,3,1383,no,l,natural,Subject11
1,3,1383,no,l,natural,Subject11
1,77,677,no,l,natural,Subject11
1,77,677,no,l,natural,Subject11
1,100,1299,yes,l,natural,Subject11
1,100,1299,yes,l,natural,Subject11
1,107,1003,no,l,natural,Subject11
1,107,1003,no,l,natural,Subject11
1,39,880,no,l,natural,Subject11
1,39,880,no,l,natural,Subject11
1,21,1433,yes,l,natural,Subject11
1,21,1433,yes,l,natural,Subject11
1,10,1796,no,l,natural,Subject11
1,10,1796,no,l,natural,Subject11
1,83,1185,no,l,natural,Subject11
1,83,1185,no,l,natural,Subject11
1,58,566,yes,l,natural,Subject11
1,58,566,yes,l,natural,Subject11
1,59,897,no,l,natural,Subject11
1,59,897,no,l,natural,Subject11
1,22,960,no,l,natural,Subject11
1,22,960,no,l,natural,Subject11
1,4,503,yes,l,natural,Subject11
1,4,503,yes,l,natural,Subject11
1,88,806,yes,l,natural,Subject11
1,88,806,yes,l,natural,Subject11
1,82,1052,no,l,natural,Subject11
1,82,1052,no,l,natural,Subject11
1,98,1256,yes,l,natural,Subject11
1,98,1256,yes,l,natural,Subject11
1,31,1675,no,l,natural,Subject11
1,31,1675,no,l,natural,Subject11
1,74,919,yes,l,natural,Subject11
1,74,919,yes,l,natural,Subject11
1,90,1288,no,l,natural,Subject11
1,90,1288,no,l,natural,Subject11
1,30,1171,no,l,natural,Subject11
1,30,1171,no,l,natural,Subject11
1,37,894,yes,l,natural,Subject11
1,37,894,yes,l,natural,Subject11
2,74,1678,yes,l,natural,Subject11
2,74,1678,yes,l,natural,Subject11
2,29,1662,yes,s,natural,Subject11
2,29,1662,yes,s,natural,Subject11
2,107,991,yes,l,natural,Subject11
2,107,991,yes,l,natural,Subject11
2,42,590,no,l,natural,Subject11
2,42,590,no,l,natural,Subject11
2,90,724,no,l,natural,Subject11
2,90,724,no,l,natural,Subject11
2,19,430,yes,l,natural,Subject11
2,19,430,yes,l,natural,Subject11
2,96,321,yes,l,natural,Subject11
2,96,321,yes,l,natural,Subject11
2,79,567,no,l,natural,Subject11
2,79,567,no,l,natural,Subject11
2,11,1025,yes,l,natural,Subject11
2,11,1025,yes,l,natural,Subject11
2,37,513,yes,l,natural,Subject11
2,37,513,yes,l,natural,Subject11
2,86,339,no,l,natural,Subject11
2,86,339,no,l,natural,Subject11
2,16,301,no,l,natural,Subject11
2,16,301,no,l,natural,Subject11
1,68,793,yes,l,natural,Subject11
1,68,793,yes,l,natural,Subject11
1,6,603,yes,l,natural,Subject11
1,6,603,yes,l,natural,Subject11
1,97,1112,no,l,natural,Subject11
1,97,1112,no,l,natural,Subject11
1,48,1143,yes,l,natural,Subject11
1,48,1143,yes,l,natural,Subject11
1,29,1538,no,l,natural,Subject11
1,29,1538,no,l,natural,Subject11
1,62,742,yes,l,natural,Subject11
1,62,742,yes,l,natural,Subject11
1,35,1560,no,l,natural,Subject11
1,35,1560,no,l,natural,Subject11
1,8,621,no,l,natural,Subject11
1,8,621,no,l,natural,Subject11
1,54,637,yes,l,natural,Subject11
1,54,637,yes,l,natural,Subject11
1,40,634,no,l,natural,Subject11
1,40,634,no,l,natural,Subject11
1,61,671,yes,l,natural,Subject11
1,61,671,yes,l,natural,Subject11
1,46,1463,no,l,natural,Subject11
1,46,1463,no,l,natural,Subject11
1,33,608,yes,l,natural,Subject11
1,33,608,yes,l,natural,Subject11
1,94,648,no,l,natural,Subject11
1,94,648,no,l,natural,Subject11
1,80,1063,yes,l,natural,Subject11
1,80,1063,yes,l,natural,Subject11
2,39,1115,no,l,natural,Subject11
2,39,1115,no,l,natural,Subject11
2,105,482,yes,l,natural,Subject11
2,105,482,yes,l,natural,Subject11
2,106,676,yes,l,natural,Subject11
2,106,676,yes,l,natural,Subject11
2,57,419,yes,l,natural,Subject11
2,57,419,yes,l,natural,Subject11
2,101,699,no,l,natural,Subject11
2,101,699,no,l,natural,Subject11
2,15,785,yes,l,natural,Subject11
2,15,785,yes,l,natural,Subject11
2,51,948,yes,l,natural,Subject11
2,51,948,yes,l,natural,Subject11
2,47,856,yes,l,natural,Subject11
2,47,856,yes,l,natural,Subject11
2,9,532,no,l,natural,Subject11
2,9,532,no,l,natural,Subject11
2,93,265,yes,l,natural,Subject11
2,93,265,yes,l,natural,Subject11
2,58,628,no,l,natural,Subject11
2,58,628,no,l,natural,Subject11
2,63,814,yes,l,natural,Subject11
2,63,814,yes,l,natural,Subject11
2,43,440,yes,l,natural,Subject11
2,43,440,yes,l,natural,Subject11
2,59,832,yes,l,natural,Subject11
2,59,832,yes,l,natural,Subject11
2,98,717,no,l,natural,Subject11
2,98,717,no,l,natural,Subject11
2,54,301,no,l,natural,Subject11
2,54,301,no,l,natural,Subject11
2,38,654,no,l,natural,Subject11
2,38,654,no,l,natural,Subject11
2,73,484,no,l,natural,Subject11
2,73,484,no,l,natural,Subject11
2,23,455,no,l,natural,Subject11
2,23,455,no,l,natural,Subject11
2,7,632,yes,l,natural,Subject11
2,7,632,yes,l,natural,Subject11
2,24,300,no,l,natural,Subject11
2,24,300,no,l,natural,Subject11
2,52,433,no,l,natural,Subject11
2,52,433,no,l,natural,Subject11
2,88,842,yes,l,natural,Subject11
2,88,842,yes,l,natural,Subject11
2,108,717,no,l,natural,Subject11
2,108,717,no,l,natural,Subject11
2,66,994,yes,l,natural,Subject11
2,66,994,yes,l,natural,Subject11
2,26,1058,yes,l,natural,Subject11
2,26,1058,yes,l,natural,Subject11
2,85,667,yes,l,natural,Subject11
2,85,667,yes,l,natural,Subject11
2,41,1091,no,l,natural,Subject11
2,41,1091,no,l,natural,Subject11
1,26,846,yes,l,natural,Subject11
1,26,846,yes,l,natural,Subject11
1,95,492,no,l,natural,Subject11
1,95,492,no,l,natural,Subject11
1,92,1684,no,l,natural,Subject11
1,92,1684,no,l,natural,Subject11
1,2,369,yes,l,natural,Subject11
1,2,369,yes,l,natural,Subject11
1,81,492,no,l,natural,Subject11
1,81,492,no,l,natural,Subject11
1,52,1031,no,l,natural,Subject11
1,52,1031,no,l,natural,Subject11
1,11,1043,yes,l,natural,Subject11
1,11,1043,yes,l,natural,Subject11
1,27,769,yes,l,natural,Subject11
1,27,769,yes,l,natural,Subject11
1,34,874,yes,l,natural,Subject11
1,34,874,yes,l,natural,Subject11
1,57,560,yes,l,natural,Subject11
1,57,560,yes,l,natural,Subject11
1,43,1361,no,l,natural,Subject11
1,43,1361,no,l,natural,Subject11
1,96,960,yes,l,natural,Subject11
1,96,960,yes,l,natural,Subject11
1,66,1196,yes,l,natural,Subject11
1,66,1196,yes,l,natural,Subject11
2,20,661,no,l,natural,Subject11
2,20,661,no,l,natural,Subject11
2,87,779,no,l,natural,Subject11
2,87,779,no,l,natural,Subject11
2,14,407,no,l,natural,Subject11
2,14,407,no,l,natural,Subject11
2,82,484,no,l,natural,Subject11
2,82,484,no,l,natural,Subject11
2,60,794,no,l,natural,Subject11
2,60,794,no,l,natural,Subject11
2,32,763,no,l,natural,Subject11
2,32,763,no,l,natural,Subject11
2,2,933,no,l,natural,Subject11
2,2,933,no,l,natural,Subject11
2,102,516,no,l,natural,Subject11
2,102,516,no,l,natural,Subject11
2,80,636,yes,l,natural,Subject11
2,80,636,yes,l,natural,Subject11
2,70,1136,yes,l,natural,Subject11
2,70,1136,yes,l,natural,Subject11
2,75,928,no,l,natural,Subject11
2,75,928,no,l,natural,Subject11
2,6,1141,yes,l,natural,Subject11
2,6,1141,yes,l,natural,Subject11
2,10,608,no,l,natural,Subject11
2,10,608,no,l,natural,Subject11
2,64,740,no,l,natural,Subject11
2,64,740,no,l,natural,Subject11
2,97,986,no,l,natural,Subject11
2,97,986,no,l,natural,Subject11
2,46,1096,no,l,natural,Subject11
2,46,1096,no,l,natural,Subject11
2,48,901,no,l,natural,Subject11
2,48,901,no,l,natural,Subject11
2,36,773,no,l,natural,Subject11
2,36,773,no,l,natural,Subject11
2,55,499,yes,l,natural,Subject11
2,55,499,yes,l,natural,Subject11
2,35,864,no,l,natural,Subject11
2,35,864,no,l,natural,Subject11
2,31,498,no,l,natural,Subject11
2,31,498,no,l,natural,Subject11
2,81,1030,no,l,natural,Subject11
2,81,1030,no,l,natural,Subject11
2,5,1240,no,l,natural,Subject11
2,5,1240,no,l,natural,Subject11
2,4,554,no,l,natural,Subject11
2,4,554,no,l,natural,Subject11
2,25,969,yes,l,natural,Subject11
2,25,969,yes,l,natural,Subject11
2,56,293,no,l,natural,Subject11
2,56,293,no,l,natural,Subject11
2,53,809,yes,l,natural,Subject11
2,53,809,yes,l,natural,Subject11
2,61,715,no,l,natural,Subject11
2,61,715,no,l,natural,Subject11
2,27,664,yes,l,natural,Subject11
2,27,664,yes,l,natural,Subject11
2,33,501,yes,l,natural,Subject11
2,33,501,yes,l,natural,Subject11
2,77,339,yes,l,natural,Subject11
2,77,339,yes,l,natural,Subject11
2,21,1164,yes,l,natural,Subject11
2,21,1164,yes,l,natural,Subject11
2,18,958,yes,l,natural,Subject11
2,18,958,yes,l,natural,Subject11
2,83,810,no,l,natural,Subject11
2,83,810,no,l,natural,Subject11
2,3,988,no,l,natural,Subject11
2,3,988,no,l,natural,Subject11
2,44,1034,no,l,natural,Subject11
2,44,1034,no,l,natural,Subject11
2,13,1001,no,l,natural,Subject11
2,13,1001,no,l,natural,Subject11
2,17,1060,no,l,natural,Subject11
2,17,1060,no,l,natural,Subject11
2,76,1261,yes,l,natural,Subject11
2,76,1261,yes,l,natural,Subject11
2,103,1050,no,l,natural,Subject11
2,103,1050,no,l,natural,Subject11
2,50,526,no,l,natural,Subject11
2,50,526,no,l,natural,Subject11
2,89,316,yes,l,natural,Subject11
2,89,316,yes,l,natural,Subject11
2,49,834,yes,l,natural,Subject11
2,49,834,yes,l,natural,Subject11
2,1,1478,no,l,natural,Subject11
2,1,1478,no,l,natural,Subject11
2,28,587,yes,l,natural,Subject11
2,28,587,yes,l,natural,Subject11
2,78,508,no,l,natural,Subject11
2,78,508,no,l,natural,Subject11
2,8,451,no,l,natural,Subject11
2,8,451,no,l,natural,Subject11
2,91,763,yes,l,natural,Subject11
2,91,763,yes,l,natural,Subject11
2,22,1014,no,l,natural,Subject11
2,22,1014,no,l,natural,Subject11
2,69,1026,yes,l,natural,Subject11
2,69,1026,yes,l,natural,Subject11
2,30,654,no,l,natural,Subject11
2,30,654,no,l,natural,Subject11
2,34,492,yes,l,natural,Subject11
2,34,492,yes,l,natural,Subject11
2,12,1150,no,l,natural,Subject11
2,12,1150,no,l,natural,Subject11
2,95,432,no,l,natural,Subject11
2,95,432,no,l,natural,Subject11
2,72,379,no,l,natural,Subject11
2,72,379,no,l,natural,Subject11
2,94,1109,no,l,natural,Subject11
2,94,1109,no,l,natural,Subject11
2,67,891,no,l,natural,Subject11
2,67,891,no,l,natural,Subject11
2,104,834,yes,l,natural,Subject11
2,104,834,yes,l,natural,Subject11
2,99,540,no,l,natural,Subject11
2,99,540,no,l,natural,Subject11
2,71,1375,yes,l,natural,Subject11
2,71,1375,yes,l,natural,Subject11
2,40,1122,yes,l,natural,Subject11
2,40,1122,yes,l,natural,Subject11
2,68,847,no,l,natural,Subject11
2,68,847,no,l,natural,Subject11
2,84,928,yes,l,natural,Subject11
2,84,928,yes,l,natural,Subject11
2,45,1075,yes,l,natural,Subject11
2,45,1075,yes,l,natural,Subject11
2,92,1226,yes,l,natural,Subject11
2,92,1226,yes,l,natural,Subject11
2,65,1434,no,l,natural,Subject11
2,65,1434,no,l,natural,Subject11
1,131,1136,yes,l,unnatural,Subject12
1,131,1136,yes,l,unnatural,Subject12
2,136,298,no,l,unnatural,Subject12
2,136,298,no,l,unnatural,Subject12
2,207,194,no,l,unnatural,Subject12
2,207,194,no,l,unnatural,Subject12
2,181,296,yes,l,unnatural,Subject12
2,181,296,yes,l,unnatural,Subject12
2,158,351,no,l,unnatural,Subject12
2,158,351,no,l,unnatural,Subject12
2,189,263,no,l,unnatural,Subject12
2,189,263,no,l,unnatural,Subject12
2,202,374,no,l,unnatural,Subject12
2,202,374,no,l,unnatural,Subject12
2,145,569,yes,l,unnatural,Subject12
2,145,569,yes,l,unnatural,Subject12
2,178,1033,no,l,unnatural,Subject12
2,178,1033,no,l,unnatural,Subject12
2,119,530,no,l,unnatural,Subject12
2,119,530,no,l,unnatural,Subject12
2,159,347,no,l,unnatural,Subject12
2,159,347,no,l,unnatural,Subject12
2,138,466,no,l,unnatural,Subject12
2,138,466,no,l,unnatural,Subject12
2,150,424,no,l,unnatural,Subject12
2,150,424,no,l,unnatural,Subject12
2,139,534,no,l,unnatural,Subject12
2,139,534,no,l,unnatural,Subject12
1,122,608,yes,s,unnatural,Subject12
1,122,608,yes,s,unnatural,Subject12
2,122,465,no,l,unnatural,Subject12
2,122,465,no,l,unnatural,Subject12
1,182,1255,no,l,unnatural,Subject12
1,182,1255,no,l,unnatural,Subject12
1,138,499,no,l,unnatural,Subject12
1,138,499,no,l,unnatural,Subject12
1,154,382,yes,l,unnatural,Subject12
1,154,382,yes,l,unnatural,Subject12
1,159,715,yes,l,unnatural,Subject12
1,159,715,yes,l,unnatural,Subject12
1,191,560,yes,l,unnatural,Subject12
1,191,560,yes,l,unnatural,Subject12
1,189,391,no,l,unnatural,Subject12
1,189,391,no,l,unnatural,Subject12
1,165,386,no,l,unnatural,Subject12
1,165,386,no,l,unnatural,Subject12
1,147,850,yes,l,unnatural,Subject12
1,147,850,yes,l,unnatural,Subject12
1,121,511,yes,l,unnatural,Subject12
1,121,511,yes,l,unnatural,Subject12
1,172,227,no,l,unnatural,Subject12
1,172,227,no,l,unnatural,Subject12
1,184,839,yes,l,unnatural,Subject12
1,184,839,yes,l,unnatural,Subject12
1,132,713,yes,l,unnatural,Subject12
