trials.thisRepN,resp_Q.corr,Participant,Group,targetOnset.rt,FreqBNCSpoken.log
0,1,450455,NS,1.1069048,6.473890696
0,1,226966,NS,0.5897186,6.473890696
0,1,583510,NS,0.4637522,6.473890696
1,1,106707,NS,0.613084,6.473890696
0,1,816376,NS,0.5727011,6.473890696
0,1,483701,NS,0.4186016,6.473890696
1,1,35096,NS,0.227617,6.473890696
0,1,950891,NS,0.3045179,6.473890696
1,1,816376,NS,0.6192002,6.473890696
0,1,774923,NS,1.2514199,6.473890696
0,1,981309,NS,0.3193337,6.473890696
1,1,954091,NS,0.2898544,6.473890696
1,1,88312,NS,0.4614987,6.473890696
0,1,824806,NS,0.2558,6.473890696
1,1,774923,NS,0.2696365,6.473890696
1,1,981309,NS,0.3303981,6.473890696
1,1,572388,NS,0.2818999,6.473890696
0,1,589430,NS,0.6867503,6.473890696
1,1,389951,NS,0.3171503,6.473890696
1,1,226966,NS,0.4045529,6.473890696
1,1,450455,NS,0.272508,6.473890696
0,1,35096,NS,0.3737371,6.473890696
1,1,177498,NS,0.2854823,6.473890696
1,1,331082,NS,0.3820886,6.473890696
1,1,589430,NS,0.6221452,6.473890696
0,1,177498,NS,0.2338984,6.473890696
0,1,389951,NS,0.2766441,6.473890696
1,1,583510,NS,0.4009192,6.473890696
0,1,927270,NS,0.2802714,6.473890696
0,1,435054,NS,0.7828585,6.473890696
0,1,572388,NS,0.3611014,6.473890696
0,1,954091,NS,0.3155061,6.473890696
0,1,88312,NS,0.8069736,6.473890696
1,1,435054,NS,0.5527271,6.473890696
1,1,483701,NS,0.3481256,6.473890696
1,1,981309,NS,0.2745385,6.473890696
0,1,903227,NS,0.4552238,6.473890696
0,1,816376,NS,0.2231361,6.473890696
1,1,389951,NS,0.2993534,6.473890696
0,1,824806,NS,0.6180132,6.473890696
1,1,770313,NS,0.2181097,6.473890696
0,1,954091,NS,0.3570772,6.473890696
1,1,450455,NS,0.2190807,6.473890696
0,1,35096,NS,0.2805827,6.473890696
0,1,774923,NS,0.3299599,6.473890696
1,1,954091,NS,0.3501939,6.473890696
0,1,450455,NS,0.3051018,6.473890696
1,1,589430,NS,0.4624862,6.473890696
0,1,389951,NS,0.4554114,6.473890696
1,1,331082,NS,0.5983863,6.473890696
1,1,177498,NS,0.1865289,6.473890696
1,1,435054,NS,0.7329397,6.473890696
1,1,572388,NS,0.6198332,6.473890696
0,1,88312,NS,0.4038324,6.473890696
1,1,824806,NS,0.3590405,6.473890696
0,1,483701,NS,0.3113854,6.473890696
1,1,184040,NS,1.7636843,6.473890696
0,1,572388,NS,0.5352687,6.473890696
0,1,589430,NS,1.4975207,6.473890696
0,1,583510,NS,0.3426182,6.473890696
0,1,226966,NS,0.5703148,6.473890696
1,1,483701,NS,0.3460969,6.473890696
1,1,816376,NS,2.2620359,6.473890696
0,1,981309,NS,0.3423657,6.473890696
0,1,177498,NS,0.3543227,6.473890696
1,1,654739,NS,0.3081346,6.473890696
0,1,770313,NS,0.2660587,6.473890696
1,1,950891,NS,0.3409221,6.473890696
1,1,774923,NS,0.6066608,6.473890696
0,1,654739,NS,0.4221403,6.473890696
0,1,184040,NS,0.3904455,6.473890696
0,1,950891,NS,0.373708,6.473890696
0,1,927270,NS,0.5517141,6.473890696
1,1,35096,NS,0.1728356,6.473890696
1,1,88312,NS,0.3084378,6.473890696
1,1,106707,NS,0.4370703,6.473890696
0,1,435054,NS,0.8302546,6.473890696
0,1,331082,NS,0.3855677,6.473890696
1,1,226966,NS,0.5239354,6.473890696
1,1,927270,NS,0.3159182,6.473890696
1,1,583510,NS,0.6626618,6.473890696
0,1,950891,NS,0.2801622,7.155396302
1,1,226966,NS,0.1973528,7.155396302
0,0,589430,NS,0.54995,7.155396302
0,0,389951,NS,0.3235938,7.155396302
0,1,177498,NS,0.2223081,7.155396302
1,1,770313,NS,0.3039908,7.155396302
0,1,88312,NS,0.3231262,7.155396302
1,0,450455,NS,0.288185,7.155396302
0,1,903227,NS,0.3722192,7.155396302
0,0,450455,NS,0.1817618,7.155396302
1,1,483701,NS,0.1431972,7.155396302
0,0,331082,NS,0.3446402,7.155396302
0,1,583510,NS,0.6895509,7.155396302
1,1,435054,NS,0.4312254,7.155396302
1,0,589430,NS,0.4666973,7.155396302
1,0,177498,NS,0.2167301,7.155396302
1,1,583510,NS,0.5087069,7.155396302
0,1,816376,NS,0.803513,7.155396302
1,1,816376,NS,0.1250287,7.155396302
1,0,331082,NS,0.3310022,7.155396302
1,0,572388,NS,0.4045404,7.155396302
0,1,981309,NS,0.2839032,7.155396302
1,0,824806,NS,0.1496257,7.155396302
0,1,770313,NS,0.3566929,7.155396302
1,0,927270,NS,0.4659774,7.155396302
1,1,654739,NS,0.2439996,7.155396302
0,1,774923,NS,0.0983156,7.155396302
1,0,981309,NS,0.2488939,7.155396302
1,1,774923,NS,0.1717712,7.155396302
1,1,35096,NS,0.2113038,7.155396302
0,1,35096,NS,0.2145512,7.155396302
1,1,903227,NS,0.2676311,7.155396302
0,1,226966,NS,0.6394193,7.155396302
0,0,572388,NS,0.2913078,7.155396302
0,1,483701,NS,0.2894963,7.155396302
0,0,184040,NS,0.5705944,7.155396302
0,0,106707,NS,0.7274812,7.155396302
1,1,950891,NS,0.1752304,7.155396302
1,0,106707,NS,0.6793124,7.155396302
0,0,954091,NS,0.271718,7.155396302
1,0,954091,NS,0.5738425,7.155396302
1,0,184040,NS,0.4304776,7.155396302
0,1,654739,NS,0.517992,7.155396302
0,0,927270,NS,0.2312681,7.155396302
0,1,435054,NS,0.5114955,7.155396302
1,1,88312,NS,0.3320136,7.155396302
1,0,389951,NS,0.3594168,7.155396302
0,0,824806,NS,0.7632019,7.155396302
0,1,927270,NS,0.3930368,7.155396302
0,0,954091,NS,0.3497761,7.155396302
0,1,583510,NS,0.4070479,7.155396302
0,0,589430,NS,0.4195176,7.155396302
0,1,950891,NS,0.3772148,7.155396302
0,0,331082,NS,0.5573665,7.155396302
0,0,389951,NS,0.2710332,7.155396302
1,0,589430,NS,0.4798209,7.155396302
0,1,435054,NS,1.0865447,7.155396302
0,0,981309,NS,0.3844259,7.155396302
0,1,903227,NS,0.3655118,7.155396302
1,1,583510,NS,0.5660751,7.155396302
0,1,816376,NS,0.2912394,7.155396302
1,1,450455,NS,0.2448589,7.155396302
0,1,106707,NS,1.0410146,7.155396302
1,1,226966,NS,0.3243825,7.155396302
1,1,770313,NS,0.2803653,7.155396302
1,0,106707,NS,0.5877405,7.155396302
1,1,35096,NS,0.2747825,7.155396302
0,1,35096,NS,0.4024512,7.155396302
0,1,774923,NS,1.5506776,7.155396302
1,0,331082,NS,0.6080909,7.155396302
1,0,389951,NS,0.2475748,7.155396302
0,1,824806,NS,0.6678325,7.155396302
1,1,816376,NS,0.3201828,7.155396302
1,1,435054,NS,0.4587272,7.155396302
1,1,774923,NS,0.2803775,7.155396302
1,1,88312,NS,0.3685856,7.155396302
0,0,184040,NS,0.5412677,7.155396302
0,1,177498,NS,0.2724031,7.155396302
0,1,654739,NS,0.4115357,7.155396302
1,0,927270,NS,0.2745127,7.155396302
1,1,903227,NS,0.5842329,7.155396302
0,1,226966,NS,0.5570827,7.155396302
0,0,572388,NS,0.415957,7.155396302
1,0,981309,NS,0.2981165,7.155396302
1,0,184040,NS,0.4854013,7.155396302
1,1,654739,NS,0.2619784,7.155396302
1,0,177498,NS,0.2511101,7.155396302
1,1,950891,NS,0.305256,7.155396302
0,0,450455,NS,0.3192268,7.155396302
0,1,483701,NS,0.4075899,7.155396302
0,1,88312,NS,0.3692794,7.155396302
0,1,770313,NS,0.3277493,7.155396302
1,0,824806,NS,0.3434787,7.155396302
1,1,483701,NS,0.4081397,7.155396302
1,0,954091,NS,0.2530373,7.155396302
1,0,572388,NS,0.5765166,7.155396302
0,1,184040,NS,0.2458248,5.159055299
0,1,954091,NS,0.2200785,5.159055299
0,1,389951,NS,0.2496294,5.159055299
1,0,589430,NS,0.2739758,5.159055299
0,1,106707,NS,0.7508752,5.159055299
0,1,572388,NS,0.7215812,5.159055299
1,1,450455,NS,0.1901069,5.159055299
1,1,35096,NS,0.0319217,5.159055299
1,1,824806,NS,0.2757116,5.159055299
1,1,106707,NS,0.422772,5.159055299
1,1,816376,NS,0.1892904,5.159055299
0,1,824806,NS,0.9723048,5.159055299
1,1,774923,NS,0.1782491,5.159055299
0,1,816376,NS,0.2464443,5.159055299
0,1,483701,NS,0.0008339,5.159055299
0,1,654739,NS,0.3695789,5.159055299
0,1,177498,NS,0.2123859,5.159055299
0,1,770313,NS,0.214528,5.159055299
0,1,981309,NS,0.4388662,5.159055299
1,1,950891,NS,0.2624805,5.159055299
0,1,583510,NS,0.3191534,5.159055299
0,1,450455,NS,0.2195088,5.159055299
0,1,774923,NS,0.3544654,5.159055299
1,1,435054,NS,0.307284,5.159055299
1,1,226966,NS,0.288418,5.159055299
0,1,35096,NS,-0.229545,5.159055299
0,1,950891,NS,0.2214017,5.159055299
0,1,435054,NS,0.5881402,5.159055299
0,1,226966,NS,0.3211065,5.159055299
1,1,770313,NS,0.2338433,5.159055299
1,1,954091,NS,0.1603515,5.159055299
1,1,981309,NS,0.139214,5.159055299
1,1,389951,NS,0.3178778,5.159055299
1,1,572388,NS,0.2495198,5.159055299
0,1,331082,NS,0.3597507,5.159055299
1,1,331082,NS,0.3858724,5.159055299
1,1,583510,NS,0.6099137,5.159055299
1,1,177498,NS,0.1226149,5.159055299
1,1,88312,NS,0.3898348,5.159055299
0,1,903227,NS,0.2235817,5.159055299
1,1,184040,NS,0.2998102,5.159055299
1,1,654739,NS,0.3228224,5.159055299
0,0,589430,NS,0.4353121,5.159055299
1,1,927270,NS,0.2463348,5.159055299
0,1,88312,NS,1.3366871,5.159055299
1,1,483701,NS,0.1635569,5.159055299
0,1,927270,NS,0.2615506,5.159055299
0,1,35096,NS,0.2442414,5.159055299
0,1,583510,NS,0.2937421,5.159055299
1,1,583510,NS,0.3525874,5.159055299
1,1,106707,NS,0.3204991,5.159055299
0,1,774923,NS,0.2927184,5.159055299
1,1,824806,NS,0.3234574,5.159055299
1,1,774923,NS,0.7668308,5.159055299
0,1,106707,NS,0.6021556,5.159055299
0,1,483701,NS,0.5020259,5.159055299
1,1,389951,NS,0.2903919,5.159055299
0,1,770313,NS,0.293904,5.159055299
1,1,572388,NS,0.3210239,5.159055299
0,1,389951,NS,0.3124658,5.159055299
0,1,435054,NS,0.5608205,5.159055299
0,1,950891,NS,0.43935,5.159055299
0,1,226966,NS,0.4975249,5.159055299
0,1,177498,NS,0.2391539,5.159055299
1,1,954091,NS,0.2898286,5.159055299
1,1,981309,NS,0.2261614,5.159055299
0,1,184040,NS,1.0184997,5.159055299
1,0,589430,NS,0.2660079,5.159055299
1,1,88312,NS,0.227871,5.159055299
0,1,654739,NS,0.2913656,5.159055299
1,1,177498,NS,0.3079958,5.159055299
0,1,88312,NS,0.3645957,5.159055299
1,1,770313,NS,0.2896221,5.159055299
1,1,950891,NS,0.2862154,5.159055299
0,1,927270,NS,0.4368321,5.159055299
1,1,927270,NS,0.3037676,5.159055299
0,1,450455,NS,0.286355,5.159055299
1,1,331082,NS,0.3564191,5.159055299
1,1,35096,NS,0.1124448,5.159055299
0,1,903227,NS,0.2306615,5.159055299
0,1,981309,NS,0.343571,5.159055299
0,0,589430,NS,0.5146081,5.159055299
0,1,954091,NS,0.23041,5.159055299
0,1,816376,NS,0.518896,5.159055299
1,1,654739,NS,0.3339668,5.159055299
0,1,331082,NS,0.4017043,5.159055299
0,1,824806,NS,0.5773242,5.159055299
0,1,572388,NS,0.2636906,5.159055299
1,1,435054,NS,0.3432383,5.159055299
1,1,903227,NS,0.6997435,5.159055299
1,1,226966,NS,0.3473582,5.159055299
1,1,450455,NS,0.2312775,5.159055299
1,1,816376,NS,0.1728053,5.159055299
1,1,483701,NS,0.0154705,5.159055299
1,1,184040,NS,0.4755724,5.159055299
1,1,35096,NS,0.2705649,5.356586275
0,1,654739,NS,1.3738164,5.356586275
0,1,35096,NS,0.2609213,5.356586275
1,1,654739,NS,0.1846239,5.356586275
0,1,927270,NS,0.2823535,5.356586275
1,1,450455,NS,0.1221247,5.356586275
1,1,583510,NS,0.529185,5.356586275
0,1,226966,NS,0.272582,5.356586275
0,1,950891,NS,0.2797068,5.356586275
1,1,184040,NS,1.1164882,5.356586275
1,0,106707,NS,0.7924743,5.356586275
0,1,184040,NS,0.2770621,5.356586275
0,1,389951,NS,0.266878,5.356586275
1,1,177498,NS,0.129627,5.356586275
0,1,106707,NS,0.7054794,5.356586275
0,0,589430,NS,0.4518228,5.356586275
1,1,774923,NS,0.2234397,5.356586275
0,1,770313,NS,0.3380101,5.356586275
1,1,816376,NS,0.4989015,5.356586275
1,1,389951,NS,0.2050368,5.356586275
0,1,88312,NS,0.2819796,5.356586275
1,1,435054,NS,0.4149356,5.356586275
0,1,583510,NS,0.3917062,5.356586275
0,1,774923,NS,1.3954929,5.356586275
0,1,450455,NS,0.2686589,5.356586275
0,1,981309,NS,0.3954496,5.356586275
1,1,770313,NS,0.0497609,5.356586275
1,1,954091,NS,0.2254332,5.356586275
0,1,954091,NS,-0.1836717,5.356586275
0,1,816376,NS,0.2309706,5.356586275
0,1,177498,NS,0.2024874,5.356586275
0,1,572388,NS,0.3616408,5.356586275
1,1,572388,NS,0.3436526,5.356586275
0,1,483701,NS,-0.2516436,5.356586275
1,1,950891,NS,0.2178887,5.356586275
1,1,331082,NS,0.5276365,5.356586275
1,1,981309,NS,0.3067919,5.356586275
1,1,226966,NS,0.2230353,5.356586275
1,1,88312,NS,2.3326683,5.356586275
1,1,927270,NS,0.226538,5.356586275
0,1,903227,NS,0.2318835,5.356586275
1,1,483701,NS,0.1632336,5.356586275
1,0,589430,NS,0.3086318,5.356586275
1,1,824806,NS,0.2793321,5.356586275
0,1,435054,NS,0.6070295,5.356586275
0,1,331082,NS,0.3266908,5.356586275
0,1,824806,NS,0.2922434,5.356586275
1,1,824806,NS,2.0451405,5.356586275
1,1,950891,NS,0.3429104,5.356586275
0,1,184040,NS,0.1942674,5.356586275
1,1,572388,NS,0.3703711,5.356586275
0,1,770313,NS,0.2672599,5.356586275
0,1,654739,NS,0.3023952,5.356586275
1,1,389951,NS,0.2294719,5.356586275
1,1,331082,NS,0.2560173,5.356586275
1,1,954091,NS,0.174515,5.356586275
0,1,572388,NS,0.2391208,5.356586275
1,1,654739,NS,0.2582649,5.356586275
0,1,954091,NS,0.2565209,5.356586275
0,1,774923,NS,0.2291333,5.356586275
0,1,226966,NS,0.6519131,5.356586275
0,1,450455,NS,0.1497092,5.356586275
1,1,450455,NS,0.159189,5.356586275
0,1,483701,NS,-0.138029,5.356586275
0,1,981309,NS,0.2392327,5.356586275
0,1,589430,NS,0.5223646,5.356586275
1,1,927270,NS,0.3100509,5.356586275
1,1,226966,NS,0.2939332,5.356586275
1,1,435054,NS,0.4541936,5.356586275
0,1,35096,NS,0.0989198,5.356586275
1,1,88312,NS,0.292142,5.356586275
0,1,88312,NS,0.2976317,5.356586275
1,1,583510,NS,0.3143064,5.356586275
1,1,816376,NS,0.2319292,5.356586275
1,1,483701,NS,0.0863958,5.356586275
0,1,435054,NS,0.6893821,5.356586275
1,1,184040,NS,1.1941902,5.356586275
1,0,106707,NS,0.2826906,5.356586275
1,1,35096,NS,0.1711588,5.356586275
0,0,927270,NS,0.2496878,5.356586275
0,1,389951,NS,0.1919377,5.356586275
0,1,583510,NS,0.3709488,5.356586275
1,1,770313,NS,0.2519792,5.356586275
1,0,589430,NS,0.5264959,5.356586275
1,1,177498,NS,0.1992106,5.356586275
1,1,774923,NS,0.2158101,5.356586275
0,1,177498,NS,0.2667264,5.356586275
0,1,903227,NS,0.2623669,5.356586275
1,1,981309,NS,0.1949469,5.356586275
0,1,816376,NS,0.5745479,5.356586275
0,1,331082,NS,0.2890996,5.356586275
0,1,950891,NS,0.2137877,5.356586275
0,1,824806,NS,0.2592371,5.356586275
0,1,654739,NS,0.2598601,6.238324625
1,1,389951,NS,0.1867165,6.238324625
1,1,572388,NS,0.4076434,6.238324625
0,1,35096,NS,0.1480371,6.238324625
0,1,583510,NS,0.4626223,6.238324625
0,1,389951,NS,0.4289983,6.238324625
0,1,770313,NS,0.3254261,6.238324625
1,1,450455,NS,0.1356731,6.238324625
1,1,981309,NS,0.1860266,6.238324625
0,1,589430,NS,0.2643518,6.238324625
1,1,950891,NS,0.1148161,6.238324625
1,1,106707,NS,0.3788698,6.238324625
1,1,88312,NS,0.3442886,6.238324625
0,1,450455,NS,0.1741843,6.238324625
1,1,774923,NS,0.2824973,6.238324625
1,1,583510,NS,0.5244902,6.238324625
1,1,816376,NS,0.1460394,6.238324625
1,1,331082,NS,0.4589809,6.238324625
0,1,106707,NS,0.2653239,6.238324625
0,1,774923,NS,0.2552523,6.238324625
0,1,88312,NS,0.3523746,6.238324625
0,1,950891,NS,0.2847424,6.238324625
0,1,572388,NS,0.201169,6.238324625
0,1,184040,NS,0.2309187,6.238324625
1,1,770313,NS,0.2837737,6.238324625
1,1,589430,NS,0.6757891,6.238324625
1,1,184040,NS,0.3624317,6.238324625
1,1,903227,NS,0.2619342,6.238324625
1,1,226966,NS,0.4398726,6.238324625
0,1,226966,NS,0.4333564,6.238324625
0,1,435054,NS,0.6211999,6.238324625
1,1,35096,NS,0.172718,6.238324625
0,1,981309,NS,1.4077462,6.238324625
0,1,331082,NS,0.5138453,6.238324625
0,1,927270,NS,0.3592071,6.238324625
0,1,954091,NS,0.1763248,6.238324625
1,1,824806,NS,0.3291721,6.238324625
0,1,816376,NS,0.2337771,6.238324625
1,1,435054,NS,0.5272991,6.238324625
0,1,177498,NS,0.0364733,6.238324625
1,1,177498,NS,0.2769185,6.238324625
1,1,954091,NS,0.2932469,6.238324625
1,1,654739,NS,0.2261154,6.238324625
1,1,483701,NS,0.2096344,6.238324625
0,1,824806,NS,0.2648367,6.238324625
1,1,927270,NS,0.4747671,6.238324625
0,1,903227,NS,0.2221335,6.238324625
0,1,583510,NS,0.3505996,6.238324625
0,1,450455,NS,0.3179761,6.238324625
1,1,88312,NS,0.324029,6.238324625
0,1,954091,NS,0.4306018,6.238324625
0,0,903227,NS,0.3865827,6.238324625
1,1,483701,NS,0.1112105,6.238324625
0,1,981309,NS,0.2288564,6.238324625
1,1,177498,NS,0.1854451,6.238324625
1,1,770313,NS,0.2752862,6.238324625
0,1,177498,NS,0.2080668,6.238324625
1,1,589430,NS,0.433362,6.238324625
0,1,824806,NS,0.31218,6.238324625
1,1,226966,NS,0.292522,6.238324625
1,1,824806,NS,0.3497586,6.238324625
0,1,816376,NS,0.5516254,6.238324625
1,1,816376,NS,0.1833364,6.238324625
0,1,589430,NS,0.2446084,6.238324625
1,1,774923,NS,0.2084509,6.238324625
0,1,226966,NS,0.7879769,6.238324625
1,1,927270,NS,0.2637018,6.238324625
0,1,435054,NS,1.0744044,6.238324625
0,0,184040,NS,0.5263718,6.238324625
1,1,435054,NS,0.4810944,6.238324625
0,1,654739,NS,0.3043482,6.238324625
0,1,483701,NS,0.6576925,6.238324625
1,1,654739,NS,0.0428347,6.238324625
0,1,770313,NS,0.3826281,6.238324625
1,1,331082,NS,0.2485648,6.238324625
0,1,88312,NS,0.3094393,6.238324625
0,1,774923,NS,0.306266,6.238324625
1,1,583510,NS,0.3401808,6.238324625
1,1,954091,NS,0.3135473,6.238324625
1,1,981309,NS,0.2357801,6.238324625
1,1,950891,NS,0.2616994,6.238324625
1,1,106707,NS,0.2929636,6.238324625
1,0,903227,NS,0.2338519,6.238324625
1,1,389951,NS,0.2355205,6.238324625
0,1,927270,NS,0.3825688,6.238324625
0,1,35096,NS,0.2650658,6.238324625
0,1,331082,NS,0.5942693,6.238324625
1,0,572388,NS,0.5013313,6.238324625
1,1,35096,NS,0.1784706,6.238324625
0,1,389951,NS,0.2744131,6.238324625
1,1,450455,NS,0.2273081,6.238324625
0,1,950891,NS,0.5166316,6.238324625
0,1,572388,NS,0.8339288,6.238324625
0,1,106707,NS,0.5824356,6.238324625
1,1,654739,NS,0.2482123,4.521788577
1,1,450455,NS,0.336717,4.521788577
0,1,770313,NS,0.5704575,4.521788577
0,1,435054,NS,0.7512403,4.521788577
0,1,654739,NS,0.4613359,4.521788577
0,1,88312,NS,0.4606895,4.521788577
1,1,106707,NS,0.5313006,4.521788577
1,1,331082,NS,0.4202342,4.521788577
1,1,35096,NS,0.3088165,4.521788577
1,1,816376,NS,0.6618421,4.521788577
0,1,483701,NS,0.7889082,4.521788577
1,1,483701,NS,0.4944491,4.521788577
1,1,981309,NS,0.3961471,4.521788577
1,1,184040,NS,0.3043224,4.521788577
0,0,954091,NS,0.4916266,4.521788577
0,1,450455,NS,0.2487241,4.521788577
0,1,226966,NS,0.5938911,4.521788577
1,1,589430,NS,0.4408645,4.521788577
0,1,950891,NS,0.301762,4.521788577
0,1,572388,NS,0.4662066,4.521788577
0,1,389951,NS,0.4577058,4.521788577
0,1,927270,NS,0.5314381,4.521788577
0,1,816376,NS,0.2970447,4.521788577
0,1,106707,NS,1.0915755,4.521788577
1,1,435054,NS,0.59098,4.521788577
0,1,35096,NS,0.4866693,4.521788577
1,1,389951,NS,0.3547001,4.521788577
1,1,770313,NS,0.2446192,4.521788577
1,1,950891,NS,0.447077,4.521788577
0,1,981309,NS,0.5148638,4.521788577
0,1,589430,NS,0.9134309,4.521788577
1,1,177498,NS,0.2718677,4.521788577
1,1,583510,NS,0.6434408,4.521788577
1,1,927270,NS,0.419656,4.521788577
0,1,177498,NS,0.2542341,4.521788577
0,1,824806,NS,0.4655177,4.521788577
0,1,331082,NS,0.2947737,4.521788577
0,1,184040,NS,0.4033295,4.521788577
1,1,88312,NS,0.4522479,4.521788577
1,1,903227,NS,0.4608417,4.521788577
1,1,572388,NS,0.4263943,4.521788577
0,1,774923,NS,0.3231414,4.521788577
1,1,774923,NS,0.3388401,4.521788577
0,1,903227,NS,0.4565872,4.521788577
0,1,583510,NS,0.6188035,4.521788577
1,1,824806,NS,0.4471419,4.521788577
1,0,954091,NS,0.3951334,4.521788577
1,1,435054,NS,0.6726451,4.521788577
1,1,483701,NS,0.3704431,4.521788577
1,1,226966,NS,0.3068171,4.521788577
0,1,824806,NS,0.3013212,4.521788577
0,1,177498,NS,0.2654113,4.521788577
1,1,950891,NS,0.366482,4.521788577
1,1,770313,NS,0.3886505,4.521788577
0,1,654739,NS,0.328102,4.521788577
0,1,450455,NS,0.3348252,4.521788577
1,1,35096,NS,0.66632,4.521788577
0,1,816376,NS,0.3374208,4.521788577
0,1,950891,NS,0.4418209,4.521788577
1,1,331082,NS,0.327115,4.521788577
1,1,184040,NS,0.7342778,4.521788577
1,1,981309,NS,0.5002788,4.521788577
1,1,824806,NS,0.4468775,4.521788577
0,1,331082,NS,0.3820143,4.521788577
1,0,954091,NS,0.2206245,4.521788577
1,1,88312,NS,0.3889658,4.521788577
0,1,903227,NS,0.5951226,4.521788577
1,1,177498,NS,0.4082793,4.521788577
0,1,583510,NS,0.7775755,4.521788577
0,1,572388,NS,0.5081366,4.521788577
0,1,88312,NS,0.8103725,4.521788577
0,1,770313,NS,0.2631443,4.521788577
0,1,981309,NS,0.3764183,4.521788577
0,1,226966,NS,0.344774,4.521788577
1,1,583510,NS,0.4613894,4.521788577
1,1,816376,NS,0.3801268,4.521788577
1,1,106707,NS,0.6242494,4.521788577
1,1,654739,NS,0.3574056,4.521788577
0,0,954091,NS,0.3061688,4.521788577
0,1,589430,NS,0.6958177,4.521788577
0,1,184040,NS,0.4744355,4.521788577
0,1,35096,NS,0.7966092,4.521788577
0,0,927270,NS,0.5517718,4.521788577
1,1,389951,NS,0.3730829,4.521788577
1,1,774923,NS,0.5801537,4.521788577
1,1,572388,NS,0.5198035,4.521788577
0,1,106707,NS,0.6539518,4.521788577
1,1,450455,NS,0.3056399,4.521788577
1,1,927270,NS,0.4516544,4.521788577
1,1,589430,NS,0.4695775,4.521788577
0,1,774923,NS,0.7164839,4.521788577
0,1,435054,NS,0.694939,4.521788577
0,1,389951,NS,0.626345,4.521788577
0,1,389951,NS,0.3669485,4.605170186
0,1,816376,NS,0.3301503,4.605170186
1,1,177498,NS,0.2257367,4.605170186
0,1,184040,NS,0.3618067,4.605170186
0,1,770313,NS,0.2578493,4.605170186
1,1,35096,NS,0.1335076,4.605170186
1,1,654739,NS,0.2205531,4.605170186
1,1,774923,NS,0.7123606,4.605170186
1,1,954091,NS,0.62514,4.605170186
0,1,774923,NS,0.3208588,4.605170186
0,1,331082,NS,0.3331975,4.605170186
1,1,450455,NS,0.207515,4.605170186
0,1,483701,NS,0.2333751,4.605170186
1,1,572388,NS,0.2150084,4.605170186
1,1,435054,NS,0.6289822,4.605170186
0,1,106707,NS,0.331545,4.605170186
1,1,389951,NS,0.2984247,4.605170186
0,1,35096,NS,0.17168,4.605170186
1,1,824806,NS,0.397282,4.605170186
0,1,903227,NS,0.2678051,4.605170186
1,1,483701,NS,0.3300827,4.605170186
0,1,450455,NS,0.3061379,4.605170186
0,1,927270,NS,0.3413702,4.605170186
1,1,583510,NS,0.4972612,4.605170186
1,1,981309,NS,0.2872955,4.605170186
0,1,954091,NS,0.3097469,4.605170186
0,1,572388,NS,0.4178192,4.605170186
1,1,816376,NS,0.3083457,4.605170186
0,1,88312,NS,0.5270083,4.605170186
1,1,331082,NS,0.3448789,4.605170186
0,1,824806,NS,0.2627933,4.605170186
0,1,177498,NS,0.3016149,4.605170186
0,1,981309,NS,0.2735412,4.605170186
0,1,435054,NS,0.6893196,4.605170186
1,1,950891,NS,0.2241041,4.605170186
1,1,106707,NS,0.6632208,4.605170186
1,1,903227,NS,0.3021038,4.605170186
0,1,950891,NS,0.2438533,4.605170186
1,1,226966,NS,0.3870571,4.605170186
0,1,589430,NS,0.4626288,4.605170186
1,1,770313,NS,0.2825424,4.605170186
0,0,583510,NS,0.3591584,4.605170186
0,1,654739,NS,0.3610554,4.605170186
1,1,589430,NS,0.3922261,4.605170186
1,1,927270,NS,0.368144,4.605170186
1,1,88312,NS,0.3636935,4.605170186
0,1,226966,NS,0.6498217,4.605170186
0,1,954091,NS,0.5173411,4.605170186
0,1,483701,NS,0.5466597,4.605170186
0,1,106707,NS,0.4528216,4.605170186
1,0,106707,NS,0.7224828,4.605170186
0,1,184040,NS,0.4609034,4.605170186
0,1,389951,NS,0.3268544,4.605170186
0,1,774923,NS,0.3763249,4.605170186
0,1,770313,NS,0.2790765,4.605170186
1,1,954091,NS,0.3411205,4.605170186
1,1,572388,NS,0.2727211,4.605170186
0,1,927270,NS,0.3837305,4.605170186
0,1,435054,NS,0.8289249,4.605170186
1,1,824806,NS,0.2078463,4.605170186
0,1,816376,NS,0.5629809,4.605170186
1,1,177498,NS,0.2660177,4.605170186
1,1,88312,NS,0.3038431,4.605170186
0,0,583510,NS,0.4991743,4.605170186
1,1,774923,NS,0.3061531,4.605170186
0,1,226966,NS,0.4346547,4.605170186
1,1,816376,NS,0.2645395,4.605170186
1,1,589430,NS,0.3726345,4.605170186
0,1,824806,NS,0.4713096,4.605170186
1,1,903227,NS,0.4696617,4.605170186
0,1,450455,NS,0.3430526,4.605170186
1,1,770313,NS,0.277607,4.605170186
1,1,389951,NS,0.3462323,4.605170186
0,1,572388,NS,0.3527326,4.605170186
0,1,177498,NS,0.1839923,4.605170186
1,1,483701,NS,0.2193692,4.605170186
1,1,435054,NS,0.5917063,4.605170186
1,1,184040,NS,0.3953275,4.605170186
0,1,950891,NS,0.264055,4.605170186
1,1,331082,NS,0.3325417,4.605170186
0,1,981309,NS,0.216293,4.605170186
1,1,583510,NS,0.6106042,4.605170186
1,1,927270,NS,0.3220096,4.605170186
1,1,981309,NS,0.1666625,4.605170186
