trials.thisRepN,resp_Q.corr,Participant,Group,targetOnset.rt,FreqBNCSpoken.log
0,1,917009,L2,0.4320881,4.025351691
1,0,901980,L2,0.3363588,4.025351691
1,1,917009,L2,0.179392,4.025351691
0,1,716031,L2,0.6349289,4.025351691
1,1,544005,L2,0.5619129,4.025351691
1,1,3121,L2,0.4879554,4.025351691
0,1,187490,L2,0.5190392,4.025351691
1,1,702640,L2,0.4531242,4.025351691
1,1,376188,L2,0.8280342,4.025351691
0,1,774770,L2,0.5418407,4.025351691
0,1,216249,L2,0.3339292,4.025351691
0,1,514305,L2,0.4089752,4.025351691
1,1,373596,L2,0.4375013,4.025351691
1,1,862825,L2,0.323559,4.025351691
0,1,248930,L2,-0.5508467,4.025351691
0,1,447513,L2,0.488582,4.025351691
1,1,864280,L2,0.3765038,4.025351691
1,1,964675,L2,0.3282273,4.025351691
0,1,792988,L2,0.6523277,4.025351691
0,1,964675,L2,0.3839363,4.025351691
0,1,862825,L2,0.3335623,4.025351691
1,1,251621,L2,0.5631597,4.025351691
1,1,586804,L2,0.7053496,4.025351691
0,1,617211,L2,0.3672406,4.025351691
0,1,251621,L2,0.7207241,4.025351691
1,1,792988,L2,0.454553,4.025351691
1,1,316397,L2,0.2435503,4.025351691
0,1,922683,L2,0.3764741,4.025351691
1,1,187490,L2,0.4426113,4.025351691
1,1,452163,L2,0.1501701,4.025351691
1,1,69771,L2,0.624969,4.025351691
1,1,514305,L2,0.3054379,4.025351691
1,1,617211,L2,0.601393,4.025351691
0,1,752128,L2,0.4772719,4.025351691
1,1,871398,L2,0.448749,4.025351691
0,1,697760,L2,0.711845,4.025351691
0,1,379265,L2,0.813785,4.025351691
1,1,735448,L2,0.3326728,4.025351691
1,1,336257,L2,0.5064349,4.025351691
0,1,735448,L2,0.4794996,4.025351691
1,0,154393,L2,0.2775342,4.025351691
1,1,767065,L2,0.6995787,4.025351691
1,1,886168,L2,0.4306066,4.025351691
0,1,183117,L2,0.4166984,4.025351691
0,0,901980,L2,0.7651932,4.025351691
0,1,501349,L2,0.9130476,4.025351691
1,1,306328,L2,0.6240933,4.025351691
0,1,302458,L2,0.5250346,4.025351691
0,1,69771,L2,0.7856207,4.025351691
1,1,183117,L2,1.0487011,4.025351691
1,1,248930,L2,-0.6321898,4.025351691
0,1,607827,L2,0.3306266,4.025351691
0,1,336257,L2,0.6081733,4.025351691
0,1,700064,L2,0.3926464,4.025351691
1,1,716031,L2,0.3865117,4.025351691
1,1,843976,L2,0.4006761,4.025351691
1,1,85913,L2,0.3924348,4.025351691
1,1,631538,L2,0.3909062,4.025351691
0,1,85913,L2,0.4430606,4.025351691
1,1,447513,L2,0.4275307,4.025351691
1,1,783049,L2,0.3623969,4.025351691
0,1,572187,L2,0.3481592,4.025351691
0,1,767065,L2,0.5317867,4.025351691
1,1,108486,L2,0.3627952,4.025351691
0,1,108486,L2,0.3855306,4.025351691
0,1,147512,L2,0.2083826,4.025351691
1,1,607827,L2,0.3935928,4.025351691
1,1,697760,L2,0.4751506,4.025351691
1,1,302458,L2,0.2073839,4.025351691
0,1,911462,L2,0.7882281,4.025351691
1,1,216249,L2,0.1482361,4.025351691
0,0,173085,L2,0.6892837,4.025351691
0,1,586804,L2,0.3783125,4.025351691
1,1,572187,L2,0.3270604,4.025351691
1,1,959490,L2,0.4990354,4.025351691
1,1,717501,L2,0.4519197,4.025351691
1,1,331100,L2,0.5016753,4.025351691
1,1,379265,L2,0.6099219,4.025351691
0,1,697259,L2,0.5643219,4.025351691
0,1,702640,L2,0.6716847,4.025351691
0,0,154393,L2,0.5632341,4.025351691
1,1,697259,L2,0.4911655,4.025351691
1,1,159491,L2,0.3844967,4.025351691
0,1,929015,L2,0.3408512,4.025351691
0,1,631538,L2,0.7264419,4.025351691
0,1,373596,L2,0.4576342,4.025351691
1,1,648557,L2,0.4752582,4.025351691
0,1,331100,L2,0.3071892,4.025351691
0,1,864280,L2,0.9409356,4.025351691
1,1,774770,L2,0.4727894,4.025351691
0,1,15711,L2,0.5551496,4.025351691
1,1,922683,L2,0.519835,4.025351691
1,1,700064,L2,0.1572471,4.025351691
0,1,783049,L2,0.6075663,4.025351691
0,1,871398,L2,1.0254249,4.025351691
0,1,544005,L2,0.3210992,4.025351691
0,1,306328,L2,0.432527,4.025351691
1,1,790740,L2,0.4703765,4.025351691
1,1,173085,L2,0.3609143,4.025351691
1,1,672285,L2,0.3244427,4.025351691
1,1,501349,L2,0.5011561,4.025351691
0,1,159491,L2,0.4077055,4.025351691
0,1,376188,L2,-0.3381795,4.025351691
0,1,843976,L2,0.5239908,4.025351691
1,1,998663,L2,0.3063532,4.025351691
1,1,911462,L2,0.5174613,4.025351691
0,0,648557,L2,0.3521153,4.025351691
0,1,886168,L2,0.576727,4.025351691
1,1,929015,L2,0.8314646,4.025351691
1,1,15711,L2,0.2501248,4.025351691
0,1,959490,L2,0.6431951,4.025351691
1,1,716031,L2,0.5888591,4.025351691
1,1,85913,L2,0.405289,4.025351691
1,1,752128,L2,0.4290795,4.025351691
0,0,586804,L2,0.6834269,4.025351691
1,1,792988,L2,0.5393293,4.025351691
1,1,376188,L2,-0.1908848,4.025351691
1,1,672285,L2,0.3600445,4.025351691
0,1,187490,L2,0.8651055,4.025351691
1,1,911462,L2,0.5572085,4.025351691
1,1,248930,L2,-0.7786428,4.025351691
1,1,702640,L2,0.4578432,4.025351691
0,0,154393,L2,0.3720539,4.025351691
0,1,306328,L2,0.6536369,4.025351691
1,1,631538,L2,0.32074,4.025351691
0,1,447513,L2,0.6804803,4.025351691
1,1,147512,L2,0.492372,4.025351691
1,1,922683,L2,0.3394627,4.025351691
0,1,316397,L2,0.6025058,4.025351691
1,1,767065,L2,1.0884265,4.025351691
1,0,648557,L2,1.812808,4.025351691
0,1,501349,L2,0.5187203,4.025351691
1,1,843976,L2,0.4892945,4.025351691
0,1,173085,L2,0.4251755,4.025351691
0,1,752128,L2,0.5259595,4.025351691
0,1,183117,L2,0.7683602,4.025351691
1,1,617211,L2,0.6948919,4.025351691
0,1,302458,L2,0.4585895,4.025351691
1,1,447513,L2,0.7424034,4.025351691
1,1,717501,L2,0.7403627,4.025351691
0,1,767065,L2,0.577513,4.025351691
1,1,886168,L2,0.4891051,4.025351691
1,1,316397,L2,0.2782676,4.025351691
0,1,514305,L2,0.3529457,4.025351691
0,1,959490,L2,0.5134657,4.025351691
0,1,69771,L2,0.7033489,4.025351691
1,1,917009,L2,0.3586573,4.025351691
1,1,929015,L2,0.3406398,4.025351691
0,1,697760,L2,0.6333372,4.025351691
0,1,735448,L2,0.2602082,4.025351691
0,1,331100,L2,0.3499945,4.025351691
1,1,15711,L2,0.2960588,4.025351691
0,1,631538,L2,0.5540787,4.025351691
1,1,790740,L2,0.2676771,4.025351691
0,1,792988,L2,0.5373187,4.025351691
1,1,379265,L2,0.4444886,4.025351691
0,1,697259,L2,0.9667131,4.025351691
0,1,3121,L2,0.4780899,4.025351691
1,1,862825,L2,0.230638,4.025351691
1,1,735448,L2,0.1995843,4.025351691
0,1,85913,L2,0.6546574,4.025351691
0,1,717501,L2,0.512998,4.025351691
0,0,648557,L2,0.6377965,4.025351691
1,1,108486,L2,0.4394172,4.025351691
0,1,716031,L2,0.4926817,4.025351691
0,1,790740,L2,0.4382765,4.025351691
0,1,373596,L2,0.6104205,4.025351691
1,1,452163,L2,0.1660927,4.025351691
0,1,964675,L2,0.3230996,4.025351691
0,1,216249,L2,0.4146347,4.025351691
0,1,774770,L2,1.2733082,4.025351691
1,1,783049,L2,0.5701204,4.025351691
0,1,917009,L2,0.6234756,4.025351691
1,1,964675,L2,0.3406163,4.025351691
1,1,173085,L2,0.348644,4.025351691
1,1,331100,L2,0.2662922,4.025351691
1,1,514305,L2,0.5658963,4.025351691
0,0,886168,L2,0.9847565,4.025351691
1,1,3121,L2,0.5444915,4.025351691
1,1,69771,L2,0.6105314,4.025351691
0,1,871398,L2,0.4425315,4.025351691
0,1,702640,L2,0.7440742,4.025351691
1,1,700064,L2,0.2748563,4.025351691
0,1,376188,L2,-0.639606,4.025351691
1,1,187490,L2,0.3558798,4.025351691
0,0,901980,L2,0.4494085,4.025351691
1,0,901980,L2,0.3980378,4.025351691
0,1,15711,L2,0.398898,4.025351691
0,1,544005,L2,0.4661709,4.025351691
0,1,159491,L2,0.5223987,4.025351691
0,1,922683,L2,0.4621888,4.025351691
1,1,864280,L2,0.2269865,4.025351691
0,1,617211,L2,0.5063238,4.025351691
0,1,108486,L2,0.3903901,4.025351691
0,1,251621,L2,0.387222,4.025351691
1,1,586804,L2,0.4648889,4.025351691
1,1,774770,L2,0.8136535,4.025351691
1,1,336257,L2,0.4783313,4.025351691
1,1,306328,L2,0.6114341,4.025351691
1,1,572187,L2,0.3835253,4.025351691
1,1,871398,L2,0.3932175,4.025351691
0,1,572187,L2,0.4718492,4.025351691
1,1,697760,L2,0.6355812,4.025351691
0,1,336257,L2,0.6346105,4.025351691
0,1,843976,L2,0.7846703,4.025351691
0,1,862825,L2,0.3447439,4.025351691
1,1,544005,L2,0.4229357,4.025351691
0,1,998663,L2,0.3635139,4.025351691
0,1,864280,L2,0.3556401,4.025351691
0,1,147512,L2,0.5893775,4.025351691
0,1,607827,L2,1.7233769,4.025351691
1,1,697259,L2,0.5117712,4.025351691
1,1,251621,L2,0.4468412,4.025351691
0,1,783049,L2,0.6554488,4.025351691
0,1,700064,L2,0.3203927,4.025351691
0,1,672285,L2,0.6559571,4.025351691
1,1,159491,L2,0.3739805,4.025351691
0,1,379265,L2,0.3847126,4.025351691
1,1,373596,L2,0.3688802,4.025351691
1,1,216249,L2,0.3000941,4.025351691
1,1,302458,L2,0.2790245,4.025351691
1,1,998663,L2,0.2913858,4.025351691
0,1,452163,L2,0.4807923,4.025351691
1,1,183117,L2,0.4826045,4.025351691
0,1,911462,L2,0.6709697,4.025351691
0,1,929015,L2,0.5288945,4.025351691
1,1,501349,L2,0.3857564,4.025351691
1,1,607827,L2,0.4937224,4.025351691
1,0,154393,L2,0.3060129,4.025351691
1,1,959490,L2,0.5657087,4.025351691
0,1,379265,L2,-0.2851207,4.406719247
1,1,959490,L2,0.3026372,4.406719247
0,1,792988,L2,0.5575967,4.406719247
1,1,331100,L2,0.1234242,4.406719247
0,1,331100,L2,0.1795093,4.406719247
1,1,752128,L2,0.271441,4.406719247
1,1,306328,L2,0.2879693,4.406719247
1,1,15711,L2,0.1924644,4.406719247
1,1,922683,L2,0.1465973,4.406719247
0,1,302458,L2,0.3474979,4.406719247
1,1,702640,L2,0.2783008,4.406719247
1,1,792988,L2,0.3552857,4.406719247
0,1,886168,L2,0.4532718,4.406719247
0,1,251621,L2,0.33993,4.406719247
0,1,154393,L2,0.1559286,4.406719247
0,1,648557,L2,0.3747225,4.406719247
1,1,376188,L2,0.1547885,4.406719247
0,1,752128,L2,-0.5682577,4.406719247
0,1,964675,L2,0.262368,4.406719247
0,1,864280,L2,0.3494089,4.406719247
1,1,452163,L2,0.2803049,4.406719247
1,1,862825,L2,0.3193684,4.406719247
0,1,697259,L2,0.6227208,4.406719247
1,1,302458,L2,0.1583263,4.406719247
0,1,783049,L2,-1.7578097,4.406719247
1,1,700064,L2,0.196317,4.406719247
1,1,783049,L2,-1.5887701,4.406719247
0,1,717501,L2,0.4610362,4.406719247
0,1,929015,L2,0.2003307,4.406719247
1,1,735448,L2,0.0092872,4.406719247
0,1,187490,L2,0.2832,4.406719247
1,1,886168,L2,0.4525037,4.406719247
1,1,843976,L2,0.1694331,4.406719247
0,1,911462,L2,0.1824026,4.406719247
1,1,251621,L2,0.3070977,4.406719247
1,1,767065,L2,0.2255868,4.406719247
0,1,15711,L2,0.351905,4.406719247
0,1,69771,L2,-1.8611624,4.406719247
1,1,69771,L2,0.3434976,4.406719247
1,1,697760,L2,0.7353099,4.406719247
0,1,586804,L2,0.1880239,4.406719247
1,1,572187,L2,0.187042,4.406719247
1,1,85913,L2,0.2714528,4.406719247
0,1,316397,L2,0.2388889,4.406719247
1,1,717501,L2,0.3567848,4.406719247
0,1,917009,L2,0.2297988,4.406719247
0,1,631538,L2,0.3115733,4.406719247
0,1,514305,L2,0.215792,4.406719247
0,1,959490,L2,-0.8813556,4.406719247
1,1,911462,L2,0.302719,4.406719247
0,1,159491,L2,0.4654852,4.406719247
0,1,147512,L2,0.1679378,4.406719247
0,1,922683,L2,0.2234392,4.406719247
0,1,85913,L2,0.467635,4.406719247
1,1,159491,L2,0.1577939,4.406719247
0,1,376188,L2,-2.432566,4.406719247
1,1,447513,L2,0.4953254,4.406719247
0,1,306328,L2,0.3552721,4.406719247
1,1,373596,L2,0.5686769,4.406719247
0,1,901980,L2,0.3695485,4.406719247
1,1,108486,L2,0.3516285,4.406719247
0,1,672285,L2,0.3541838,4.406719247
0,1,998663,L2,0.2580219,4.406719247
1,1,901980,L2,0.1792673,4.406719247
0,1,452163,L2,-0.7847919,4.406719247
1,0,586804,L2,0.3600563,4.406719247
0,1,216249,L2,-1.8086178,4.406719247
1,1,998663,L2,0.0943354,4.406719247
0,1,607827,L2,0.2033576,4.406719247
1,1,316397,L2,0.3361666,4.406719247
1,1,154393,L2,0.1571168,4.406719247
0,1,544005,L2,0.3745918,4.406719247
0,1,173085,L2,0.404667,4.406719247
1,1,917009,L2,0.1753225,4.406719247
0,1,572187,L2,0.5354156,4.406719247
0,1,862825,L2,0.1327628,4.406719247
1,1,716031,L2,0.2631854,4.406719247
1,1,929015,L2,0.2872461,4.406719247
0,1,447513,L2,0.369579,4.406719247
0,1,3121,L2,-1.7705941,4.406719247
1,1,617211,L2,0.4591546,4.406719247
1,1,216249,L2,0.1806382,4.406719247
1,1,379265,L2,0.3190293,4.406719247
1,1,697259,L2,0.2952296,4.406719247
1,1,648557,L2,0.6777917,4.406719247
1,1,183117,L2,0.1956576,4.406719247
0,1,183117,L2,0.4740228,4.406719247
0,1,501349,L2,0.3879787,4.406719247
0,1,790740,L2,0.1318765,4.406719247
0,1,843976,L2,0.4096588,4.406719247
1,1,336257,L2,0.2487503,4.406719247
1,1,3121,L2,0.3804839,4.406719247
0,1,700064,L2,0.4484496,4.406719247
0,1,373596,L2,0.3046852,4.406719247
0,1,336257,L2,-1.5011135,4.406719247
1,1,501349,L2,0.2533421,4.406719247
0,1,767065,L2,0.2251123,4.406719247
1,1,672285,L2,0.2619837,4.406719247
1,1,631538,L2,0.180916,4.406719247
0,1,702640,L2,0.2480919,4.406719247
1,1,607827,L2,0.232829,4.406719247
1,1,173085,L2,0.3250593,4.406719247
0,1,735448,L2,0.353959,4.406719247
1,1,514305,L2,-1.7441192,4.406719247
0,1,248930,L2,-2.5142485,4.406719247
1,1,187490,L2,0.1956016,4.406719247
1,1,790740,L2,0.0910344,4.406719247
0,1,108486,L2,0.5630089,4.406719247
1,1,544005,L2,0.1221904,4.406719247
1,1,147512,L2,0.1584374,4.406719247
1,1,774770,L2,0.3522734,4.406719247
1,1,248930,L2,-2.4801321,4.406719247
1,1,964675,L2,0.2443889,4.406719247
0,1,617211,L2,0.5835398,4.406719247
1,1,864280,L2,0.1976654,4.406719247
0,1,697760,L2,0.351044,4.406719247
1,1,648557,L2,0.2880194,4.406719247
0,1,862825,L2,0.2046471,4.406719247
0,1,716031,L2,-1.5784729,4.406719247
0,1,843976,L2,0.3138536,4.406719247
0,1,917009,L2,0.2187978,4.406719247
1,1,3121,L2,0.2945551,4.406719247
1,1,331100,L2,0.120147,4.406719247
1,1,792988,L2,0.3463013,4.406719247
0,1,159491,L2,0.185238,4.406719247
0,1,998663,L2,0.2605889,4.406719247
0,1,452163,L2,0.3636699,4.406719247
0,1,572187,L2,0.3382941,4.406719247
1,1,717501,L2,0.2437087,4.406719247
1,1,697760,L2,0.524832,4.406719247
1,1,572187,L2,0.1695882,4.406719247
1,1,306328,L2,0.4387287,4.406719247
0,1,752128,L2,0.1796778,4.406719247
1,1,783049,L2,-1.2459877,4.406719247
1,1,752128,L2,0.0835958,4.406719247
0,1,767065,L2,0.3788417,4.406719247
0,1,617211,L2,0.3008164,4.406719247
1,1,173085,L2,0.1932324,4.406719247
1,1,69771,L2,0.2040411,4.406719247
0,1,154393,L2,0.3203116,4.406719247
1,1,901980,L2,0.3300468,4.406719247
1,1,15711,L2,0.2046527,4.406719247
0,1,306328,L2,0.3706868,4.406719247
0,1,911462,L2,0.3866059,4.406719247
1,1,544005,L2,0.2772813,4.406719247
0,1,790740,L2,0.3882996,4.406719247
1,1,697259,L2,0.4403422,4.406719247
0,1,607827,L2,0.3213219,4.406719247
0,1,15711,L2,0.171167,4.406719247
1,1,922683,L2,0.2356306,4.406719247
1,1,862825,L2,0.1720572,4.406719247
0,1,69771,L2,0.3540462,4.406719247
0,1,922683,L2,0.3048163,4.406719247
0,1,3121,L2,0.2317695,4.406719247
0,1,648557,L2,0.3811191,4.406719247
1,1,316397,L2,0.3268527,4.406719247
1,1,447513,L2,0.4353034,4.406719247
0,1,697760,L2,0.4366181,4.406719247
1,1,672285,L2,0.3533399,4.406719247
1,1,251621,L2,-1.1037612,4.406719247
0,1,331100,L2,0.324698,4.406719247
0,1,373596,L2,0.3422113,4.406719247
0,1,717501,L2,0.3405126,4.406719247
0,1,586804,L2,0.3199634,4.406719247
1,1,917009,L2,0.1548005,4.406719247
1,1,586804,L2,0.3043188,4.406719247
0,1,864280,L2,0.2809094,4.406719247
0,1,783049,L2,-1.1318465,4.406719247
0,1,697259,L2,0.4066279,4.406719247
1,1,85913,L2,0.1935108,4.406719247
0,1,85913,L2,0.3891421,4.406719247
0,1,959490,L2,-1.1337506,4.406719247
0,1,735448,L2,0.2996288,4.406719247
1,1,607827,L2,-0.7695467,4.406719247
0,1,379265,L2,-0.6155884,4.406719247
1,1,631538,L2,0.1826647,4.406719247
1,1,964675,L2,-0.6311505,4.406719247
1,1,373596,L2,0.3105546,4.406719247
1,1,452163,L2,0.2062695,4.406719247
1,1,302458,L2,0.1234484,4.406719247
1,1,767065,L2,0.1806922,4.406719247
1,1,187490,L2,0.2108241,4.406719247
0,1,901980,L2,0.511254,4.406719247
1,1,959490,L2,0.3640117,4.406719247
1,1,617211,L2,0.3176713,4.406719247
1,1,216249,L2,0.0242238,4.406719247
1,1,843976,L2,0.247899,4.406719247
1,1,886168,L2,-1.4625621,4.406719247
0,1,774770,L2,0.5205235,4.406719247
0,1,514305,L2,0.3621746,4.406719247
1,1,716031,L2,0.4768731,4.406719247
1,1,108486,L2,0.2688692,4.406719247
0,1,702640,L2,0.7589261,4.406719247
0,1,871398,L2,0.3784021,4.406719247
1,1,379265,L2,0.3108237,4.406719247
0,1,700064,L2,0.4302135,4.406719247
1,1,700064,L2,0.2182845,4.406719247
1,1,998663,L2,0.26225,4.406719247
1,1,871398,L2,0.7107636,4.406719247
1,1,154393,L2,0.1580519,4.406719247
0,1,964675,L2,0.3385306,4.406719247
0,1,251621,L2,0.4840873,4.406719247
1,1,864280,L2,0.2045156,4.406719247
0,1,302458,L2,0.2930525,4.406719247
1,1,336257,L2,0.2718987,4.406719247
0,1,544005,L2,0.308081,4.406719247
1,1,183117,L2,0.2589783,4.406719247
1,1,501349,L2,0.2490863,4.406719247
0,1,147512,L2,0.4355565,4.406719247
1,1,911462,L2,0.2922512,4.406719247
1,1,790740,L2,0.1576442,4.406719247
0,1,248930,L2,-2.2999116,4.406719247
0,1,672285,L2,0.2134388,4.406719247
0,1,886168,L2,0.3765104,4.406719247
0,1,792988,L2,0.3339913,4.406719247
1,1,248930,L2,-2.3185769,4.406719247
1,1,735448,L2,0.2002621,4.406719247
1,1,702640,L2,0.3580517,4.406719247
0,1,187490,L2,0.1987919,4.406719247
1,1,514305,L2,0.2934369,4.406719247
1,1,774770,L2,-0.1654226,4.406719247
0,1,447513,L2,0.4283209,4.406719247
1,1,929015,L2,0.2539413,4.406719247
1,1,376188,L2,0.4003469,4.406719247
1,1,159491,L2,0.2242851,4.406719247
1,1,147512,L2,0.2830888,4.406719247
0,1,336257,L2,0.3962384,4.406719247
0,1,376188,L2,-1.8997385,4.406719247
0,1,501349,L2,0.3242579,4.406719247
0,1,929015,L2,0.3275603,4.406719247
0,1,173085,L2,-0.9661316,4.406719247
0,1,216249,L2,0.1944049,4.406719247
0,1,331100,L2,0.3277521,3.610917913
0,1,147512,L2,0.8420215,3.610917913
1,1,336257,L2,0.4323362,3.610917913
0,1,843976,L2,0.4664275,3.610917913
0,1,501349,L2,0.5696598,3.610917913
0,1,154393,L2,0.3734145,3.610917913
1,1,302458,L2,0.1387807,3.610917913
0,1,302458,L2,0.4102195,3.610917913
0,1,316397,L2,0.4485365,3.610917913
0,1,911462,L2,0.0002913,3.610917913
1,1,452163,L2,0.1007673,3.610917913
0,1,752128,L2,0.3865341,3.610917913
0,1,306328,L2,0.317396,3.610917913
1,1,774770,L2,0.5563236,3.610917913
0,1,572187,L2,0.4344729,3.610917913
0,0,767065,L2,0.4526544,3.610917913
1,1,886168,L2,0.6071304,3.610917913
1,1,631538,L2,0.3028893,3.610917913
0,1,697760,L2,0.6290575,3.610917913
0,1,700064,L2,0.1420618,3.610917913
0,1,702640,L2,0.3620592,3.610917913
1,1,672285,L2,0.4403764,3.610917913
0,1,3121,L2,0.4641324,3.610917913
1,1,871398,L2,0.037818,3.610917913
1,1,69771,L2,0.3780671,3.610917913
1,1,648557,L2,0.4136757,3.610917913
1,1,716031,L2,0.3300246,3.610917913
1,1,862825,L2,0.2451972,3.610917913
0,1,929015,L2,0.5203638,3.610917913
0,1,917009,L2,0.3142366,3.610917913
1,1,586804,L2,0.3283728,3.610917913
0,1,774770,L2,0.6937398,3.610917913
0,1,183117,L2,0.4730487,3.610917913
1,1,792988,L2,0.3342483,3.610917913
1,1,514305,L2,0.5721958,3.610917913
1,1,901980,L2,0.3776676,3.610917913
1,1,752128,L2,0.1850611,3.610917913
1,1,251621,L2,0.3255573,3.610917913
0,1,901980,L2,0.4756951,3.610917913
1,1,447513,L2,0.4665497,3.610917913
1,1,843976,L2,0.4764542,3.610917913
0,1,964675,L2,0.4879013,3.610917913
1,1,154393,L2,0.2165647,3.610917913
0,1,998663,L2,0.2835328,3.610917913
0,1,173085,L2,0.425119,3.610917913
0,1,69771,L2,0.4861544,3.610917913
0,1,864280,L2,0.4435738,3.610917913
0,1,959490,L2,0.5963384,3.610917913
0,1,790740,L2,0.2892969,3.610917913
1,1,607827,L2,0.2889284,3.610917913
0,1,251621,L2,0.3946221,3.610917913
0,1,248930,L2,-1.3828127,3.610917913
1,1,702640,L2,0.5434996,3.610917913
0,1,862825,L2,0.4400751,3.610917913
1,1,998663,L2,0.2984895,3.610917913
1,1,331100,L2,0.1852091,3.610917913
1,1,544005,L2,0.2587991,3.610917913
1,1,108486,L2,0.7835403,3.610917913
1,1,3121,L2,0.3318248,3.610917913
1,1,501349,L2,0.3798797,3.610917913
0,1,379265,L2,0.5853177,3.610917913
0,1,697259,L2,0.4240364,3.610917913
1,1,216249,L2,0.068289,3.610917913
0,0,716031,L2,0.6699903,3.610917913
1,1,85913,L2,0.2000403,3.610917913
0,1,792988,L2,0.3973093,3.610917913
0,1,108486,L2,0.5267188,3.610917913
1,1,959490,L2,0.3163838,3.610917913
0,0,336257,L2,0.5705202,3.610917913
1,1,316397,L2,0.2398971,3.610917913
0,1,672285,L2,0.2900916,3.610917913
1,1,617211,L2,0.5097716,3.610917913
1,1,15711,L2,0.3825889,3.610917913
1,1,183117,L2,0.2577684,3.610917913
1,1,306328,L2,0.3143579,3.610917913
1,1,376188,L2,0.5385556,3.610917913
1,1,917009,L2,0.2672811,3.610917913
0,1,871398,L2,0.4811286,3.610917913
0,1,886168,L2,0.8992915,3.610917913
0,1,187490,L2,0.4760209,3.610917913
0,1,376188,L2,-0.7389276,3.610917913
1,1,783049,L2,0.4223157,3.610917913
1,1,147512,L2,0.1767892,3.610917913
1,1,572187,L2,0.2896754,3.610917913
1,1,697760,L2,0.3953972,3.610917913
1,1,964675,L2,0.2505789,3.610917913
0,1,586804,L2,0.4443637,3.610917913
1,1,790740,L2,0.3499854,3.610917913
0,1,607827,L2,0.7070855,3.610917913
0,1,447513,L2,0.4428809,3.610917913
0,1,514305,L2,0.3702388,3.610917913
1,1,248930,L2,-1.176589,3.610917913
1,1,697259,L2,0.4666622,3.610917913
0,1,717501,L2,0.6338618,3.610917913
1,1,700064,L2,0.0884364,3.610917913
1,1,929015,L2,0.2468081,3.610917913
1,1,911462,L2,0.3629212,3.610917913
0,1,373596,L2,0.3906988,3.610917913
0,1,783049,L2,0.8613369,3.610917913
1,1,735448,L2,0.2652864,3.610917913
0,1,617211,L2,0.5572638,3.610917913
0,1,216249,L2,0.2705433,3.610917913
0,1,631538,L2,0.37966,3.610917913
0,1,15711,L2,0.2469306,3.610917913
1,1,159491,L2,0.4441627,3.610917913
0,1,648557,L2,0.3396421,3.610917913
1,1,922683,L2,0.5840274,3.610917913
1,1,864280,L2,0.1097132,3.610917913
0,1,922683,L2,0.6684551,3.610917913
1,1,173085,L2,0.3734887,3.610917913
0,1,85913,L2,0.4114583,3.610917913
1,1,187490,L2,0.6034356,3.610917913
0,1,159491,L2,0.5132491,3.610917913
0,1,452163,L2,0.482661,3.610917913
0,1,544005,L2,1.0690966,3.610917913
1,1,717501,L2,0.4584418,3.610917913
1,1,379265,L2,0.4633575,3.610917913
1,1,373596,L2,0.4092752,3.610917913
1,1,767065,L2,0.2538679,3.610917913
0,1,617211,L2,0.6213566,3.610917913
0,1,331100,L2,0.2285768,3.610917913
0,1,783049,L2,0.4004279,3.610917913
0,1,173085,L2,0.3940414,3.610917913
1,1,886168,L2,0.4696562,3.610917913
1,1,187490,L2,0.2451402,3.610917913
0,1,586804,L2,0.653242,3.610917913
1,1,717501,L2,0.3957719,3.610917913
1,1,251621,L2,0.512068,3.610917913
1,1,108486,L2,0.2912194,3.610917913
0,1,3121,L2,0.3337225,3.610917913
0,1,607827,L2,0.5666047,3.610917913
1,1,871398,L2,0.8629061,3.610917913
0,1,774770,L2,0.5151177,3.610917913
1,1,929015,L2,0.2181361,3.610917913
0,1,187490,L2,0.3304078,3.610917913
1,1,922683,L2,0.4071829,3.610917913
1,1,843976,L2,0.5054784,3.610917913
1,1,147512,L2,0.3766733,3.610917913
1,1,862825,L2,0.2676594,3.610917913
0,1,648557,L2,0.4555905,3.610917913
0,1,964675,L2,0.1671516,3.610917913
0,1,154393,L2,0.3760131,3.610917913
0,1,376188,L2,-0.7245813,3.610917913
0,1,379265,L2,0.3548309,3.610917913
0,1,251621,L2,0.554082,3.610917913
0,1,716031,L2,0.5675498,3.610917913
0,1,697259,L2,0.4804575,3.610917913
1,1,672285,L2,0.3571495,3.610917913
1,1,514305,L2,0.8894055,3.610917913
0,1,717501,L2,0.6426082,3.610917913
1,1,183117,L2,0.3366983,3.610917913
0,1,147512,L2,0.406428,3.610917913
1,1,69771,L2,0.3287733,3.610917913
1,1,700064,L2,0.0719239,3.610917913
1,1,154393,L2,0.144803,3.610917913
1,1,901980,L2,0.4655194,3.610917913
0,1,336257,L2,0.3925865,3.610917913
1,1,302458,L2,0.2685487,3.610917913
1,1,572187,L2,0.1338264,3.610917913
0,1,15711,L2,0.4415425,3.610917913
0,1,452163,L2,0.5598025,3.610917913
1,1,790740,L2,0.3513559,3.610917913
1,1,248930,L2,-1.0416875,3.610917913
0,1,752128,L2,0.4089997,3.610917913
1,1,752128,L2,0.0799221,3.610917913
1,1,544005,L2,0.3865113,3.610917913
0,1,108486,L2,0.4686605,3.610917913
1,1,216249,L2,0.2240207,3.610917913
0,1,702640,L2,0.4668346,3.610917913
1,1,373596,L2,0.3017876,3.610917913
1,1,607827,L2,0.2892279,3.610917913
1,1,306328,L2,0.3903764,3.610917913
0,1,514305,L2,0.6867978,3.610917913
