Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
pa2,p,pa,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,47,241,1,0.033496065,28,26,208789.9,227587.8929
pa3,p,pa,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,241,1,0.033496065,28,26,208789.9,227587.8929
pa4,p,pa,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,183,241,1,0.033496065,28,26,208789.9,227587.8929
pi1,p,pi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,56,265,1,0.070284649,29,22,315585.143,338028.9
pi2,p,pi,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,54,265,1,0.070284649,29,22,315585.143,338028.9
pi3,p,pi,3,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,265,1,0.070284649,29,22,315585.143,338028.9
pi4,p,pi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,155,265,1,0.070284649,29,22,315585.143,338028.9
pu1,p,pu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,8,143,0,0.054419489,29,24,66925.987,73096.667
pu2,p,pu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,7,143,0,0.054419489,29,24,66925.987,73096.667
pu3,p,pu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,121,143,0,0.054419489,29,24,66925.987,73096.667
pu4,p,pu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,7,143,0,0.054419489,29,24,66925.987,73096.667
pai1,p,pai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,94,411,1,0.090677021,26,24,79011.565,71527.25
pai2,p,pai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,253,411,1,0.090677021,26,24,79011.565,71527.25
pai3,p,pai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,411,1,0.090677021,26,24,79011.565,71527.25
pai4,p,pai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,64,411,1,0.090677021,26,24,79011.565,71527.25
pao1,p,pao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,5,414,0,0.031663938,26,24,49090.75,56784.714
pao2,p,pao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,4,414,0,0.031663938,26,24,49090.75,56784.714
pao3,p,pao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,335,414,0,0.031663938,26,24,49090.75,56784.714
pao4,p,pao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,70,414,0,0.031663938,26,24,49090.75,56784.714
pei1,p,pei,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,129,2,0.070377583,21,15,43821.078,59186.833
pei2,p,pei,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,77,129,2,0.070377583,21,15,43821.078,59186.833
pei3,p,pei,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,129,2,0.070377583,21,15,43821.078,59186.833
pei4,p,pei,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,52,129,2,0.070377583,21,15,43821.078,59186.833
pou1,p,pou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,3,3,0.002615428,25,18,140741.174,150193.176
pou2,p,pou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,3,3,0.002615428,25,18,140741.174,150193.176
pou3,p,pou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,3,3,3,0.002615428,25,18,140741.174,150193.176
pou4,p,pou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,3,3,0.002615428,25,18,140741.174,150193.176
pan1,p,pan,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,48,2,0.053556531,26,28,25329.783,25296.76
pan2,p,pan,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,22,48,2,0.053556531,26,28,25329.783,25296.76
pan3,p,pan,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,48,2,0.053556531,26,28,25329.783,25296.76
pan4,p,pan,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,26,48,2,0.053556531,26,28,25329.783,25296.76
pang1,p,pang,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,286,1,0.026658779,26,27,25751,25328.708
pang2,p,pang,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,259,286,1,0.026658779,26,27,25751,25328.708
pang3,p,pang,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,286,1,0.026658779,26,27,25751,25328.708
pang4,p,pang,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,25,286,1,0.026658779,26,27,25751,25328.708
pen1,p,pen,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,5,7,2,0.006744352,19,19,81658.11765,81658.11765
pen2,p,pen,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,7,2,0.006744352,19,19,81658.11765,81658.11765
pen3,p,pen,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,7,2,0.006744352,19,19,81658.11765,81658.11765
pen4,p,pen,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,7,2,0.006744352,19,19,81658.11765,81658.11765
peng1,p,peng,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,551,0,0.080281691,22,22,15152.857,15152.857
peng2,p,peng,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,418,551,0,0.080281691,22,22,15152.857,15152.857
peng3,p,peng,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,551,0,0.080281691,22,22,15152.857,15152.857
peng4,p,peng,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,127,551,0,0.080281691,22,22,15152.857,15152.857
pin1,p,pin,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,62,221,0,0.144074237,21,19,18615.26667,20033.38095
pin2,p,pin,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,37,221,0,0.144074237,21,19,18615.26667,20033.38095
pin3,p,pin,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,114,221,0,0.144074237,21,19,18615.26667,20033.38095
pin4,p,pin,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,8,221,0,0.144074237,21,19,18615.26667,20033.38095
qia1,q,qia,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2,17,2,0.008762348,28,26,42827.775,43689.68182
qia2,q,qia,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,17,2,0.008762348,28,26,42827.775,43689.68182
qia3,q,qia,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,17,2,0.008762348,28,26,42827.775,43689.68182
qia4,q,qia,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,15,17,2,0.008762348,28,26,42827.775,43689.68182
qie1,q,qie,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,19,653,1,0.118796192,29,26,126939.473,127169.2
qie2,q,qie,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,653,1,0.118796192,29,26,126939.473,127169.2
qie3,q,qie,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,579,653,1,0.118796192,29,26,126939.473,127169.2
qie4,q,qie,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,55,653,1,0.118796192,29,26,126939.473,127169.2
que1,q,que,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,42,42,3,0.16214326,16,16,101882.95,101882.95
que2,q,que,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,42,3,0.16214326,16,16,101882.95,101882.95
que3,q,que,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,42,3,0.16214326,16,16,101882.95,101882.95
que4,q,que,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,42,3,0.16214326,16,16,101882.95,101882.95
qiao1,q,qiao,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,12,230,0,0.047595479,30,23,174779.425,159709.7404
qiao2,q,qiao,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,177,230,0,0.047595479,30,23,174779.425,159709.7404
qiao3,q,qiao,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,32,230,0,0.047595479,30,23,174779.425,159709.7404
qiao4,q,qiao,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,9,230,0,0.047595479,30,23,174779.425,159709.7404
qiu1,q,qiu,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,29,281,1,0.16457282,28,17,208514.985,368415.545
qiu2,q,qiu,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,251,281,1,0.16457282,28,17,208514.985,368415.545
qiu3,q,qiu,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1,281,1,0.16457282,28,17,208514.985,368415.545
qiu4,q,qiu,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,281,1,0.16457282,28,17,208514.985,368415.545
qian1,q,qian,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,258,2462,0,0.394637549,28,27,27350.554,28583.771
qian2,q,qian,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2158,2462,0,0.394637549,28,27,27350.554,28583.771
qian3,q,qian,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,25,2462,0,0.394637549,28,27,27350.554,28583.771
qian4,q,qian,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,21,2462,0,0.394637549,28,27,27350.554,28583.771
qiang1,q,qiang,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,23,222,1,0.096199956,16,17,67824.567,63149.4
qiang2,q,qiang,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,190,222,1,0.096199956,16,17,67824.567,63149.4
qiang3,q,qiang,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,9,222,1,0.096199956,16,17,67824.567,63149.4
qiang4,q,qiang,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,222,1,0.096199956,16,17,67824.567,63149.4
qing1,q,qing,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,602,1832,0,0.398381462,30,26,44112.178,44654
qing2,q,qing,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,723,1832,0,0.398381462,30,26,44112.178,44654
qing3,q,qing,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,132,1832,0,0.398381462,30,26,44112.178,44654
qing4,q,qing,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,375,1832,0,0.398381462,30,26,44112.178,44654
qiong1,q,qiong,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,16,3,0.008921663,17,18,50869.821,52748.875
qiong2,q,qiong,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,16,16,3,0.008921663,17,18,50869.821,52748.875
qiong3,q,qiong,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,16,3,0.008921663,17,18,50869.821,52748.875
qiong4,q,qiong,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,16,3,0.008921663,17,18,50869.821,52748.875
quan1,q,quan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,66,657,1,0.248638252,16,13,30925.286,37867.933
quan2,q,quan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,535,657,1,0.248638252,16,13,30925.286,37867.933
quan3,q,quan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,657,1,0.248638252,16,13,30925.286,37867.933
quan4,q,quan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,56,657,1,0.248638252,16,13,30925.286,37867.933
qi1,q,qi,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,293,4115,0,0.894595862,32,27,352427.987,359995.248
qi2,q,qi,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,2611,4115,0,0.894595862,32,27,352427.987,359995.248
qi3,q,qi,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,664,4115,0,0.894595862,32,27,352427.987,359995.248
qi4,q,qi,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,547,4115,0,0.894595862,32,27,352427.987,359995.248
qu1,q,qu,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,333,5817,0,0.449043762,17,16,43074.233,43898.222
qu2,q,qu,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,60,5817,0,0.449043762,17,16,43074.233,43898.222
qu3,q,qu,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,118,5817,0,0.449043762,17,16,43074.233,43898.222
qu4,q,qu,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,5240,5817,0,0.449043762,17,16,43074.233,43898.222
qin1,q,qin,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,159,212,3,0.093172963,29,24,46729.414,52373.2
qin2,q,qin,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,43,212,3,0.093172963,29,24,46729.414,52373.2
qin3,q,qin,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,10,212,3,0.093172963,29,24,46729.414,52373.2
qin4,q,qin,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,212,3,0.093172963,29,24,46729.414,52373.2
qun1,q,qun,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,36,3,0.032075503,16,13,93472.65,95271.917
qun2,q,qun,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,36,36,3,0.032075503,16,13,93472.65,95271.917
qun3,q,qun,3,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,36,3,0.032075503,16,13,93472.65,95271.917
qun4,q,qun,4,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,36,3,0.032075503,16,13,93472.65,95271.917
ruo1,r,ruo,1,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,46,3,0.042630149,24,23,883498.7273,885181.3095
ruo2,r,ruo,2,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,46,3,0.042630149,24,23,883498.7273,885181.3095
ruo3,r,ruo,3,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,46,3,0.042630149,24,23,883498.7273,885181.3095
ruo4,r,ruo,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,46,46,3,0.042630149,24,23,883498.7273,885181.3095
rui1,r,rui,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,15,3,0.01193538,22,16,76529.63158,124385.2857
rui2,r,rui,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,15,3,0.01193538,22,16,76529.63158,124385.2857
rui3,r,rui,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,15,3,0.01193538,22,16,76529.63158,124385.2857
rui4,r,rui,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,15,15,3,0.01193538,22,16,76529.63158,124385.2857
ruan1,r,ruan,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,29,3,0.028530735,25,23,26882.87059,26859.47059
ruan2,r,ruan,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,29,3,0.028530735,25,23,26882.87059,26859.47059
ruan3,r,ruan,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,29,29,3,0.028530735,25,23,26882.87059,26859.47059
ruan4,r,ruan,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,29,3,0.028530735,25,23,26882.87059,26859.47059
run1,r,run,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,6,3,0,22,21,21422.579,22003.111
run2,r,run,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,6,3,0,22,21,21422.579,22003.111
run3,r,run,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,6,3,0,22,21,21422.579,22003.111
run4,r,run,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,6,6,3,0,22,21,21422.579,22003.111
re1,r,re,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,119,2,0.051923548,24,20,260215,310762.979
re2,r,re,2,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,119,2,0.051923548,24,20,260215,310762.979
re3,r,re,3,voiced,CV,CV,CV,CV/CGV,open,N,N,4,119,2,0.051923548,24,20,260215,310762.979
re4,r,re,4,voiced,CV,CV,CV,CV/CGV,open,N,N,115,119,2,0.051923548,24,20,260215,310762.979
ri1,r,ri,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,507,3,0.22981248,14,12,140354.7,174912.375
ri2,r,ri,2,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,507,3,0.22981248,14,12,140354.7,174912.375
ri3,r,ri,3,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,507,3,0.22981248,14,12,140354.7,174912.375
ri4,r,ri,4,voiced,CV,CV,CV,CV/CGV,open,N,N,507,507,3,0.22981248,14,12,140354.7,174912.375
ru1,r,ru,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,1349,1,0.388158723,32,29,67407.32065,70786.80952
ru2,r,ru,2,voiced,CV,CV,CV,CV/CGV,open,N,N,1191,1349,1,0.388158723,32,29,67407.32065,70786.80952
ru3,r,ru,3,voiced,CV,CV,CV,CV/CGV,open,N,N,5,1349,1,0.388158723,32,29,67407.32065,70786.80952
ru4,r,ru,4,voiced,CV,CV,CV,CV/CGV,open,N,N,153,1349,1,0.388158723,32,29,67407.32065,70786.80952
rao1,r,rao,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,82,1,0.017206064,23,21,48452.409,58404.55
rao2,r,rao,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,2,82,1,0.017206064,23,21,48452.409,58404.55
rao3,r,rao,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,10,82,1,0.017206064,23,21,48452.409,58404.55
rao4,r,rao,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,70,82,1,0.017206064,23,21,48452.409,58404.55
rou1,r,rou,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,29,2,0.020153399,24,21,142042.5,146992.2778
rou2,r,rou,2,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,29,2,0.020153399,24,21,142042.5,146992.2778
rou3,r,rou,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,1,29,2,0.020153399,24,21,142042.5,146992.2778
rou4,r,rou,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,28,29,2,0.020153399,24,21,142042.5,146992.2778
ran1,r,ran,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,5436,2,0.267477299,28,28,41074.5,39927.542
ran2,r,ran,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,5397,5436,2,0.267477299,28,28,41074.5,39927.542
ran3,r,ran,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,39,5436,2,0.267477299,28,28,41074.5,39927.542
ran4,r,ran,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,5436,2,0.267477299,28,28,41074.5,39927.542
rang1,r,rang,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,400,2,0.093770396,23,24,16370.682,15734.652
rang2,r,rang,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,400,2,0.093770396,23,24,16370.682,15734.652
rang3,r,rang,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,5,400,2,0.093770396,23,24,16370.682,15734.652
rang4,r,rang,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,395,400,2,0.093770396,23,24,16370.682,15734.652
ren1,r,ren,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,4120,1,1.134591252,31,27,51651.899,53481.029
ren2,r,ren,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,3743,4120,1,1.134591252,31,27,51651.899,53481.029
ren3,r,ren,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,13,4120,1,1.134591252,31,27,51651.899,53481.029
ren4,r,ren,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,364,4120,1,1.134591252,31,27,51651.899,53481.029
rong1,r,rong,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,241,3,0.109927634,19,20,26970.383,25547.812
rong2,r,rong,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,241,241,3,0.109927634,19,20,26970.383,25547.812
rong3,r,rong,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,241,3,0.109927634,19,20,26970.383,25547.812
rong4,r,rong,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,241,3,0.109927634,19,20,26970.383,25547.812
suo1,s,suo,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,19,2863,2,0.37148371,26,25,893926.2619,895102.8667
suo2,s,suo,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,2863,2,0.37148371,26,25,893926.2619,895102.8667
suo3,s,suo,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,2844,2863,2,0.37148371,26,25,893926.2619,895102.8667
suo4,s,suo,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,2863,2,0.37148371,26,25,893926.2619,895102.8667
sui1,s,sui,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,151,460,1,0.141591572,30,27,9261.075,10092.412
sui2,s,sui,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,93,460,1,0.141591572,30,27,9261.075,10092.412
sui3,s,sui,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,460,1,0.141591572,30,27,9261.075,10092.412
sui4,s,sui,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,216,460,1,0.141591572,30,27,9261.075,10092.412
suan1,s,suan,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,16,707,2,0.054724844,25,25,31769.078,31769.078
suan2,s,suan,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,707,2,0.054724844,25,25,31769.078,31769.078
suan3,s,suan,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,707,2,0.054724844,25,25,31769.078,31769.078
suan4,s,suan,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,691,707,2,0.054724844,25,25,31769.078,31769.078
sun1,s,sun,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,22,42,2,0,21,20,14133.16667,13536.70588
sun2,s,sun,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,42,2,0,21,20,14133.16667,13536.70588
sun3,s,sun,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,20,42,2,0,21,20,14133.16667,13536.70588
sun4,s,sun,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,42,2,0,21,20,14133.16667,13536.70588
sa1,s,sa,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,9,16,1,0.015201345,29,27,213683.2533,222678.4318
sa2,s,sa,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,16,1,0.015201345,29,27,213683.2533,222678.4318
sa3,s,sa,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,5,16,1,0.015201345,29,27,213683.2533,222678.4318
sa4,s,sa,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,2,16,1,0.015201345,29,27,213683.2533,222678.4318
se1,s,se,1,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,218,3,0.094500591,27,22,194706.3714,233583.5147
se2,s,se,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,218,3,0.094500591,27,22,194706.3714,233583.5147
se3,s,se,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,218,3,0.094500591,27,22,194706.3714,233583.5147
se4,s,se,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,218,218,3,0.094500591,27,22,194706.3714,233583.5147
si1,s,si,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,735,1488,1,0.413808504,19,15,114520.798,151636.611
si2,s,si,2,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,1488,1,0.413808504,19,15,114520.798,151636.611
si3,s,si,3,voiceless,CV,CV,CV,CV/CGV,open,N,N,164,1488,1,0.413808504,19,15,114520.798,151636.611
si4,s,si,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,589,1488,1,0.413808504,19,15,114520.798,151636.611
su1,s,su,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,44,318,1,0.156646878,32,28,72780.413,76141.718
su2,s,su,2,voiceless,CV,CV,CV,CV/CGV,open,N,N,18,318,1,0.156646878,32,28,72780.413,76141.718
su3,s,su,3,voiceless,CV,CV,CV,CV/CGV,open,Y,Y,0,318,1,0.156646878,32,28,72780.413,76141.718
su4,s,su,4,voiceless,CV,CV,CV,CV/CGV,open,N,N,256,318,1,0.156646878,32,28,72780.413,76141.718
sai1,s,sai,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,76,147,2,0.049095699,25,22,81129.957,72210.684
sai2,s,sai,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,147,2,0.049095699,25,22,81129.957,72210.684
sai3,s,sai,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,147,2,0.049095699,25,22,81129.957,72210.684
sai4,s,sai,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,71,147,2,0.049095699,25,22,81129.957,72210.684
sao1,s,sao,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,8,34,2,0.012931101,25,23,46889.917,50912
sao2,s,sao,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,34,2,0.012931101,25,23,46889.917,50912
sao3,s,sao,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,26,34,2,0.012931101,25,23,46889.917,50912
sao4,s,sao,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,34,2,0.012931101,25,23,46889.917,50912
sou1,s,sou,1,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,24,25,2,0.009280123,24,19,141283.4348,147674.6667
sou2,s,sou,2,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,25,2,0.009280123,24,19,141283.4348,147674.6667
sou3,s,sou,3,voiceless,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,25,2,0.009280123,24,19,141283.4348,147674.6667
sou4,s,sou,4,voiceless,CV,CVG,CVG,CVG/CGVG,open,N,N,1,25,2,0.009280123,24,19,141283.4348,147674.6667
san1,s,san,1,voiceless,CVN,CVN,CVN,CVN/CGVN,close,N,N,965,1006,1,0.22659962,30,32,24927.53,23796.08
san2,s,san,2,voiceless,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,1006,1,0.22659962,30,32,24927.53,23796.08
