LanguageName,InventoryID,ISO6393,Glottocode,Source,name,isocodes,level,macroarea,latitude,longitude,SegmentN
Kukata,2937,ktd,koka1244,er,Kokata,ktd,language,Australia,-29.94,135.55,23
Kukatj,2828,ggd,guga1239,er,Gugadj,ggd,language,Australia,-17.8372,141.168,23
Kukatja,2959,kux,kuka1246,er,Kukatja,kux,language,Australia,-20.3321,127.666,23
Kuku Yalanji,2887,gvn,kuku1273,er,Kuku-Yalanji,gvn,language,Australia,-16.0036,145.188,16
Kulango,1607,nku,boun1243,gm,Bouna Kulango,nku,language,Africa,8.46011,-2.74627,46
Kulina,1848,cul,culi1244,saphon,Culina,cul,language,South America,-8.55268,-70.6648,21
KULLO,343,dwr,dawr1236,upsid,Dawro,dwr,language,Africa,6.95,37,29
Kulung,917,kle,kulu1253,ph,Kulung (Nepal),kle,language,Eurasia,27.1606,87.5717,43
Kumauni,1753,kfy,kuma1273,ra,Kumaoni,kfy,language,Eurasia,29.5622,80.0171,42
Kumyk,2355,kum,kumy1244,ea,Kumyk,kum,language,Eurasia,43,47,31
Kumzari,2221,zum,kumz1235,uz,Kumzari,zum,language,Eurasia,26.1602,56.4202,35
Kunama,2198,kun,kuna1268,uz,Kunama,kun,language,Africa,14.5879,37.5292,34
KUNAMA,433,kun,kuna1268,upsid,Kunama,kun,language,Africa,14.5879,37.5292,26
Kune,2658,gup,gune1238,er,Kune,NA,dialect,Australia,NA,NA,28
Kungarakany,2675,ggk,kung1259,er,Kungarakany,ggk,language,Australia,-12.7,130.881,22
Kungardutji,2759,xwk,wong1246,er,Wangkumara,xwk,dialect,Australia,NA,NA,30
Kungkari,2765,lku,kuun1236,er,Kuungkari of Barcoo River,lku,language,Australia,-24.75108713,143.5365228,25
Kunimaipa,58,kup,kuni1267,spa,Kunimaipa,kup,language,Papunesia,-8.09371,146.908,20
KUNIMAIPA,434,kup,kuni1267,upsid,Kunimaipa,kup,language,Papunesia,-8.09371,146.908,20
Kunindirri,2647,wrk,gara1269,er,Garrwa,wrk,language,Australia,-17.4504,137.72014,17
Kuninjku,2659,gup,mura1269,er,Kuninjku,NA,dialect,Australia,NA,NA,27
Kunjen,46,kjn,kunj1245,spa,Kunjen,kjn,language,Australia,-16.6807,143.53,28
Kunwinjku,2660,gup,guma1252,er,Kunwinjku,NA,dialect,Australia,NA,NA,27
Kunza,2123,kuz,kunz1244,saphon,Kunza,kuz,language,South America,-23,-69,33
Kuo,1346,xuo,kuoo1238,gm,Kuo,xuo,language,Africa,7.97771,15.4843,56
Kuot,918,kto,kuot1243,ph,Kuot,kto,language,Papunesia,-3.06952,151.537,19
Kupang Malay,1687,mkn,kupa1239,gm,Kupang Malay,mkn,language,Papunesia,-10.2526,123.63,25
Kuranko,1622,knk,kura1250,gm,Kuranko,knk,language,Africa,9.49325,-10.6122,54
KURDISH,419,kmr,nort2641,upsid,Northern Kurdish,kmr,language,Eurasia,37,43,47
Kuria,758,kuj,kuri1259,aa,Kuria,kuj,language,Africa,-1.50636,34.5049,22
Kurrama,2840,vku,kurr1243,er,Kurrama,vku,language,Australia,-22.2134,117.51,27
Kurripako; Baniwa; Baniwa (Icana),1075,bwi,bani1255,ph,Baniwa do Icana,bwi,language,South America,2.17859,-67.7704,37
Kurtjar,2905,gdj,gurd1238,er,Gurdjar,gdj,language,Australia,-17.1653,141.145,28
Kurtoep,2439,xkz,kurt1248,ea,Kurtokha,xkz,language,Eurasia,27.5365,90.9822,45
Kuruáya,2094,kyr,kuru1309,saphon,Kuruáya,kyr,language,South America,-3.09561,-52.2303,28
Kurukh,7,kru,kuru1302,spa,Kurukh,kru,language,Eurasia,24.4644,86.4657,68
KURUKH,429,kru,kuru1302,upsid,Kurukh,kru,language,Eurasia,24.4644,86.4657,32
Kurux,1754,kru,kuru1302,ra,Kurukh,kru,language,Eurasia,24.4644,86.4657,56
Kusal,759,kus,kusa1250,aa,Kusaal,kus,language,Africa,10.9703,-0.38756,44
Kusunda,919,kgg,kusu1250,ph,Kusunda,kgg,language,Eurasia,28.33,82.6,38
Kuteb,1119,kub,kute1248,ph,Kutep,kub,language,Africa,7.07479,10.0916,46
Kuthant,2906,xut,kuth1240,er,Kuthant,xut,language,Australia,-17.4566,140.958,25
Kuugu Ya'u,2900,kuy,kuuk1238,er,Kuuku-Ya'u,kuy,language,Australia,-12.4947,143.165,21
Kuvi,920,kxv,kuvi1243,ph,Kuvi,kxv,language,Eurasia,18.8832,83.7552,121
Kuvi,2293,kxv,kuvi1243,ea,Kuvi,kxv,language,Eurasia,18.8832,83.7552,121
Kuvi,1755,kxv,kuvi1243,ra,Kuvi,kxv,language,Eurasia,18.8832,83.7552,121
KWAIO,436,kwd,kwai1243,upsid,Kwaio,kwd,language,Papunesia,-8.93744,160.965,21
Kwakiutl,71,kwk,kwak1269,spa,Kwak'wala,kwk,language,North America,50.9269,-127.308,55
KWAKW'ALA,437,kwk,kwak1269,upsid,Kwak'wala,kwk,language,North America,50.9269,-127.308,48
Kwama,1487,kmq,kwam1249,gm,Gwama,kmq,language,Africa,9.50836,34.2457,25
Kwambi,1503,kwm,kwam1251,gm,Kwambi,kwm,language,Africa,-18.0339,15.7294,37
Kwami,1604,ktf,kwam1250,gm,Kwami,ktf,language,Africa,-1.53712,27.4633,40
kwangari,1272,kwn,kwan1273,gm,Kwangali,kwn,language,Africa,-17.9026,19.256,27
Kwanja,1582,knp,kwan1276,gm,Kwanja,knp,language,Africa,6.30293,11.6931,43
Kwanyama,1501,kua,kuan1247,gm,Kuanyama,kua,language,Africa,-17.7176,16.58,33
Kwatay,1549,cwt,kuwa1246,gm,Kuwaataay,cwt,language,Africa,12.48255,-16.74835,34
Kwaza,921,xwa,kwaz1243,ph,Kwaza,xwa,language,South America,-11.6667,-61.1833,80
Kwaza,2124,xwa,kwaz1243,saphon,Kwaza,xwa,language,South America,-11.6667,-61.1833,80
kwezo,1291,kws,kwes1244,gm,Kwese,kws,language,Africa,-5.60445,18.5759,25
Kwini,3009,gww,kwin1241,er,Kwini,gww,language,Australia,-14.2515,126.562,28
KWOMA,418,kmo,kwom1262,upsid,Kwoma,kmo,language,Papunesia,-4.08721,142.664,31
Kyanga,1519,tye,kyen1242,gm,Kyenga,tye,language,Africa,11.5953,3.58651,37
Kyirong Tibetan,2393,kgy,kyer1238,ea,Kyerung,kgy,language,Eurasia,28.2922,85.4257,63
Laarim,1493,loh,nari1240,gm,Narim,loh,language,Africa,4.80331,33.3312,34
Labrang Tibetan,2502,scu,shum1243,ea,Shumcho,scu,language,Eurasia,31.6862,78.3865,50
Ladakhi,1756,lbj,lada1244,ra,Leh Ladakhi,lbj,language,Eurasia,33.468,80.6013,121
Ladakhi,922,lbj,lada1244,ph,Leh Ladakhi,lbj,language,Eurasia,33.468,80.6013,121
Ladji-Ladji,2779,llj,ladj1234,er,Ladji Ladji,llj,dialect,Australia,NA,NA,21
Lagwan,1406,kot,lagw1237,gm,Lagwan,kot,language,Africa,11.5592,14.9884,41
Lahu,23,lhu,lahu1253,spa,Lahu,lhu,language,Eurasia,21.2701,100.214,86
LAHU,443,lhu,lahu1253,upsid,Lahu,lhu,language,Eurasia,21.2701,100.214,35
LAI,287,cnh,haka1240,upsid,Haka Chin,cnh,language,Eurasia,22.8735,92.8208,52
Lak,3,lbe,lakk1252,spa,Lak,lbe,language,Eurasia,42.1328,47.0809,137
LAK,440,lbe,lakk1252,upsid,Lak,lbe,language,Eurasia,42.1328,47.0809,69
Lake Miwok; Miwok (Lake),1087,lmw,lake1258,ph,Lake Miwok,lmw,language,North America,39.0021,-122.621,39
Lakkia,26,lbc,lakk1238,spa,Lakkia,lbc,language,Eurasia,24.1169,110.106,59
LAKKIA,439,lbc,lakk1238,upsid,Lakkia,lbc,language,Eurasia,24.1169,110.106,55
Lama,760,las,lama1275,aa,Lama (Togo),las,language,Africa,8.66954,0.833293,53
Lamalama,2894,lby,lamu1254,er,Lamalama,lby,language,Australia,-14.559,143.977,29
Lamang,1404,hia,lama1288,gm,Lamang,hia,language,Africa,11.0243,13.7362,41
Lamani,1757,lmn,lamb1269,ra,Lambadi,lmn,language,Eurasia,16.5734,76.9717,48
LAME,446,lme,peve1243,upsid,Peve,lme,language,Africa,9.16111,14.441,38
Langi,923,lag,lang1320,ph,Langi,lag,language,Africa,-4.71413,35.9517,52
Lango,1579,lno,lang1322,gm,Lango (Sudan),lno,language,Africa,4.04948,33.0412,72
Lango,1445,laj,lang1324,gm,Lango (Uganda),laj,language,Africa,2.13867,33.0553,72
Lao,924,lao,laoo1244,ph,Lao,lao,language,Eurasia,19,102.46,148
Larantuka Malay,1688,lrt,lara1260,gm,Larantuka Malay,lrt,language,Papunesia,-8.4746,122.7619,25
Lardil,3003,lbz,lard1243,er,Lardil,lbz,language,Australia,-16.56152,139.4343,25
Larrakia,2642,lrg,lara1258,er,Laragia,lrg,language,Australia,-12.4111,130.922,24
Latunde,1995,ltn,latu1238,saphon,Latundê,ltn,language,South America,-12.608792,-60.422423,28
Lavukaleve,925,lvk,lavu1241,ph,Lavukaleve,lvk,language,Papunesia,-9.05569,159.119,20
Laz,1088,lzz,lazz1240,ph,Laz,lzz,language,Eurasia,41.5004,41.9096,216
Lɔgɔmagooi,763,lom,loma1260,aa,Loma (Liberia),lom,language,Africa,7.91585,-9.69906,42
Lɔkɔ,764,lok,loko1255,aa,Loko,lok,language,Africa,9.11838,-12.1583,25
Lebanese Arabic,1098,ayl,liby1240,ph,Libyan Arabic,ayl,language,Africa,22.0032,15.0014,50
Leco,1929,lec,leco1242,saphon,Leco,lec,language,South America,-15.0092,-67.8818,30
lega-shabunda,1259,lea,lega1249,gm,Lega-Shabunda,lea,language,Africa,-3.83196,27.1424,38
Leggbo,1540,agb,legb1242,gm,Legbo,agb,language,Africa,6.02645,7.98385,53
Leke,1511,zmx,bomi1238,gm,Bomitaba,zmx,language,Africa,1.70044,17.3733,28
Lele,1275,lln,lele1276,gm,Lele (Chad),lln,language,Africa,9.158,15.81149,100
Lele,1516,llc,lele1266,gm,Lele (Guinea),llc,language,Africa,8.98043,-10.371,100
Lele,761,lln,lele1276,aa,Lele (Chad),lln,language,Africa,9.158,15.81149,100
Lele (Lyélé),1240,lee,lyel1241,ph,Lyélé,lee,language,Africa,12.4305,-2.59229,34
LELEMI,441,lef,lele1264,upsid,Lelemi,lef,language,Africa,7.34549,0.50746,34
LENAKEL,584,tnl,lena1238,upsid,Lenakel,tnl,language,Papunesia,-19.4763,169.261,21
Lendu,762,led,lend1245,aa,Lendu,led,language,Africa,2.1898,30.6794,55
Lengola,1338,lej,leng1258,gm,Lengola,lej,language,Africa,-1.95874,25.3343,32
Lepca,1758,lep,lepc1244,ra,Lepcha,lep,language,Eurasia,27.0869,88.5726,36
Leti,1681,lti,leti1246,gm,Leti (Indonesia),lti,language,Papunesia,-8.19808,127.674,22
Lhasa Tibetan,2380,bod,tibe1272,ea,Tibetan,bod,language,Eurasia,28.3681,90.1872,50
Liberian English,1561,lir,libe1240,gm,Kru Pidgin English,lir,language,Africa,6.423,-10.5284,36
Ligbi,765,lig,ligb1244,aa,Ligbi,lig,language,Africa,7.94291,-2.56353,38
Lika,1334,lik,lika1243,gm,Liko,lik,language,Africa,2.13777,27.6088,45
Likpe,1326,lip,sekp1241,gm,Sekpele,lip,language,Africa,7.16751,0.5886,33
Limba,766,lia,west2450,aa,West-Central Limba,lia,language,Africa,9.52392,-12.3138,24
Limbum,767,lmp,limb1268,aa,Limbum,lmp,language,Africa,6.58608,10.9802,35
limbum (central),1261,lmp,limb1268,gm,Limbum,lmp,language,Africa,6.58608,10.9802,41
limbum (northern),1262,lmp,limb1268,gm,Limbum,lmp,language,Africa,6.58608,10.9802,33
limbum (southern),1260,lmp,limb1268,gm,Limbum,lmp,language,Africa,6.58608,10.9802,52
Limilngan,2643,lmc,nucl1327,er,Limilngan,lmc,language,Australia,-12.4294,131.845,25
Lingala,768,lin,ling1263,aa,Kinshasa Lingala,lin,language,Africa,-4.409174,15.28532,22
Linngithigh,2912,lnj,leni1238,er,Linngithigh,lnj,language,Australia,-12.771375,141.962,29
Lisu,1121,lis,lisu1250,ph,Lisu,lis,language,Eurasia,26.91,98.94,81
Lithuanian,168,lit,lith1251,spa,Lithuanian,lit,language,Eurasia,55.1429,23.9601,263
LITHUANIAN,444,lit,lith1251,upsid,Lithuanian,lit,language,Eurasia,55.1429,23.9601,52
Lizu,2199,ers,ersu1241,uz,Ersu,ers,language,Eurasia,29.2867,102.213,119
Lizu,2352,mis,lizu1234,ea,Lizu,NA,language,Eurasia,28.333425,101.350309,119
Logba,1541,lgq,logb1245,gm,Ikpana,lgq,language,Africa,6.92838,0.43068,35
Logbara,151,lgg,lugb1240,spa,Lugbara,lgg,language,Africa,3.02245,30.8642,42
Logo,1294,log,logo1259,gm,Logo,log,language,Africa,3.32608,29.8866,39
Lokono,1805,arw,araw1276,saphon,Lokono,arw,language,South America,5.64295,-56.9243,21
Lokpa,769,dop,lukp1238,aa,Lukpa,dop,language,Africa,9.51949,1.66954,37
longto,1278,wok,long1387,gm,Longto,wok,language,Africa,8.33313,13.0568,31
Loniu,1122,los,loni1238,ph,Loniu,los,language,Papunesia,-2.06124,147.35,23
Looma,1517,lom,loma1260,gm,Loma (Liberia),lom,language,Africa,7.91585,-9.69906,51
Lotha,1759,njh,loth1237,ra,Lotha Naga,njh,language,Eurasia,26.01396,94.04355,46
Louyi,890,lyn,luya1241,ph,Luyi,lyn,language,Africa,-15.01,22.67,22
Low German,1131,nds,nort2627,ph,Eastern Low German,nds,language,Eurasia,53.115373,12.391439,37
Lower Sorbian,2602,dsb,lowe1385,ea,Lower Sorbian,dsb,language,Eurasia,51.6621,13.9407,42
Lower Southern Aranda,2709,axl,lowe1436,er,Lower Southern Aranda,axl,language,Australia,-26.3,135.4,44
LUA,493,nie,niel1243,upsid,Niellim,nie,language,Africa,9.70362,17.81346,36
Luanyjang Dinka,2168,dik,sout2832,uz,Southwestern Dinka,dik,language,Africa,8.81115,28.0613,63
Lucazi,928,lch,luch1239,ph,Luchazi,lch,language,Africa,-14.0648,22.2437,42
LUE,404,khb,luuu1242,upsid,Lü,khb,language,Eurasia,21.0321,101.282,31
Luganda,770,lug,gand1255,aa,Ganda,lug,language,Africa,0.66884,32.15153,33
Lugbara,771,lgg,lugb1240,aa,Lugbara,lgg,language,Africa,3.02245,30.8642,39
LUGBARA,442,lgg,lugb1240,upsid,Lugbara,lgg,language,Africa,3.02245,30.8642,36
Luiseno,94,lui,luis1253,spa,Luiseno-Juaneño,lui,language,North America,33.3184,-116.939,34
LUISENO,447,lui,luis1253,upsid,Luiseno-Juaneño,lui,language,North America,33.3184,-116.939,26
Lukundu,929,bdu,orok1266,ph,Oroko,bdu,language,Africa,4.89504,9.15209,29
Lule,1930,ule,lule1238,saphon,Lule,ule,language,South America,-25.221839,-61.887818,21
Lulubo,1314,lul,olub1238,gm,Olu'bo,lul,language,Africa,4.6242,31.9103,46
Lumun,1427,lmd,lumu1239,gm,Lumun,lmd,language,Africa,10.8308,30.253,35
Lunda,927,lun,lund1266,ph,Lunda,lun,language,Africa,-11.1793,23.8662,32
LUNGCHOW,502,nut,nung1283,upsid,Nung (Viet Nam),nut,language,Eurasia,20.8965,104.286,32
Luo,153,luo,luok1236,spa,Luo (Kenya and Tanzania),luo,language,Africa,-0.93296,34.4896,35
LUO,448,luo,luok1236,upsid,Luo (Kenya and Tanzania),luo,language,Africa,-0.93296,34.4896,32
Lusaamia,1489,lsm,saam1283,gm,Saamia,lsm,language,Africa,0.3652,34.0335,34
Lushai,1760,lus,lush1249,ra,Mizo,lus,language,Eurasia,22.6138,92.6247,43
LUSHOOTSEED,449,slh,sout2965,upsid,Southern Puget Sound Salish,slh,language,North America,47.263,-122.141,37
Luthigh,2913,mis,luth1234,er,Luthigh,NA,dialect,Australia,NA,NA,22
Lutsootso,1441,lto,tsot1241,gm,Tsotso,lto,language,Africa,0.2975,34.6961,31
Luvale,146,lue,luva1239,spa,Luvale,lue,language,Africa,-13.5382,22.2924,36
Luwo,1432,lwo,luwo1239,gm,Luwo,lwo,language,Africa,7.35089,28.1378,32
Luxembourgish,2337,ltz,luxe1241,ea,Moselle Franconian,ltz,language,Eurasia,49.6839,6.14931,94
Luxembourgish,2200,ltz,luxe1241,uz,Moselle Franconian,ltz,language,Eurasia,49.6839,6.14931,94
Luzinza,1640,zin,zinz1238,gm,Zinza,zin,language,Africa,-2.64132,32.1755,30
Lwaa,1623,nie,niel1243,gm,Niellim,nie,language,Africa,9.70362,17.81346,59
Lyélé,772,lee,lyel1241,aa,Lyélé,lee,language,Africa,12.4305,-2.59229,44
Ma'di,932,mhi,madi1260,ph,Ma'di,mhi,language,Africa,3.62499,31.8471,54
Maasai,154,mas,masa1300,spa,Masai,mas,language,Africa,-3.1419,36.4573,43
MAASAI,451,mas,masa1300,upsid,Masai,mas,language,Africa,-3.1419,36.4573,28
Maay,1315,ymm,maay1238,gm,Maay,ymm,language,Africa,3.22288,43.6182,32
MABA,456,mde,maba1277,upsid,Maba (Chad),mde,language,Africa,12.89147,20.8889,29
Mabaan,1316,mfz,maba1273,gm,Mabaan,mfz,language,Africa,9.81455,33.5404,45
Macaguán,1913,mbn,maca1259,saphon,Macaguán,mbn,language,South America,6.34582,-71.2671,22
Macedonian,930,mkd,mace1250,ph,Macedonian,mkd,language,Eurasia,41.5957,21.7932,64
machame,1283,jmc,mach1266,gm,Machame,jmc,language,Africa,-3.29385,37.0703,46
Macuna,2056,myy,macu1260,saphon,Macuna,myy,language,South America,-0.14459,-70.0749,22
Macushi,1877,mbc,macu1259,saphon,Macushi,mbc,language,South America,4.31861,-60.2209,22
mada,1284,mda,mada1282,gm,Mada (Nigeria),mda,language,Africa,9.02294,8.34119,41
Mada,931,mxu,mada1293,ph,Mada (Cameroon),mxu,language,Africa,10.8806,14.1142,40
Madhi-Madhi,2780,dmd,madh1244,er,Madhi Madhi,dmd,dialect,Australia,-34.5,143.5,20
Madi,1292,snm,sout2828,gm,Southern Ma'di,snm,language,Africa,2.8735,31.25,59
Madurese,1691,mad,nucl1460,gm,Madurese,mad,language,Papunesia,-7,113,35
Magahi,2454,mag,maga1260,ea,Magahi,mag,language,Eurasia,25.0915,85.3335,50
Mah Meri,2347,mhe,besi1244,ea,Besisi,mhe,language,Eurasia,2.717,101.676,116
Mah Meri,2201,mhe,besi1244,uz,Besisi,mhe,language,Eurasia,2.717,101.676,116
Mahas-Fiyadikka,152,fia,nobi1240,spa,Nobiin,fia,language,Africa,22.8142,31.8376,45
Maidu,82,nmu,nort2952,spa,Northeast Maidu,nmu,language,North America,40.4102,-120.645,24
MAIDU,498,nmu,nort2952,upsid,Northeast Maidu,nmu,language,North America,40.4102,-120.645,23
Máíhɨki,2057,ore,orej1242,saphon,Maijiki,ore,language,South America,-2.86315,-72.4926,20
Maithili,1761,mai,mait1250,ra,Maithili,mai,language,Eurasia,26.3817,86.2211,93
Maka,1982,mca,maca1260,saphon,Maca,mca,language,South America,-25.0119,-57.3694,32
Makassar,1677,mak,maka1311,gm,Makasar,mak,language,Papunesia,-5.65551,119.838,23
Makian, East (Taba),1682,mky,east2440,gm,East Makian,mky,language,Papunesia,0.07337,127.423,23
Makuráp,2095,mpu,maku1278,saphon,Makuráp,mpu,language,South America,-11.8701,-64.3201,20
Mal,986,mlf,mall1246,ph,Mal,mlf,language,Eurasia,19.273,101.204,41
Malagasy,31,plt,plat1254,spa,Plateau Malagasy,plt,language,Africa,-19.5907,47.1211,36
MALAGASY,517,plt,plat1254,upsid,Plateau Malagasy,plt,language,Africa,-19.5907,47.1211,25
Malak-Malak,2633,mpb,mull1237,er,Mullukmulluk,mpb,language,Australia,-13.427,130.664,19
MALAKMALAK,466,mpb,mull1237,upsid,Mullukmulluk,mpb,language,Australia,-13.427,130.664,19
Malay,32,zsm,stan1306,spa,Standard Malay,zsm,language,Eurasia,3.08896,101.699,27
Malayalam,1762,mal,mala1464,ra,Malayalam,mal,language,Eurasia,9.59208,76.7651,96
Malayalam,2559,mal,mala1464,ea,Malayalam,mal,language,Eurasia,9.59208,76.7651,96
Malkana,2769,vml,malg1242,er,Malgana,vml,language,Australia,-26.211,114.245,26
Malngin,2855,gue,maln1239,er,Malngin,NA,dialect,Australia,NA,NA,21
Maltese,134,mlt,malt1254,spa,Maltese,mlt,language,Eurasia,35.8884,14.4508,90
Malthanmungu,2892,bpt,barr1247,er,Barrow Point,bpt,language,Australia,-14.1219,144.531,25
Malto,2339,mjt,saur1249,ea,Sauria Paharia,mjt,language,Eurasia,24.8124,87.6432,68
Malto,1763,mjt,saur1249,ra,Sauria Paharia,mjt,language,Eurasia,24.8124,87.6432,68
Malyangapa,2968,yga,maly1234,er,Malyangapa,yga,dialect,Australia,-29.43,142,27
Mamaindé,1996,wmd,mama1278,saphon,Mamaindé,wmd,language,South America,-12.986439,-60.101072,34
Mambay; Mambai,1054,mcs,mamb1294,ph,Mambai,mcs,language,Africa,9.6121,14.0013,54
Mambila,773,mcu,came1252,aa,Donga Mambila,mcu,language,Africa,6.43829,11.41953,118
Mambila,774,mzk,nige1255,aa,Western Mambila,mzk,language,Africa,6.69736,11.3161,118
Mambila,1583,mcu,came1252,gm,Donga Mambila,mcu,language,Africa,6.43829,11.41953,118
MAMBILA,454,mcu,came1252,upsid,Donga Mambila,mcu,language,Africa,6.43829,11.41953,25
Mamenyan,934,bce,bame1260,ph,Bamenyam,bce,language,Africa,5.77049,10.3302,50
Mampruli,775,maw,mamp1244,aa,Mampruli,maw,language,Africa,10.3884,-0.74675,68
Mampruli,1327,maw,mamp1244,gm,Mampruli,maw,language,Africa,10.3884,-0.74675,68
Manado Malay,1686,xmm,mala1481,gm,Manado Malay,xmm,language,Papunesia,1.48099,124.843,25
Manam,933,mva,mana1295,ph,Manam,mva,language,Papunesia,-4.07921,145.033,18
Manange,935,nmm,mana1288,ph,Manange,nmm,language,Eurasia,28.6416,84.0515,86
Manange,2620,nmm,mana1288,ea,Manange,nmm,language,Eurasia,28.6416,84.0515,86
Manchinere,1821,mpd,mach1268,saphon,Machinere,mpd,language,South America,-10.4804,-69.7683,18
MANCHU,463,mnc,manc1252,upsid,Manchu,mnc,language,Eurasia,47.3122,126.557,25
Mandara,1585,mfi,wand1278,gm,Wandala,mfi,language,Africa,11.3169,13.8996,52
MANDARIN,286,cmn,mand1415,upsid,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228,32
Mandarin Chinese,16,cmn,mand1415,spa,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228,43
Mande,776,mlq,west2500,aa,Western Maninkakan,mlq,language,Africa,13.5677,-12.8009,27
Manding,777,emk,east2426,aa,Eastern Maninkakan,emk,language,Africa,9.33048,-10.5394,36
Mandingo,1126,mnk,mand1436,ph,Mandinka,mnk,language,Africa,12.8165233333,-15.6539466667,34
Mangala,2826,mem,mang1383,er,Mangala,mem,language,Australia,-18.6597,123.769,24
Mangarrayi,2682,mpc,mang1381,er,Mangarrayi,mpc,language,Australia,-14.8,133.5,22
Mangbetu,778,mdj,mang1394,aa,Mangbetu,mdj,language,Africa,2.5511,27.0712,47
Maninka-kan,779,mwk,kita1249,aa,Kita Maninkakan,mwk,language,Africa,13.1798,-9.49151,33
Manipuri,1125,mni,mani1292,ph,Manipuri,mni,language,Eurasia,24.4409,93.3426,71
Manipuri,1764,mni,mani1292,ra,Manipuri,mni,language,Eurasia,24.4409,93.3426,71
Manjiljarra,2953,mpj,many1256,er,Manyjilyjara,NA,dialect,Australia,NA,NA,23
Mano,1518,mev,mann1248,gm,Mann,mev,language,Africa,7.04616,-8.86405,39
Manya,1369,mzj,many1261,gm,Manya,mzj,language,Africa,8.56186,-9.44257,27
Mao-Naga,1765,nbi,maon1238,ra,Mao Naga,nbi,language,Eurasia,25.3836,94.0035,30
Maori,42,mri,maor1246,spa,Maori,mri,language,Papunesia,-38.2881,176.541,20
Mapoyo,1878,mcg,mapo1246,saphon,Mapoyo,mcg,language,South America,5.96952,-67.2581,19
Mapudungun,1802,arn,mapu1245,saphon,Mapudungun,arn,language,South America,-38.7392,-71.277,28
Mara,937,mec,mara1385,ph,Marra,mec,language,Australia,-14.7927,134.865,24
MARANAO,471,mrw,mara1404,upsid,Maranao,mrw,language,Papunesia,7.79414,124.175,17
Maranungku,47,zmr,mara1386,spa,Maranunggu,zmr,language,Australia,-13.6754,130.12,24
Marathi,1766,mar,mara1378,ra,Marathi,mar,language,Eurasia,17.9344,76.6665,55
Margany,2817,zmc,marg1253,er,Margany,zmc,language,Australia,-26.789,144.892,31
Margi,126,mrt,marg1265,spa,Marghi Central,mrt,language,Africa,10.93854,13.0521,44
MARGI,470,mrt,marg1265,upsid,Marghi Central,mrt,language,Africa,10.93854,13.0521,34
MARI,460,mhr,east2328,upsid,Eastern Mari,mhr,language,Eurasia,55.8307,48.405,33
Marra,2679,mec,mara1385,er,Marra,mec,language,Australia,-14.7927,134.865,23
Marramaninyshi,2637,zmm,mari1417,er,Marimanindji,zmm,language,Australia,-14.1788,130.561,20
Marrgu,2667,mhg,marg1251,er,Margu,mhg,language,Australia,-11.1823,132.587,26
Marringarr,2638,zmt,mari1419,er,Maringarr,zmt,language,Australia,-14.3819,130.25,32
Marrithiyel,2639,mfr,mari1424,er,Marithiel,mfr,language,Australia,-13.8818,130.237,24
Marti Ke,2640,zmg,mart1254,er,Marti Ke,zmg,language,Australia,-14.0058,129.837,31
Martuthunira,2841,vma,mart1255,er,Martuthunira,vma,language,Australia,-20.9294,116.607,26
Marwari,991,rwr,marw1260,ph,Marwari (India),rwr,language,Eurasia,27.002,75.0656,46
Masalit,1565,mls,nucl1440,gm,Masalit,mls,language,Africa,13.2733,22.1752,45
Masqan,1458,mvz,mesq1240,gm,Mesqan,mvz,language,Africa,8.10617,38.3386,41
Matbat,988,xmt,matb1237,ph,Matbat,xmt,language,Papunesia,-1.8801,130.075,20
Matís,2007,mpq,mati1255,saphon,Matís,mpq,language,South America,-4.3553,-70.2079,21
Matngele,2632,zml,madn1237,er,Madngele,zml,language,Australia,-13.9479,130.6,22
Matses,1124,mcf,mats1244,ph,Matsés,mcf,language,South America,-5.73914,-72.6281,21
Matsés,2008,mcf,mats1244,saphon,Matsés,mcf,language,South America,-5.73914,-72.6281,21
Matsigenka,1822,mcb,mach1267,saphon,Machiguenga,mcb,language,South America,-12.1291,-72.5017,27
matuumbi,1266,mgw,matu1259,gm,Matumbi,mgw,language,Africa,-8.53734,39.0409,23
Maung,48,mph,maun1240,spa,Mawng,mph,language,Australia,-11.66,133.376,24
MAUNG,467,mph,maun1240,upsid,Mawng,mph,language,Australia,-11.66,133.376,22
Mauritian Creole,1569,mfe,mori1278,gm,Morisyen,mfe,language,Africa,-20.2613,57.5517,30
Mavea,2202,mkv,mafe1237,uz,Mafea,mkv,language,Papunesia,-15.4316,167.241,24
Mawa,1378,mcw,mawa1270,gm,Mawa (Chad),mcw,language,Africa,11.7461,18.2999,33
Mawng,2669,mph,maun1240,er,Mawng,mph,language,Australia,-11.66,133.376,22
MAXAKALI,453,mbl,maxa1247,upsid,Maxakalí,mbl,language,South America,-16.9402,-40.7891,20
Maxakalí,1967,mbl,maxa1247,saphon,Maxakalí,mbl,language,South America,-16.9402,-40.7891,20
Mayali,2661,gup,naia1238,er,Manyallaluk Mayali,NA,dialect,Australia,NA,NA,27
Maybrat,938,ayz,maib1239,ph,Maybrat-Karon,ayz,language,Papunesia,-1.3679,132.591,16
Mayi-Kulan,2829,xyk,mayi1236,er,Mayi-Kulan,xyk,dialect,Australia,-18.56,141.46,21
Mayi-Kutuna,2830,xmy,maya1280,er,Mayaguduna,xmy,language,Australia,-18.1147,140.337,21
