LanguageName,InventoryID,ISO6393,Glottocode,Source,name,isocodes,level,macroarea,latitude,longitude,SegmentN
DAKOTA,445,lkt,lako1247,upsid,Lakota,lkt,language,North America,46.3699,-103.95,36
Dalabon,2652,ngk,ngal1292,er,Ngalkbun,ngk,language,Australia,-13.9783,133.936,29
Damana,1898,mbp,mala1522,saphon,Malayo,mbp,language,South America,10.9286,-73.4056,27
Dan,1393,daf,dann1241,gm,Dan,daf,language,Africa,7.22812,-8.24535,140
Dan,691,daf,dann1241,aa,Dan,daf,language,Africa,7.22812,-8.24535,140
DAN,298,daf,dann1241,upsid,Dan,daf,language,Africa,7.22812,-8.24535,39
DANGALEAT,297,daa,dang1274,upsid,Dangaleat,daa,language,Africa,12.1517,18.385,28
Dangme,692,ada,adan1247,aa,Adangme,ada,language,Africa,5.9437,0.13243,39
DANI,308,dni,lowe1415,upsid,Lower Grand Valley Dani,dni,language,Papunesia,-4.25684,138.992,24
Danish,2167,dan,dani1285,uz,Danish,dan,language,Eurasia,54.8655,9.36284,95
Danish,2265,dan,dani1285,ea,Danish,dan,language,Eurasia,54.8655,9.36284,95
Darkhat,2256,khk,dark1243,ea,Darkhat,drh,dialect,Eurasia,50.623,99.4449,39
Darkinyung,2984,xda,hawk1239,er,Hawkesbury,xda,language,Australia,-33.11470744,150.4952383,18
Darma,2383,drd,darm1243,ea,Darma,drd,language,Eurasia,29.8629,80.5439,34
Darmiya,1719,drd,darm1243,ra,Darma,drd,language,Eurasia,29.8629,80.5439,42
Daungwurrung,2774,dgw,daun1234,er,Daungwurrung,dgw,dialect,Australia,NA,NA,23
Daur,2312,dta,daur1238,ea,Dagur,dta,language,Eurasia,48,124,57
Dâw,1990,kwa,daww1239,saphon,Dâw,kwa,language,South America,-0.1177,-67.2934,39
Daza,693,dzg,daza1242,aa,Dazaga,dzg,language,Africa,15.7358,15.8517,32
Defaka,1385,afn,defa1248,gm,Defaka,afn,language,Africa,4.58451,7.50186,42
Degema,1452,deg,dege1246,gm,Degema,deg,language,Africa,4.73373,6.80991,36
Delaware,73,unm,unam1242,spa,Unami,unm,language,North America,35.0264,-98.3201,39
Dení,1845,dny,deni1241,saphon,Deni,dny,language,South America,-6.74962,-67.5029,22
Denjongka,2415,sip,sikk1242,ea,Sikkimese,sip,language,Eurasia,27.85795,88.59153,65
Denya,867,anv,deny1238,ph,Denya,anv,language,Africa,5.97237,9.39989,30
DERA,395,kbv,dera1245,upsid,Dera (Indonesia),kbv,language,Papunesia,-3.52309,140.947,17
Desano,2052,des,desa1247,saphon,Desano,des,language,South America,0.58157,-69.4955,18
Dghwede,1299,dgh,dghw1239,gm,Dghwede,dgh,language,Africa,11.05751,13.77847,38
Dhangar,868,kru,nepa1253,ph,Nepali Kurux,kxl,language,Eurasia,26.72057,86.00255,39
Dhangu,2971,dhg,dhan1270,er,Dhangu,dhg,language,Australia,-11.9493,135.752,26
Dharawal,2993,tbh,thur1254,er,Thurawal,tbh,language,Australia,-34.634,150.721,25
Dharawala,2812,bym,bidy1243,er,Bidyara,bym,language,Australia,-25.192664,147.273359,17
Dharuk,2985,xdk,sydn1236,er,Sydney,xdk,language,Australia,-33.52925837,150.3490464,19
Dharumba,2994,tbh,thur1254,er,Thurawal,tbh,language,Australia,-34.634,150.721,25
Dharumbal,2813,xgm,dhar1248,er,Dharumbal,xgm,language,Australia,-23.307,150.593,21
Dhay'yi,2973,dax,dhal1246,er,Dhalwangu,NA,dialect,Australia,NA,NA,26
Dhimal,2463,dhi,dhim1246,ea,Dhimal,dhi,language,Eurasia,26.6283,88.3798,53
Dholuo,694,luo,luok1236,aa,Luo (Kenya and Tanzania),luo,language,Africa,-0.93296,34.4896,38
Dhudhuroa,2727,ddr,dhud1236,er,Dhudhuroa,ddr,language,Australia,-36.95881441,147.0450379,21
Dhurga,2995,dhu,dhur1239,er,Dhurga,dhu,language,Australia,-35.412,150.134,25
Dida,695,dic,lako1244,aa,Lakota Dida,dic,language,Africa,5.86012,-5.40633,57
Didayi,1720,gaq,gata1239,ra,Gata',gaq,language,Eurasia,18.6076,82.984,38
Didinga,1431,did,didi1258,gm,Didinga,did,language,Africa,4.21489,33.6869,58
DIEGUENO,306,dih,kumi1248,upsid,Tipai,dih,language,North America,32.331,-116.604,34
Digo,1587,dig,digo1243,gm,Digo,dig,language,Africa,-4.62101,39.1752,48
Digor Ossetic,2590,oss,digo1242,ea,Digor Ossetian,NA,language,Eurasia,43.158056,44.156944,42
Digueno,90,dih,kumi1248,spa,Tipai,dih,language,North America,32.331,-116.604,34
Dime,1440,dim,dime1235,gm,Dime,dim,language,Africa,6.20951,36.3329,73
Dimili,1109,diq,diml1238,ph,Dimli,diq,language,Eurasia,38.6147,39.6388,44
Dingri Tibetan,2421,bod,tibe1272,ea,Tibetan,bod,language,Eurasia,28.3681,90.1872,41
Dinka,1398,din,dink1262,gm,NA,NA,NA,NA,NA,NA,49
DINKA,307,dip,nort2815,upsid,Northeastern Dinka,dip,language,Africa,9.27995,31.8392,32
Dinka, South Central,1309,dib,sout2833,gm,South Central Dinka,dib,language,Africa,6.7307,30.3021,60
DIOLA,315,dyo,jola1263,upsid,Jola-Fonyi,dyo,language,Africa,12.75752,-15.7354766667,29
Dioula,696,dyu,dyul1238,aa,Dyula,dyu,language,Africa,10.4536,-4.72007,39
diriku,1271,diu,diri1252,gm,Diriku,diu,language,Africa,-18.1681,20.6678,28
Ditammari,697,tbz,dita1238,aa,Ditammari,tbz,language,Africa,10.1614,1.18045,32
Diyari,2749,dif,dier1241,er,Dieri,dif,language,Australia,-28.1667,138,25
DIYARI,305,dif,dier1241,upsid,Dieri,dif,language,Australia,-28.1667,138,25
DIZI,457,mdx,dizi1235,upsid,Dizin,mdx,language,Africa,6.1405,35.5763,30
Djabugay,2890,dyy,dyaa1242,er,Dyaabugay,dyy,language,Australia,-16.596,145.388,19
Djabwurung,2785,tjw,djab1234,er,Djabwurrung,tjw,dialect,Australia,NA,NA,21
Djambarrpuyngu,2974,djr,djam1256,er,Djambarrpuyngu,djr,language,Australia,-12.021,135.59,31
Djangun,2893,djf,djan1238,er,Djangun,djf,language,Australia,-16.91051,144.93245,16
Djapu,2992,duj,djap1238,er,Djapu,NA,dialect,Australia,-12.879764,136.417978,25
Djinang,2976,dji,djin1253,er,Djinang,dji,language,Australia,-12.462,134.82,25
Djinba,2977,djb,djin1252,er,Djinba,djb,language,Australia,-12.93,134.967,25
Djindewal,2729,mis,NA,er,NA,NA,NA,NA,NA,NA,19
Djirringany,2996,xtv,sout2771,er,Southern Coastal Yuin,xtv,language,Australia,-37.06227181,149.7169306,25
Doayo,698,dow,doya1240,aa,Doyayo,dow,language,Africa,8.68604,13.0768,48
DOAYO,310,dow,doya1240,upsid,Doyayo,dow,language,Africa,8.68604,13.0768,34
Dobu,981,dob,dobu1241,ph,Dobu,dob,language,Papunesia,-9.63239,150.825,24
Dogon,699,dts,toro1252,aa,Toro So Dogon,dts,language,Africa,14.40749,-3.10006,42
DOGON,313,dts,toro1252,upsid,Toro So Dogon,dts,language,Africa,14.40749,-3.10006,28
Dolakha Newar,2388,mis,east2773,ea,Eastern Newari,NA,language,Eurasia,27.576985,86.033964,36
Dolgan,2255,dlg,dolg1241,ea,Dolgan,dlg,language,Eurasia,71.1083,94.2936,42
Dompo,1495,doy,domp1238,gm,Dompo,doy,language,Africa,8.182,-2.295,31
Dongwang Tibetan,2591,khg,kham1282,ea,Khams Tibetan,khg,language,Eurasia,31.9313,91.7062,78
Dongxiang,2477,sce,dong1285,ea,Dongxiang,sce,language,Eurasia,35.5808,103.558,34
Duala,700,dua,dual1243,aa,Duala,dua,language,Africa,4.10208,9.61877,33
Dupaningan Agta,2253,duo,dupa1235,ea,Dupaninan Agta,duo,language,Papunesia,17.3748,122.188,21
Dupaningan Agta; Eastern Cagayan Agta; Dupaninan Agta,1085,duo,dupa1235,ph,Dupaninan Agta,duo,language,Papunesia,17.3748,122.188,20
Duruma,701,dug,duru1249,aa,Duruma,dug,language,Africa,-4.09629,39.322,96
Duruma,1588,dug,duru1249,gm,Duruma,dug,language,Africa,-4.09629,39.322,96
Dutch,1050,nld,dutc1256,ph,Dutch,nld,language,Eurasia,52,5,395
Dutch,2171,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Dutch,2173,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Dutch,2169,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Dutch,2174,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Dutch,2405,nld,dutc1256,ea,Dutch,nld,language,Eurasia,52,5,395
Dutch,2170,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Dutch,2172,nld,dutc1256,uz,Dutch,nld,language,Eurasia,52,5,395
Duungidjawu,2943,wkw,duun1241,er,Duungidjawu,NA,dialect,Australia,NA,NA,23
Dyirbal,2732,dbl,dyir1250,er,Dyirbal,dbl,language,Australia,-17.4516,145.544,16
DYIRBAL,303,dbl,dyir1250,upsid,Dyirbal,dbl,language,Australia,-17.4516,145.544,16
Dzongkha,2394,dzo,dzon1239,ea,Dzongkha,dzo,language,Eurasia,27.410786,89.581604,58
Dzuungoo,1468,dnn,dzuu1241,gm,Dzùùngoo,dnn,language,Africa,11.3796,-4.92036,55
East Djadjawurung,2782,mis,west2443,er,Western Victoria,NA,language,Australia,-34.13829932,143.6694397,21
East Makian,1037,mky,east2440,ph,East Makian,mky,language,Papunesia,0.07337,127.423,24
Eastern Anmatyerre,2703,amx,east2380,er,Eastern Anmatyerre,NA,dialect,Australia,NA,NA,44
Eastern Arrernte,2708,aer,east2379,er,Eastern Arrernte,aer,language,Australia,-23.3583,135.046,44
Eastern Hill Balochi,2498,bgp,east2304,ea,Eastern Balochi,bgp,language,Eurasia,28,62,54
Eastern Khanty,1137,kca,khan1273,ph,Kazym-Berezover-Suryskarer Khanty,kca,language,Eurasia,62.4308,66.1218,61
Eastern Mari,2413,mhr,east2328,ea,Eastern Mari,mhr,language,Eurasia,55.8307,48.405,31
Eastern Wakaya,2947,wga,waga1260,er,Wagaya,wga,language,Australia,-20.329,137.623,25
Eastern Yugur,2242,yuy,east2337,ea,East Yugur,yuy,language,Eurasia,37.9882,101.762,42
Ebira,702,igb,ebir1243,aa,Ebira,igb,language,Africa,8.15516,7.06183,31
Eciruuri,1646,kya,kway1241,gm,Kwaya,kya,language,Africa,-1.80737,33.71,29
EFIK,316,efi,efik1245,upsid,Efik,efi,language,Africa,4.89379,8.38121,20
Efutu,1523,afu,efut1241,gm,Efutu,NA,dialect,Africa,NA,NA,50
Ega,1233,ega,egaa1242,ph,Ega,ega,language,Africa,5.56081,-5.41732,39
Eggon,873,ego,eggo1239,ph,Eggon,ego,language,Africa,8.71442,8.45686,42
Egyptian Arabic,132,arz,egyp1253,spa,Egyptian Arabic,arz,language,Africa,31,31,67
Ejagham,1654,etu,ejag1239,gm,Ejagham,etu,language,Africa,5.54442,8.90959,29
EJAGHAM,320,etu,ejag1239,upsid,Ejagham,etu,language,Africa,5.54442,8.90959,27
Ejagham de l'ouest,706,etu,ejag1239,aa,Ejagham,etu,language,Africa,5.54442,8.90959,32
EKARI,317,ekg,ekar1243,upsid,Ekari,ekg,language,Papunesia,-3.88974,136.018,15
Ekpeye,874,ekp,ekpe1253,ph,Ekpeye,ekp,language,Africa,5.06715,6.53362,37
Elfdalian,2473,ovd,elfd1234,ea,Elfdalian,ovd,dialect,Eurasia,NA,NA,87
Eloyi,1300,afo,eloy1241,gm,Eloyi,afo,language,Africa,8.24696,7.97061,51
Emai,707,ema,emai1241,aa,Emai-Iuleha-Ora,ema,language,Africa,7.09089,5.84494,48
Emberá-Baudó,1901,bdc,embe1259,saphon,Emberá-Baudó,bdc,language,South America,5.2824,-76.32548,33
Emberá-Catío,1902,cto,embe1260,saphon,Emberá-Catío,cto,language,South America,7.52721,-76.7476,31
Emberá-Chamí,1903,cmi,embe1262,saphon,Emberá-Chamí,cmi,language,South America,4.8791,-76.0749,28
Emerillon,2079,eme,emer1243,saphon,Teko,eme,language,South America,3.23694,-52.3699,30
Emmi,2641,amy,amii1238,er,Ami,amy,language,Australia,-13.5573,130.04,32
Enawené-Nawé,1818,unk,enaw1238,saphon,Enawené-Nawé,unk,language,South America,-12.4302,-58.9802,25
Endegen,1466,ior,inor1238,gm,Inoric,ior,language,Africa,7.94883,37.7968,45
Endo,875,enb,endo1242,ph,Endo,NA,dialect,Africa,NA,NA,36
Ener,1467,ior,inor1238,gm,Inoric,ior,language,Africa,7.94883,37.7968,45
Engenni,708,enn,enge1239,aa,Engenni,enn,language,Africa,5.11931,6.37339,33
English,160,eng,stan1293,spa,English,eng,language,Eurasia,53,-1,124
English (American),2175,eng,stan1293,uz,English,eng,language,Eurasia,53,-1,39
English (Australian),2177,eng,stan1293,uz,English,eng,language,Eurasia,53,-1,44
English (British),2178,eng,stan1293,uz,English,eng,language,Eurasia,53,-1,79
English (British),2180,eng,stan1293,uz,English,eng,language,Eurasia,53,-1,79
English (New Zealand),2179,eng,stan1293,uz,English,eng,language,Eurasia,53,-1,45
Ennemor,1465,ior,inor1238,gm,Inoric,ior,language,Africa,7.94883,37.7968,47
Eora,2986,xdk,sydn1236,er,Sydney,xdk,language,Australia,-33.52925837,150.3490464,19
Epena,1905,sja,epen1239,saphon,Epena,sja,language,South America,4.25877,-77.3566,38
EPENA PEDEE,546,sja,epen1239,upsid,Epena,sja,language,South America,4.25877,-77.3566,31
Erre,2648,err,erre1238,er,Erre,err,language,Australia,-12.2839,132.868,23
Ersu,2533,ers,ersu1241,ea,Ersu,ers,language,Eurasia,29.2867,102.213,60
Ese Eja,2047,ese,esee1248,saphon,Ese Ejja,ese,language,South America,-11.7268,-67.515,22
Ese Ejja,2046,ese,esee1248,saphon,Ese Ejja,ese,language,South America,-11.7268,-67.515,21
Esimbi,876,ags,esim1238,ph,Esimbi,ags,language,Africa,6.50094,9.86936,37
Estonian,2181,ekk,esto1258,uz,Estonian,ekk,language,Eurasia,58.55,25.82,80
Eton,1563,eto,eton1253,gm,Eton-Mengisa,eto,language,Africa,4.21045,11.3935,38
Etsako,1110,ets,yekh1238,ph,Yekhee,ets,language,Africa,7.10204,6.44919,36
Euchee; Yuchi,1074,yuc,yuch1247,ph,Yuchi,yuc,language,North America,35.75,-86.75,49
Eʋe,703,ewe,ewee1241,aa,Ewe,ewe,language,Africa,6.46061,0.814975,42
Even,192,eve,even1260,spa,Even,eve,language,Eurasia,70.6687,130.914,72
EVEN,322,eve,even1260,upsid,Even,eve,language,Eurasia,70.6687,130.914,27
Evenki,2238,evn,even1259,uz,Evenki,evn,language,Eurasia,61.972,94.689,29
Ewe,142,ewe,ewee1241,spa,Ewe,ewe,language,Africa,6.46061,0.814975,45
EWE,323,ewe,ewee1241,upsid,Ewe,ewe,language,Africa,6.46061,0.814975,40
Ewondo,709,ewo,ewon1239,aa,Ewondo,ewo,language,Africa,4.21141,11.93646,25
EWONDO,324,ewo,ewon1239,upsid,Ewondo,ewo,language,Africa,4.21141,11.93646,34
EYAK,325,eya,eyak1241,upsid,Eyak,eya,language,North America,60.4232,-144.762,45
Ezha,1460,sgw,ezha1238,gm,Ezha,NA,dialect,Africa,NA,NA,39
Faiwol,974,fai,faiw1243,ph,Faiwol,fai,language,Papunesia,-5.4967,141.656,20
Fan,877,fan,fang1246,ph,Fang (Equatorial Guinea),fan,language,Africa,1.723965,11.61454,41
Fang,1621,fak,fang1248,gm,Fang (Cameroon),fak,language,Africa,6.54384,10.319,36
Faroese,2378,fao,faro1244,ea,Faroese,fao,language,Eurasia,62.0732,-6.88497,36
Farsi,2520,pes,west2369,ea,Western Farsi,pes,language,Eurasia,32.9,53.3,29
FARSI,516,pes,west2369,upsid,Western Farsi,pes,language,Eurasia,32.9,53.3,30
FASU,326,faa,fasu1242,upsid,Fasu,faa,language,Papunesia,-6.62687,143.284,21
Fɔn,711,fon,fonn1241,aa,Fon,fon,language,Africa,7.15484,1.66495,42
Fe'efe'fe,710,fmp,fefe1239,aa,Fe'fe',fmp,language,Africa,5.18158,10.1442,44
FE?FE?,330,fmp,fefe1239,upsid,Fe'fe',fmp,language,Africa,5.18158,10.1442,25
Ferreñafe Quechua,2025,quf,lamb1276,saphon,Lambayeque Quechua,quf,language,South America,-6.1715,-79.468,19
FIJIAN,328,fij,fiji1243,upsid,Fijian,fij,language,Papunesia,-18,178.33,30
Filipino,1212,fil,fili1244,ph,Filipino,fil,language,Papunesia,12.265,123.464,27
Finnish,180,fin,finn1318,spa,Finnish,fin,language,Eurasia,64.7628,25.5577,65
FINNISH,329,fin,finn1318,upsid,Finnish,fin,language,Eurasia,64.7628,25.5577,25
Fipa,1659,fip,fipa1238,gm,Fipa,fip,language,Africa,-7.88963,31.3442,35
Foodo,1310,fod,food1238,gm,Foodo,fod,language,Africa,9.56489,1.40486,44
Forest Enets,2469,enf,fore1265,ea,Forest Enets,enf,language,Eurasia,69.9829,88.2121,33
Forest Nenets,2450,mis,fore1274,ea,Forest Nenets,NA,language,Eurasia,63.72,71.97,38
Frafra,1325,gur,fraf1238,gm,Frafra,NA,dialect,Africa,NA,NA,30
French,162,fra,stan1290,spa,French,fra,language,Eurasia,48,2,110
French,2269,fra,stan1290,ea,French,fra,language,Eurasia,48,2,110
French,2182,fra,stan1290,uz,French,fra,language,Eurasia,48,2,110
FRENCH,331,fra,stan1290,upsid,French,fra,language,Eurasia,48,2,37
Frisian,1111,frr,nort2626,ph,Northern Frisian,frr,language,Eurasia,54.6409,8.58489,93
Friulian,1231,fur,friu1240,ph,Friulian,fur,language,Eurasia,46.1473,13.0493,78
Friulian,2334,fur,friu1240,ea,Friulian,fur,language,Eurasia,46.1473,13.0493,78
Fula (Nigeria),1301,fuv,nige1253,gm,Hausa States Fulfulde,fuv,language,Africa,10.9972,11.1188,38
Fulfulde,714,ffm,maas1239,aa,Maasina Fulfulde,ffm,language,Africa,11.1324,-3.64763,140
Fulfulde,713,fuq,cent2018,aa,Central-Eastern Niger Fulfulde,fuq,language,Africa,15.0907,8.43261,140
Fulfulde,715,fuh,west2454,aa,Western Niger Fulfulde,fuh,language,Africa,14.2471,-0.52004,140
Fulfulde,712,fub,adam1253,aa,Adamawa Fulfulde,fub,language,Africa,8.140326,13.077338,140
Fulfulde (Cameroon),1241,fub,adam1253,gm,Adamawa Fulfulde,fub,language,Africa,8.140326,13.077338,47
fulfulde (fuunaangere),1253,fub,adam1253,gm,Adamawa Fulfulde,fub,language,Africa,8.140326,13.077338,39
fulfulde (NGA),1254,fuv,nige1253,gm,Hausa States Fulfulde,fuv,language,Africa,10.9972,11.1188,57
Fuliiru,1651,flr,fuli1240,gm,Fuliiru,flr,language,Africa,-3.04022,28.9865,36
Fuliru,716,flr,fuli1240,aa,Fuliiru,flr,language,Africa,-3.04022,28.9865,35
FUR,333,fvr,furr1244,upsid,Fur,fvr,language,Africa,12.0455,23.6401,30
Furu,878,fuu,furu1242,ph,Furu,fuu,language,Africa,4.485,20.6448,41
FUZHOU,276,cdo,mind1253,upsid,Min Dong Chinese,cdo,language,Eurasia,26,119.5,21
Fwe,852,fwe,fwee1238,ph,Fwe,fwe,language,Africa,-17.72372,24.43151,60
Ga,141,gaa,gaaa1244,spa,Ga,gaa,language,Africa,5.65488,-0.18598,85
Ga,717,gaa,gaaa1244,aa,Ga,gaa,language,Africa,5.65488,-0.18598,85
GA,335,gaa,gaaa1244,upsid,Ga,gaa,language,Africa,5.65488,-0.18598,41
Gaagudju,2653,gbu,gaga1251,er,Gaagudju,gbu,language,Australia,-12.5176,132.643,27
Gaahmg,1616,tbi,gaam1241,gm,Gaam,tbi,language,Africa,11.4674,33.9797,49
Gabalbara,2801,gnl,gang1268,er,Gangulu,gnl,language,Australia,-22.7637,149.416,18
Gabi-Gabi,2941,gbw,gabi1248,er,Gabigabi,NA,dialect,Australia,NA,NA,19
Gadaba,2543,gdb,pott1240,ea,Pottangi Ollar Gadaba,gdb,language,Eurasia,18.5968,82.7586,39
Gade-Lohar,1721,gda,gade1236,ra,Gade Lohar,gda,language,Eurasia,25.8583,78.2187,50
Gadsup,56,gaj,gads1258,spa,Gadsup,gaj,language,Papunesia,-6.31631,145.997,19
GADSUP,336,gaj,gads1258,upsid,Gadsup,gaj,language,Papunesia,-6.31631,145.997,15
Galaagu,2835,kba,kala1379,er,Kalarko,kba,language,Australia,-31.7154,118.911,26
Galician,1141,glg,gali1258,ph,Galician,glg,language,Eurasia,42.2446,-7.5343,58
Galician,2619,glg,gali1258,ea,Galician,glg,language,Eurasia,42.2446,-7.5343,58
Galke,1348,gke,ndai1238,gm,Ndai,gke,language,Africa,8.09039,14.2888,57
Galla,1362,gax,bora1271,gm,Borana-Arsi-Guji Oromo,gax,language,Africa,1.05676,37.882,36
Gallong,1722,adl,galo1242,ra,Galo,adl,language,Eurasia,27.9805586,94.6884956,29
Gambera,3008,gma,gamb1251,er,Gambera,gma,language,Australia,-14.29546,126.27131,25
Gamilaraay,2719,kld,gami1243,er,Yuwaalaraay-Gamilaraay,kld,language,Australia,-29.9037,149.543,21
Gamo,1481,gmv,gamo1243,gm,Gamo,gmv,language,Africa,6.27645,37.23808,36
Gangalidda,3001,gcd,gang1267,er,Ganggalida,gcd,language,Australia,-17.5446,139.426,24
Gangam,718,gng,ngan1299,aa,Ngangam,gng,language,Africa,10.2523,0.70509,39
Gangulu,2802,gnl,gang1268,er,Gangulu,gnl,language,Australia,-22.7637,149.416,22
Ganulu,2803,gnl,gang1268,er,Gangulu,gnl,language,Australia,-22.7637,149.416,18
Garadjari,879,gbd,kara1476,ph,Karadjeri,gbd,language,Australia,-18.6771,122.334,20
GARAWA,337,wrk,gara1269,upsid,Garrwa,wrk,language,Australia,-17.4504,137.72014,22
Garig,2670,ilg,gari1254,er,Garig,NA,dialect,Australia,NA,NA,24
Garingbal,2804,bzr,biri1256,er,Biri,bzr,language,Australia,-20.1494,146.67,18
Garlali,2767,gll,kala1380,er,Kalali,gll,dialect,Australia,NA,NA,21
Garo,1723,grt,garo1247,ra,Garo,grt,language,Eurasia,25.2954,90.462,47
Garo,24,grt,garo1247,spa,Garo,grt,language,Eurasia,25.2954,90.462,47
Garrwa,2645,wrk,gara1269,er,Garrwa,wrk,language,Australia,-17.4504,137.72014,17
Gavar,1577,gou,gava1241,gm,Gavar,gou,language,Africa,10.5603,13.8188,55
Gavião do Jiparaná,2080,gvo,gavi1246,saphon,Gavião Do Jiparaná,gvo,language,South America,-10.7235,-61.6752,29
Gavião do Pará,1958,gvp,para1315,saphon,Pará-Maranhão Gavião,gvp,language,South America,-4.91161,-49.0217,21
Gayo,1052,gay,gayo1244,ph,Gayo,gay,language,Papunesia,4.3733,97.3456,27
Gban,1562,ggu,gagu1242,gm,Gban,ggu,language,Africa,6.40859,-5.51851,36
Gbari,880,gby,gbar1246,ph,Gbari,gby,language,Africa,8.46411,7.10757,31
Gbaya,719,gya,nort2775,aa,Northwest Gbaya,gya,language,Africa,5.9503,15.2569,98
Gbaya,720,gbp,gbay1287,aa,Gbaya-Bossangoa,gbp,language,Africa,6.61896,17.645,98
gbesi,1282,gbs,gbes1238,gm,Gbesi Gbe,gbs,language,Africa,6.55911,2.0269,47
Gbeya,148,gbp,gbay1287,spa,Gbaya-Bossangoa,gbp,language,Africa,6.61896,17.645,45
GBEYA,338,gbp,gbay1287,upsid,Gbaya-Bossangoa,gbp,language,Africa,6.61896,17.645,43
Gechode,1302,acd,giky1238,gm,Gikyode,acd,language,Africa,8.39478,0.56975,51
GELAO,340,gqu,qaua1234,upsid,Central Gelao-Qau,gqu,language,Eurasia,26.155438,106.16455,43
Genyanga,1303,ayg,giny1241,gm,Ginyanga,ayg,language,Africa,8.2327,0.98348,53
georgian,2183,kat,nucl1302,uz,Georgian,kat,language,Eurasia,41.850397,43.78613,33
Georgian,2428,kat,nucl1302,ea,Georgian,kat,language,Eurasia,41.850397,43.78613,68
Georgian,5,kat,nucl1302,spa,Georgian,kat,language,Eurasia,41.850397,43.78613,68
GEORGIAN,390,kat,nucl1302,upsid,Georgian,kat,language,Eurasia,41.850397,43.78613,34
German,161,deu,stan1295,spa,German,deu,language,Eurasia,48.649,12.4676,119
German,2184,deu,stan1295,uz,German,deu,language,Eurasia,48.649,12.4676,119
GERMAN,304,deu,stan1295,upsid,German,deu,language,Eurasia,48.649,12.4676,41
Gɛn-mina,722,gej,genn1243,aa,Gen,gej,language,Africa,6.25971,1.67727,84
Gɛn-mina,721,gej,genn1243,aa,Gen,gej,language,Africa,6.25971,1.67727,84
Gidabal,2713,gih,gida1240,er,Gidabal,NA,dialect,Australia,NA,NA,21
Gilyak,194,niv,gily1242,spa,Amur Nivkh,niv,language,Eurasia,52.59,140.681,44
Gimira,1477,bcq,benc1235,gm,Bench,bcq,language,Africa,7.04682,35.7673,56
Giryama,1589,nyf,giry1241,gm,Giryama,nyf,language,Africa,-3.30638,39.6648,47
Gisiga,1624,gis,nort3047,gm,North Giziga,gis,language,Africa,10.6755,14.219,37
Glavda,1543,glw,glav1244,gm,Glavda,glw,language,Africa,11.1334,13.8652,43
gLo Tibetan,2263,loy,lowa1242,ea,Lowa,loy,language,Eurasia,29.0324,83.8959,43
Goajiro,109,guc,wayu1243,spa,Wayuu,guc,language,South America,11.395566,-72.199791,46
Godié,723,god,godi1239,aa,Godié,god,language,Africa,5.3944,-5.82696,42
Godoberi,2565,gdo,ghod1238,ea,Godoberi,gdo,language,Eurasia,42.7428,46.2252,66
Goggot,1457,gru,kist1241,gm,Kistane,gru,language,Africa,8.33561,38.4763,41
Gojri,1724,gju,guja1253,ra,Gujari,gju,language,Eurasia,33.7,75.11,57
Gojri; Gujari; Gujar,1112,gju,guja1253,ph,Gujari,gju,language,Eurasia,33.7,75.11,50
Golin,881,gvf,goli1247,ph,Golin,gvf,language,Papunesia,-6.2249,144.8505,23
Gonja,724,gjn,gonj1241,aa,Gonja,gjn,language,Africa,8.48801,-0.72757,39
Gooniyandi,2631,gni,goon1238,er,Gooniyandi,gni,language,Australia,-18.4073,126.351,23
Goreng,2866,xgg,gore1235,er,Goreng,xgg,dialect,Australia,NA,NA,22
Gorum,2364,pcj,pare1266,ea,Gorum-Parenga,pcj,language,Eurasia,19.075,83.9723,26
Gouro,1605,goa,guro1248,gm,Guro,goa,language,Africa,7.34954,-6.31154,57
Grebo,725,gbo,nort2810,aa,Northern Grebo,gbo,language,Africa,5.17103,-8.1409,36
Greek,2186,ell,mode1248,uz,Modern Greek,ell,language,Eurasia,38.36,23.13,93
Greek,2187,ell,mode1248,uz,Modern Greek,ell,language,Eurasia,38.36,23.13,93
GREEK,318,ell,mode1248,upsid,Modern Greek,ell,language,Eurasia,38.36,23.13,26
greek Thrace Xoraxane Romane,2228,rmy,vlax1238,uz,Vlax Romani,rmy,language,Eurasia,46.09,18.16,39
gSerpa,2553,adx,amdo1237,ea,Amdo Tibetan,adx,language,Eurasia,34.5177,100.485,58
Gtaʔ,2435,gaq,gata1239,ea,Gata',gaq,language,Eurasia,18.6076,82.984,40
Gu'de,1578,gde,gude1246,gm,Gude,gde,language,Africa,10.2138,13.403,36
Guahibo,1911,guh,guah1255,saphon,Guahibo,guh,language,South America,5.81736,-68.9839,35
GUAHIBO,346,guh,guah1255,upsid,Guahibo,guh,language,South America,5.81736,-68.9839,29
Guajá,2081,gvj,guaj1256,saphon,Guajá,gvj,language,South America,-3.93574,-46.3683,24
Guajajara,882,gub,guaj1255,ph,Guajajára,gub,dialect,South America,-4.69461,-45.7081,21
Guajajára,2082,gub,guaj1255,saphon,Guajajára,gub,dialect,South America,-4.69461,-45.7081,22
