ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,Item_ZhuyinFuhao
1,20,6,932,1,15,1,zhvn1,Zyn1,ㄓㄩㄣ
1,8,6,876,1,1250,1,zhvn1,Zyn1,ㄓㄩㄣ
1,1,1,107,0,521,1,zhvn1,Zyn1,ㄓㄩㄣ
1,2,10,1451,0,745,1,zhvn1,Zyn1,ㄓㄩㄣ
1,22,1,96,1,3127,1,zhvn1,Zyn1,ㄓㄩㄣ
2,22,6,910,0,1735,1,tvi3,Tyei3,ㄊㄩㄟˇ
2,2,1,17,0,1702,1,tvi3,Tyei3,ㄊㄩㄟˇ
2,20,7,969,1,239,1,tvi3,Tyei3,ㄊㄩㄟˇ
2,8,5,769,1,1549,1,tvi3,Tyei3,ㄊㄩㄟˇ
2,1,8,1210,0,514,1,tvi3,Tyei3,ㄊㄩㄟˇ
3,22,2,200,0,3230,1,mvn4,myn4,ㄇㄩㄣˋ
3,2,9,1373,0,995,1,mvn4,myn4,ㄇㄩㄣˋ
3,8,9,1439,1,775,1,mvn4,myn4,ㄇㄩㄣˋ
3,1,8,1274,0,1035,1,mvn4,myn4,ㄇㄩㄣˋ
3,20,1,104,1,483,1,mvn4,myn4,ㄇㄩㄣˋ
4,8,4,578,1,1972,1,niong3,nioN3,ㄋㄩㄥˇ
4,2,6,906,0,670,1,niong3,nioN3,ㄋㄩㄥˇ
4,1,1,35,0,1395,1,niong3,nioN3,ㄋㄩㄥˇ
4,22,4,634,0,2072,1,niong3,nioN3,ㄋㄩㄥˇ
4,20,10,1552,1,179,1,niong3,nioN3,ㄋㄩㄥˇ
5,20,4,598,1,201,1,shia2,Sia2,ㄕㄧㄚˊ
5,22,6,874,0,2645,1,shia2,Sia2,ㄕㄧㄚˊ
5,1,2,192,0,966,1,shia2,Sia2,ㄕㄧㄚˊ
5,2,3,420,0,2352,1,shia2,Sia2,ㄕㄧㄚˊ
5,8,8,1171,1,772,1,shia2,Sia2,ㄕㄧㄚˊ
6,1,5,760,0,821,1,qua4,qua4,ㄑㄨㄚˋ
6,2,8,1189,0,1029,1,qua4,qua4,ㄑㄨㄚˋ
6,8,6,919,1,839,1,qua4,qua4,ㄑㄨㄚˋ
6,22,7,1102,0,2061,1,qua4,qua4,ㄑㄨㄚˋ
6,20,5,665,1,58,1,qua4,qua4,ㄑㄨㄚˋ
7,2,4,539,0,3332,1,mue3,mu^3,ㄇㄨㄜˇ
7,22,2,315,0,1873,1,mue3,mu^3,ㄇㄨㄜˇ
7,1,7,1062,0,839,1,mue3,mu^3,ㄇㄨㄜˇ
7,8,6,959,0,843,1,mue3,mu^3,ㄇㄨㄜˇ
7,20,9,1390,1,49,1,mue3,mu^3,ㄇㄨㄜˇ
8,22,2,296,0,2089,1,tv1,Ty1,ㄊㄩ
8,20,9,1363,1,149,1,tv1,Ty1,ㄊㄩ
8,8,8,1275,1,554,1,tv1,Ty1,ㄊㄩ
8,2,6,816,0,786,1,tv1,Ty1,ㄊㄩ
8,1,5,675,0,1000,1,tv1,Ty1,ㄊㄩ
9,20,8,1250,1,8,1,niong2,nioN2,ㄋㄩㄥˊ
9,2,6,805,0,768,1,niong2,nioN2,ㄋㄩㄥˊ
9,1,10,1535,0,1107,1,niong2,nioN2,ㄋㄩㄥˊ
9,8,6,927,1,1245,1,niong2,nioN2,ㄋㄩㄥˊ
9,22,6,867,0,2577,1,niong2,nioN2,ㄋㄩㄥˊ
10,20,3,476,1,187,1,qvai3,qyai3,ㄑㄩㄞˇ
10,1,1,6,0,1362,1,qvai3,qyai3,ㄑㄩㄞˇ
10,8,10,1572,0,394,1,qvai3,qyai3,ㄑㄩㄞˇ
10,22,8,1124,0,1021,1,qvai3,qyai3,ㄑㄩㄞˇ
10,2,6,864,0,1578,1,qvai3,qyai3,ㄑㄩㄞˇ
11,2,5,652,0,1417,1,puo1,Puo1,ㄆㄨㄛ
11,1,7,1020,0,631,1,puo1,Puo1,ㄆㄨㄛ
11,8,4,607,0,1166,1,puo1,Puo1,ㄆㄨㄛ
11,20,1,29,1,1073,1,puo1,Puo1,ㄆㄨㄛ
11,22,8,1267,0,478,1,puo1,Puo1,ㄆㄨㄛ
12,8,6,843,1,1174,1,zio3,cio3,ㄗㄧㄛˇ
12,20,6,865,1,264,1,zio3,cio3,ㄗㄧㄛˇ
12,1,8,1203,0,562,1,zio3,cio3,ㄗㄧㄛˇ
12,2,10,1480,0,908,1,zio3,cio3,ㄗㄧㄛˇ
12,22,10,1467,0,1246,1,zio3,cio3,ㄗㄧㄛˇ
13,1,7,976,0,514,1,qvo4,qyo4,ㄑㄩㄛˋ
13,2,6,811,0,890,1,qvo4,qyo4,ㄑㄩㄛˋ
13,8,2,305,0,2688,1,qvo4,qyo4,ㄑㄩㄛˋ
13,22,5,750,0,1833,1,qvo4,qyo4,ㄑㄩㄛˋ
13,20,5,702,1,40,1,qvo4,qyo4,ㄑㄩㄛˋ
14,22,1,140,0,2217,1,mv4,my4,ㄇㄩˋ
14,8,9,1289,0,701,1,mv4,my4,ㄇㄩˋ
14,1,8,1212,0,647,1,mv4,my4,ㄇㄩˋ
14,20,3,368,1,193,1,mv4,my4,ㄇㄩˋ
14,2,8,1174,0,622,1,mv4,my4,ㄇㄩˋ
15,1,5,739,0,440,1,yei4,iei4,ㄧㄟˋ
15,22,2,234,1,2564,1,yei4,iei4,ㄧㄟˋ
15,20,10,1565,1,55,1,yei4,iei4,ㄧㄟˋ
15,2,1,25,1,1366,1,yei4,iei4,ㄧㄟˋ
15,8,4,627,0,2144,1,yei4,iei4,ㄧㄟˋ
16,2,4,595,0,1759,1,kvo3,Kyo3,ㄎㄩㄛˇ
16,1,10,1510,0,349,1,kvo3,Kyo3,ㄎㄩㄛˇ
16,20,9,1292,1,203,1,kvo3,Kyo3,ㄎㄩㄛˇ
16,8,6,923,0,607,1,kvo3,Kyo3,ㄎㄩㄛˇ
16,22,8,1263,0,1278,1,kvo3,Kyo3,ㄎㄩㄛˇ
17,2,9,1323,0,781,1,sin3,sin3,ㄙㄧㄣˇ
17,1,10,1520,0,448,1,sin3,sin3,ㄙㄧㄣˇ
17,8,2,199,0,2107,1,sin3,sin3,ㄙㄧㄣˇ
17,22,1,35,0,1797,1,sin3,sin3,ㄙㄧㄣˇ
17,20,6,855,1,68,1,sin3,sin3,ㄙㄧㄣˇ
18,1,8,1148,0,880,1,biu2,piou2,ㄅㄧㄡˊ
18,22,9,1341,0,1461,1,biu2,piou2,ㄅㄧㄡˊ
18,20,2,271,1,84,1,biu2,piou2,ㄅㄧㄡˊ
18,2,10,1515,0,1551,1,biu2,piou2,ㄅㄧㄡˊ
18,8,9,1379,1,491,1,biu2,piou2,ㄅㄧㄡˊ
19,2,2,216,1,2422,1,mio3,mio3,ㄇㄧㄛˇ
19,22,1,103,0,2324,1,mio3,mio3,ㄇㄧㄛˇ
19,20,6,910,1,202,1,mio3,mio3,ㄇㄧㄛˇ
19,8,10,1556,0,647,1,mio3,mio3,ㄇㄧㄛˇ
19,1,1,86,0,889,1,mio3,mio3,ㄇㄧㄛˇ
20,8,6,934,0,619,1,quao1,quau1,ㄑㄨㄠ
20,2,9,1331,0,1792,1,quao1,quau1,ㄑㄨㄠ
20,22,8,1191,0,896,1,quao1,quau1,ㄑㄨㄠ
20,1,6,956,0,711,1,quao1,quau1,ㄑㄨㄠ
20,20,2,297,1,94,1,quao1,quau1,ㄑㄨㄠ
21,1,2,173,0,894,1,zhuai2,Zuai2,ㄓㄨㄞˊ
21,20,10,1489,1,401,1,zhuai2,Zuai2,ㄓㄨㄞˊ
21,22,8,1182,1,2753,1,zhuai2,Zuai2,ㄓㄨㄞˊ
21,8,3,421,0,1306,1,zhuai2,Zuai2,ㄓㄨㄞˊ
21,2,7,982,0,16,1,zhuai2,Zuai2,ㄓㄨㄞˊ
22,2,4,594,0,2453,1,mui4,mui4,ㄇㄨㄟˋ
22,8,3,400,0,2560,1,mui4,mui4,ㄇㄨㄟˋ
22,20,4,537,1,494,1,mui4,mui4,ㄇㄨㄟˋ
22,1,5,649,0,414,1,mui4,mui4,ㄇㄨㄟˋ
22,22,1,78,0,2315,1,mui4,mui4,ㄇㄨㄟˋ
23,8,2,216,1,2072,1,rvi2,ryei2,ㄖㄩㄟˊ
23,2,1,137,1,1354,1,rvi2,ryei2,ㄖㄩㄟˊ
23,22,4,613,1,1949,1,rvi2,ryei2,ㄖㄩㄟˊ
23,20,1,113,1,343,1,rvi2,ryei2,ㄖㄩㄟˊ
23,1,1,38,0,1824,1,rvi2,ryei2,ㄖㄩㄟˊ
24,22,10,1452,0,752,1,kiong1,KioN1,ㄎㄩㄥ
24,1,5,741,0,1236,1,kiong1,KioN1,ㄎㄩㄥ
24,20,6,849,1,232,1,kiong1,KioN1,ㄎㄩㄥ
24,2,2,210,1,1809,1,kiong1,KioN1,ㄎㄩㄥ
24,8,6,825,0,998,1,kiong1,KioN1,ㄎㄩㄥ
25,22,7,1062,0,1773,1,cvao4,Cyau4,ㄘㄩㄠˋ
25,1,6,884,0,573,1,cvao4,Cyau4,ㄘㄩㄠˋ
25,20,7,986,1,144,1,cvao4,Cyau4,ㄘㄩㄠˋ
25,8,8,1215,1,440,1,cvao4,Cyau4,ㄘㄩㄠˋ
25,2,9,1370,0,1528,1,cvao4,Cyau4,ㄘㄩㄠˋ
26,2,10,1565,0,2107,1,zue3,cu^3,ㄗㄨㄜˇ
26,22,4,575,0,2978,1,zue3,cu^3,ㄗㄨㄜˇ
26,1,1,73,0,1190,1,zue3,cu^3,ㄗㄨㄜˇ
26,8,9,1369,1,545,1,zue3,cu^3,ㄗㄨㄜˇ
26,20,6,926,1,35,1,zue3,cu^3,ㄗㄨㄜˇ
27,22,3,448,0,3365,1,ci3,Ci3,ㄘㄧˇ
27,2,2,233,1,1807,1,ci3,Ci3,ㄘㄧˇ
27,8,7,1060,1,797,1,ci3,Ci3,ㄘㄧˇ
27,1,2,257,0,1036,1,ci3,Ci3,ㄘㄧˇ
27,20,7,1081,1,157,1,ci3,Ci3,ㄘㄧˇ
28,8,2,200,0,1490,1,puang4,PuaN4,ㄆㄨㄤˋ
28,1,2,301,0,1965,1,puang4,PuaN4,ㄆㄨㄤˋ
28,20,6,943,1,13,1,puang4,PuaN4,ㄆㄨㄤˋ
28,22,2,186,1,2543,1,puang4,PuaN4,ㄆㄨㄤˋ
28,2,10,1470,0,759,1,puang4,PuaN4,ㄆㄨㄤˋ
29,20,9,1303,1,82,1,din1,tin1,ㄉㄧㄣ
29,2,4,494,0,1866,1,din1,tin1,ㄉㄧㄣ
29,8,2,249,1,1317,1,din1,tin1,ㄉㄧㄣ
29,1,4,548,1,1364,1,din1,tin1,ㄉㄧㄣ
29,22,8,1215,1,1171,1,din1,tin1,ㄉㄧㄣ
30,2,8,1195,0,794,1,tuai2,Tuai2,ㄊㄨㄞˊ
30,1,5,685,0,1124,1,tuai2,Tuai2,ㄊㄨㄞˊ
30,8,10,1493,1,868,1,tuai2,Tuai2,ㄊㄨㄞˊ
30,22,7,1019,0,2090,1,tuai2,Tuai2,ㄊㄨㄞˊ
30,20,8,1133,1,94,1,tuai2,Tuai2,ㄊㄨㄞˊ
31,1,7,1038,1,1211,1,ne2,n^2,ㄋㄜˊ
31,8,8,1132,1,1446,1,ne2,n^2,ㄋㄜˊ
31,20,10,1596,1,225,1,ne2,n^2,ㄋㄜˊ
31,22,2,231,0,1504,1,ne2,n^2,ㄋㄜˊ
31,2,6,819,0,675,1,ne2,n^2,ㄋㄜˊ
32,2,1,139,1,1071,1,jie1,ji^1,ㄐㄧㄜ
32,8,5,767,0,1168,1,jie1,ji^1,ㄐㄧㄜ
32,22,10,1511,0,753,1,jie1,ji^1,ㄐㄧㄜ
32,20,10,1582,1,236,1,jie1,ji^1,ㄐㄧㄜ
32,1,6,838,0,514,1,jie1,ji^1,ㄐㄧㄜ
33,2,4,530,0,746,1,fve2,fye2,ㄈㄩㄝˊ
33,22,5,693,0,2848,1,fve2,fye2,ㄈㄩㄝˊ
33,20,10,1455,1,46,1,fve2,fye2,ㄈㄩㄝˊ
33,8,5,648,0,825,1,fve2,fye2,ㄈㄩㄝˊ
33,1,8,1141,0,554,1,fve2,fye2,ㄈㄩㄝˊ
34,1,6,852,0,595,1,zhiu2,Ziou2,ㄓㄧㄡˊ
34,2,6,922,0,518,1,zhiu2,Ziou2,ㄓㄧㄡˊ
34,8,9,1286,0,675,1,zhiu2,Ziou2,ㄓㄧㄡˊ
34,20,5,713,1,11,1,zhiu2,Ziou2,ㄓㄧㄡˊ
34,22,10,1537,1,2362,1,zhiu2,Ziou2,ㄓㄧㄡˊ
35,8,9,1368,0,317,1,quang1,quaN1,ㄑㄨㄤ
35,22,5,791,0,2198,1,quang1,quaN1,ㄑㄨㄤ
35,1,7,1064,0,1252,1,quang1,quaN1,ㄑㄨㄤ
35,20,2,229,1,267,1,quang1,quaN1,ㄑㄨㄤ
35,2,1,156,1,2160,1,quang1,quaN1,ㄑㄨㄤ
36,1,9,1397,0,1087,1,quang2,quaN2,ㄑㄨㄤˊ
36,2,10,1526,0,817,1,quang2,quaN2,ㄑㄨㄤˊ
36,8,1,10,1,2487,1,quang2,quaN2,ㄑㄨㄤˊ
36,20,9,1385,1,147,1,quang2,quaN2,ㄑㄨㄤˊ
36,22,10,1447,0,652,1,quang2,quaN2,ㄑㄨㄤˊ
37,20,4,550,1,283,1,qe4,q^4,ㄑㄜˋ
37,1,7,964,0,857,1,qe4,q^4,ㄑㄜˋ
37,2,9,1314,0,820,1,qe4,q^4,ㄑㄜˋ
37,22,10,1450,0,609,1,qe4,q^4,ㄑㄜˋ
37,8,8,1147,0,763,1,qe4,q^4,ㄑㄜˋ
38,8,10,1452,1,871,1,diao2,tiau2,ㄉㄧㄠˊ
38,1,7,1084,0,965,1,diao2,tiau2,ㄉㄧㄠˊ
38,22,1,62,1,2657,1,diao2,tiau2,ㄉㄧㄠˊ
38,20,1,112,1,347,1,diao2,tiau2,ㄉㄧㄠˊ
38,2,2,211,0,1765,1,diao2,tiau2,ㄉㄧㄠˊ
39,8,8,1154,0,616,1,hvang3,hyaN3,ㄏㄩㄤˇ
39,1,6,818,0,553,1,hvang3,hyaN3,ㄏㄩㄤˇ
39,2,1,38,0,2177,1,hvang3,hyaN3,ㄏㄩㄤˇ
39,20,4,508,1,1845,1,hvang3,hyaN3,ㄏㄩㄤˇ
39,22,1,81,0,1554,1,hvang3,hyaN3,ㄏㄩㄤˇ
40,1,6,842,0,524,1,sv4,sy4,ㄙㄩˋ
40,22,1,8,1,1635,1,sv4,sy4,ㄙㄩˋ
40,8,10,1536,0,728,1,sv4,sy4,ㄙㄩˋ
40,20,1,118,1,144,1,sv4,sy4,ㄙㄩˋ
40,2,9,1345,0,1490,1,sv4,sy4,ㄙㄩˋ
41,20,2,202,1,60,1,svang3,syaN3,ㄙㄩㄤˇ
41,2,5,671,0,889,1,svang3,syaN3,ㄙㄩㄤˇ
41,1,5,713,0,737,1,svang3,syaN3,ㄙㄩㄤˇ
41,8,4,573,1,1978,1,svang3,syaN3,ㄙㄩㄤˇ
41,22,8,1193,0,715,1,svang3,syaN3,ㄙㄩㄤˇ
42,2,2,212,0,2711,1,riao3,riau3,ㄖㄧㄠˇ
42,1,4,519,0,1257,1,riao3,riau3,ㄖㄧㄠˇ
42,8,7,990,1,914,1,riao3,riau3,ㄖㄧㄠˇ
42,20,5,688,1,23,1,riao3,riau3,ㄖㄧㄠˇ
42,22,8,1130,1,1519,1,riao3,riau3,ㄖㄧㄠˇ
43,2,8,1241,1,1472,1,piei3,Piei3,ㄆㄧㄟˇ
43,20,5,680,1,2,1,piei3,Piei3,ㄆㄧㄟˇ
43,1,4,494,0,706,1,piei3,Piei3,ㄆㄧㄟˇ
43,8,2,192,1,1198,1,piei3,Piei3,ㄆㄧㄟˇ
43,22,5,642,0,871,1,piei3,Piei3,ㄆㄧㄟˇ
44,22,1,158,1,2899,1,king1,KiN1,ㄎㄧㄥ
44,8,9,1309,0,768,1,king1,KiN1,ㄎㄧㄥ
44,2,10,1527,0,935,1,king1,KiN1,ㄎㄧㄥ
44,1,1,44,0,1029,1,king1,KiN1,ㄎㄧㄥ
44,20,7,1099,1,14,1,king1,KiN1,ㄎㄧㄥ
45,1,10,1558,0,975,1,zhia3,Zia3,ㄓㄧㄚˇ
45,20,8,1247,1,9,1,zhia3,Zia3,ㄓㄧㄚˇ
45,8,9,1292,0,929,1,zhia3,Zia3,ㄓㄧㄚˇ
45,2,3,479,0,7,1,zhia3,Zia3,ㄓㄧㄚˇ
45,22,2,258,0,3050,1,zhia3,Zia3,ㄓㄧㄚˇ
46,2,6,949,0,737,1,siai2,siai2,ㄙㄧㄞˊ
46,8,5,726,0,1900,1,siai2,siai2,ㄙㄧㄞˊ
46,20,3,387,1,237,1,siai2,siai2,ㄙㄧㄞˊ
46,1,8,1226,0,393,1,siai2,siai2,ㄙㄧㄞˊ
46,22,1,87,0,2049,1,siai2,siai2,ㄙㄧㄞˊ
47,20,7,1061,1,178,1,jvou4,jyou4,ㄐㄩㄡˋ
47,8,6,817,0,820,1,jvou4,jyou4,ㄐㄩㄡˋ
47,1,10,1540,0,406,1,jvou4,jyou4,ㄐㄩㄡˋ
47,22,6,884,1,2701,1,jvou4,jyou4,ㄐㄩㄡˋ
47,2,4,584,0,1854,1,jvou4,jyou4,ㄐㄩㄡˋ
48,20,10,1529,1,140,1,pvn3,Pyn3,ㄆㄩㄣˇ
48,22,6,907,0,2446,1,pvn3,Pyn3,ㄆㄩㄣˇ
48,8,3,335,0,1382,1,pvn3,Pyn3,ㄆㄩㄣˇ
48,1,4,500,0,884,1,pvn3,Pyn3,ㄆㄩㄣˇ
48,2,2,186,0,2736,1,pvn3,Pyn3,ㄆㄩㄣˇ
49,8,7,1021,1,356,1,siao4,siau4,ㄙㄧㄠˋ
49,1,8,1191,0,466,1,siao4,siau4,ㄙㄧㄠˋ
49,20,2,168,1,231,1,siao4,siau4,ㄙㄧㄠˋ
49,22,2,305,1,3331,1,siao4,siau4,ㄙㄧㄠˋ
49,2,9,1358,0,1704,1,siao4,siau4,ㄙㄧㄠˋ
50,2,3,354,0,1292,1,die4,ti^4,ㄉㄧㄜˋ
50,1,9,1283,0,463,1,die4,ti^4,ㄉㄧㄜˋ
50,20,10,1448,1,240,1,die4,ti^4,ㄉㄧㄜˋ
50,22,10,1581,0,643,1,die4,ti^4,ㄉㄧㄜˋ
50,8,4,522,0,2376,1,die4,ti^4,ㄉㄧㄜˋ
51,22,5,663,0,1290,1,hiong1,hyoN1,ㄏㄩㄥ
51,8,5,799,0,1476,1,hiong1,hyoN1,ㄏㄩㄥ
51,20,4,541,1,354,1,hiong1,hyoN1,ㄏㄩㄥ
51,1,1,141,0,1497,1,hiong1,hyoN1,ㄏㄩㄥ
51,2,2,179,1,1069,1,hiong1,hyoN1,ㄏㄩㄥ
52,2,2,177,1,1952,1,mong3,muoN3,ㄇㄨㄥˇ
52,22,6,906,1,2306,1,mong3,muoN3,ㄇㄨㄥˇ
52,1,7,1017,0,1164,1,mong3,muoN3,ㄇㄨㄥˇ
52,20,10,1454,1,72,1,mong3,muoN3,ㄇㄨㄥˇ
52,8,8,1172,1,937,1,mong3,muoN3,ㄇㄨㄥˇ
53,1,3,352,0,768,1,fvang4,fyaN4,ㄈㄩㄤˋ
53,8,5,703,0,896,1,fvang4,fyaN4,ㄈㄩㄤˋ
53,22,4,597,0,2095,1,fvang4,fyaN4,ㄈㄩㄤˋ
53,2,1,123,0,2701,1,fvang4,fyaN4,ㄈㄩㄤˋ
53,20,7,1056,1,18,1,fvang4,fyaN4,ㄈㄩㄤˋ
54,22,3,331,1,1500,1,shia4,Sia4,ㄕㄧㄚˋ
54,20,1,89,1,253,1,shia4,Sia4,ㄕㄧㄚˋ
54,1,6,941,0,1089,1,shia4,Sia4,ㄕㄧㄚˋ
54,8,8,1239,0,1168,1,shia4,Sia4,ㄕㄧㄚˋ
54,2,2,224,0,2660,1,shia4,Sia4,ㄕㄧㄚˋ
55,20,8,1249,1,244,1,gvai1,kyai1,ㄍㄩㄞ
55,8,2,309,1,2589,1,gvai1,kyai1,ㄍㄩㄞ
55,22,4,589,1,1864,1,gvai1,kyai1,ㄍㄩㄞ
55,2,7,1006,0,1572,1,gvai1,kyai1,ㄍㄩㄞ
55,1,2,298,0,1483,1,gvai1,kyai1,ㄍㄩㄞ
56,8,8,1253,1,752,1,hva2,hya2,ㄏㄩㄚˊ
56,20,9,1367,1,107,1,hva2,hya2,ㄏㄩㄚˊ
56,22,2,284,0,2532,1,hva2,hya2,ㄏㄩㄚˊ
56,2,4,580,0,3079,1,hva2,hya2,ㄏㄩㄚˊ
56,1,6,957,0,1496,1,hva2,hya2,ㄏㄩㄚˊ
57,22,7,969,0,1437,1,dvo2,tyo2,ㄉㄩㄛˊ
57,8,4,632,0,2438,1,dvo2,tyo2,ㄉㄩㄛˊ
57,2,3,444,0,1271,1,dvo2,tyo2,ㄉㄩㄛˊ
57,20,3,473,1,152,1,dvo2,tyo2,ㄉㄩㄛˊ
57,1,5,755,0,454,1,dvo2,tyo2,ㄉㄩㄛˊ
58,1,7,1021,0,750,1,gian1,ki[n1,ㄍㄧㄢ
58,22,9,1323,0,953,1,gian1,ki[n1,ㄍㄧㄢ
58,20,6,826,1,409,1,gian1,ki[n1,ㄍㄧㄢ
58,8,9,1330,0,666,1,gian1,ki[n1,ㄍㄧㄢ
58,2,1,41,0,1607,1,gian1,ki[n1,ㄍㄧㄢ
59,2,1,23,0,1495,1,kvi1,Kyei1,ㄎㄩㄟ
59,22,6,893,0,1457,1,kvi1,Kyei1,ㄎㄩㄟ
59,8,9,1344,0,999,1,kvi1,Kyei1,ㄎㄩㄟ
59,1,4,605,0,259,1,kvi1,Kyei1,ㄎㄩㄟ
59,20,3,395,1,199,1,kvi1,Kyei1,ㄎㄩㄟ
60,20,7,996,1,110,1,fio3,fio3,ㄈㄧㄛˇ
60,2,8,1251,0,1250,1,fio3,fio3,ㄈㄧㄛˇ
60,1,7,974,0,566,1,fio3,fio3,ㄈㄧㄛˇ
60,22,9,1397,0,1314,1,fio3,fio3,ㄈㄧㄛˇ
60,8,4,587,0,2167,1,fio3,fio3,ㄈㄧㄛˇ
61,1,9,1312,0,493,1,tvai4,Tyai4,ㄊㄩㄞˋ
61,22,4,496,0,1687,1,tvai4,Tyai4,ㄊㄩㄞˋ
61,20,9,1335,1,246,1,tvai4,Tyai4,ㄊㄩㄞˋ
61,8,5,715,1,1669,1,tvai4,Tyai4,ㄊㄩㄞˋ
61,2,4,488,0,706,1,tvai4,Tyai4,ㄊㄩㄞˋ
62,22,7,1090,1,2318,1,luou4,luou4,ㄌㄨㄡˋ
62,8,5,680,1,1451,1,luou4,luou4,ㄌㄨㄡˋ
62,1,3,335,0,1400,1,luou4,luou4,ㄌㄨㄡˋ
62,20,2,217,1,28,1,luou4,luou4,ㄌㄨㄡˋ
62,2,9,1282,0,904,1,luou4,luou4,ㄌㄨㄡˋ
63,1,9,1439,0,539,1,tiei1,Tiei1,ㄊㄧㄟ
63,2,9,1365,0,849,1,tiei1,Tiei1,ㄊㄧㄟ
63,8,9,1327,0,1026,1,tiei1,Tiei1,ㄊㄧㄟ
63,20,9,1326,1,71,1,tiei1,Tiei1,ㄊㄧㄟ
63,22,6,830,1,2036,1,tiei1,Tiei1,ㄊㄧㄟ
64,8,9,1399,0,1001,1,kue3,Kue3,ㄎㄨㄝˇ
64,2,8,1197,0,956,1,kue3,Kue3,ㄎㄨㄝˇ
64,1,9,1365,0,1055,1,kue3,Kue3,ㄎㄨㄝˇ
64,20,9,1440,1,68,1,kue3,Kue3,ㄎㄨㄝˇ
64,22,8,1244,0,664,1,kue3,Kue3,ㄎㄨㄝˇ
65,2,8,1172,0,149,1,gei1,kei1,ㄍㄟ
65,20,7,1062,1,112,1,gei1,kei1,ㄍㄟ
65,1,10,1521,0,453,1,gei1,kei1,ㄍㄟ
65,8,10,1522,0,837,1,gei1,kei1,ㄍㄟ
65,22,4,489,0,1964,1,gei1,kei1,ㄍㄟ
66,8,4,508,1,1643,1,lvi2,lyei2,ㄌㄩㄟˊ
66,1,7,1045,0,640,1,lvi2,lyei2,ㄌㄩㄟˊ
66,20,2,238,1,8,1,lvi2,lyei2,ㄌㄩㄟˊ
66,22,10,1454,0,701,1,lvi2,lyei2,ㄌㄩㄟˊ
66,2,10,1490,0,2646,1,lvi2,lyei2,ㄌㄩㄟˊ
67,20,2,197,1,287,1,quou2,quou2,ㄑㄨㄡˊ
67,1,9,1388,0,1216,1,quou2,quou2,ㄑㄨㄡˊ
67,2,3,473,0,1050,1,quou2,quou2,ㄑㄨㄡˊ
67,22,8,1170,1,1752,1,quou2,quou2,ㄑㄨㄡˊ
67,8,10,1521,0,693,1,quou2,quou2,ㄑㄨㄡˊ
68,8,7,1091,0,1729,1,jvou1,jyou1,ㄐㄩㄡ
68,22,6,945,1,2494,1,jvou1,jyou1,ㄐㄩㄡ
68,1,10,1554,0,468,1,jvou1,jyou1,ㄐㄩㄡ
68,20,4,573,1,246,1,jvou1,jyou1,ㄐㄩㄡ
68,2,10,1525,0,911,1,jvou1,jyou1,ㄐㄩㄡ
69,22,3,340,0,2924,1,zvang2,cyaN2,ㄗㄩㄤˊ
69,20,4,615,1,103,1,zvang2,cyaN2,ㄗㄩㄤˊ
69,2,5,641,0,939,1,zvang2,cyaN2,ㄗㄩㄤˊ
69,1,9,1301,0,253,1,zvang2,cyaN2,ㄗㄩㄤˊ
69,8,3,462,0,1646,1,zvang2,cyaN2,ㄗㄩㄤˊ
70,1,8,1185,0,625,1,sv1,sy1,ㄙㄩ
70,8,1,142,0,1246,1,sv1,sy1,ㄙㄩ
70,2,7,1033,0,793,1,sv1,sy1,ㄙㄩ
70,20,2,315,1,241,1,sv1,sy1,ㄙㄩ
70,22,9,1287,0,829,1,sv1,sy1,ㄙㄩ
71,2,7,992,0,781,1,mvang3,myaN3,ㄇㄩㄤˇ
71,1,5,770,0,1521,1,mvang3,myaN3,ㄇㄩㄤˇ
71,20,8,1241,1,153,1,mvang3,myaN3,ㄇㄩㄤˇ
71,22,10,1491,0,2499,1,mvang3,myaN3,ㄇㄩㄤˇ
71,8,3,422,0,810,1,mvang3,myaN3,ㄇㄩㄤˇ
72,2,3,396,0,1361,1,ja2,ja2,ㄐㄚˊ
72,1,3,409,0,703,1,ja2,ja2,ㄐㄚˊ
72,20,5,718,1,270,1,ja2,ja2,ㄐㄚˊ
72,22,9,1301,0,1061,1,ja2,ja2,ㄐㄚˊ
72,8,7,993,0,1211,1,ja2,ja2,ㄐㄚˊ
73,2,3,427,0,1529,1,shvi4,Syei4,ㄕㄩㄟˋ
73,8,7,1029,1,256,1,shvi4,Syei4,ㄕㄩㄟˋ
73,20,3,431,1,275,1,shvi4,Syei4,ㄕㄩㄟˋ
73,1,4,511,0,849,1,shvi4,Syei4,ㄕㄩㄟˋ
73,22,4,534,1,1552,1,shvi4,Syei4,ㄕㄩㄟˋ
74,2,10,1533,1,1207,1,nang1,naN1,ㄋㄤ
74,8,8,1273,1,425,1,nang1,naN1,ㄋㄤ
74,22,6,801,0,928,1,nang1,naN1,ㄋㄤ
74,1,6,819,1,1350,1,nang1,naN1,ㄋㄤ
74,20,7,1059,1,37,1,nang1,naN1,ㄋㄤ
75,2,1,26,1,1387,1,ke3,Ke3,ㄎㄝˇ
75,20,10,1460,1,78,1,ke3,Ke3,ㄎㄝˇ
75,22,3,391,0,1799,1,ke3,Ke3,ㄎㄝˇ
75,8,6,880,0,1388,1,ke3,Ke3,ㄎㄝˇ
75,1,7,1090,0,638,1,ke3,Ke3,ㄎㄝˇ
