ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII,Item_ZhuyinFuhao
1501,2,1,124,0,1735,1,cvou3,Cyou3,ㄘㄩㄡˇ
1501,20,2,198,1,29,1,cvou3,Cyou3,ㄘㄩㄡˇ
1502,8,2,195,0,2062,1,bve1,py^1,ㄅㄩㄜ
1502,2,10,1590,0,744,1,bve1,py^1,ㄅㄩㄜ
1502,1,1,77,0,667,1,bve1,py^1,ㄅㄩㄜ
1502,20,3,469,1,53,1,bve1,py^1,ㄅㄩㄜ
1502,22,5,643,0,873,1,bve1,py^1,ㄅㄩㄜ
1503,2,6,904,0,791,1,zhiao3,Ziau3,ㄓㄧㄠˇ
1503,22,8,1206,0,583,1,zhiao3,Ziau3,ㄓㄧㄠˇ
1503,8,5,685,1,3438,1,zhiao3,Ziau3,ㄓㄧㄠˇ
1503,1,1,28,0,1266,1,zhiao3,Ziau3,ㄓㄧㄠˇ
1503,20,2,170,1,219,1,zhiao3,Ziau3,ㄓㄧㄠˇ
1504,8,3,453,1,2050,1,gvang1,kyaN1,ㄍㄩㄤ
1504,2,8,1162,0,917,1,gvang1,kyaN1,ㄍㄩㄤ
1504,20,9,1343,1,187,1,gvang1,kyaN1,ㄍㄩㄤ
1504,1,9,1329,0,371,1,gvang1,kyaN1,ㄍㄩㄤ
1504,22,5,673,0,2520,1,gvang1,kyaN1,ㄍㄩㄤ
1505,2,10,1485,0,687,1,rai2,rai2,ㄖㄞˊ
1505,20,5,677,1,18,1,rai2,rai2,ㄖㄞˊ
1505,8,3,342,0,1357,1,rai2,rai2,ㄖㄞˊ
1505,1,2,241,0,925,1,rai2,rai2,ㄖㄞˊ
1505,22,3,441,0,1150,1,rai2,rai2,ㄖㄞˊ
1506,2,7,1105,0,1286,1,fiang1,fiaN1,ㄈㄧㄤ
1506,1,4,632,0,990,1,fiang1,fiaN1,ㄈㄧㄤ
1506,8,6,914,1,960,1,fiang1,fiaN1,ㄈㄧㄤ
1506,20,7,1098,1,88,1,fiang1,fiaN1,ㄈㄧㄤ
1506,22,7,1066,0,1978,1,fiang1,fiaN1,ㄈㄧㄤ
1507,20,5,721,1,102,1,cua4,Cua4,ㄘㄨㄚˋ
1507,2,9,1397,0,730,1,cua4,Cua4,ㄘㄨㄚˋ
1507,22,3,366,0,2684,1,cua4,Cua4,ㄘㄨㄚˋ
1507,1,10,1572,0,2832,1,cua4,Cua4,ㄘㄨㄚˋ
1507,8,7,1082,1,951,1,cua4,Cua4,ㄘㄨㄚˋ
1508,1,10,1451,0,513,1,bvi1,pyei1,ㄅㄩㄟ
1508,8,8,1135,0,1181,1,bvi1,pyei1,ㄅㄩㄟ
1508,2,2,218,0,1532,1,bvi1,pyei1,ㄅㄩㄟ
1508,20,8,1154,1,239,1,bvi1,pyei1,ㄅㄩㄟ
1508,22,3,449,0,3369,1,bvi1,pyei1,ㄅㄩㄟ
1509,2,7,988,0,873,1,pia1,Pia1,ㄆㄧㄚ
1509,1,9,1371,1,2408,1,pia1,Pia1,ㄆㄧㄚ
1509,22,1,42,1,2569,1,pia1,Pia1,ㄆㄧㄚ
1509,20,5,777,1,58,1,pia1,Pia1,ㄆㄧㄚ
1509,8,1,97,1,1515,1,pia1,Pia1,ㄆㄧㄚ
1510,20,10,1511,1,55,1,fva2,fya2,ㄈㄩㄚˊ
1510,2,5,704,0,590,1,fva2,fya2,ㄈㄩㄚˊ
1510,22,10,1584,0,655,1,fva2,fya2,ㄈㄩㄚˊ
1510,8,2,250,0,1123,1,fva2,fya2,ㄈㄩㄚˊ
1510,1,3,332,0,1405,1,fva2,fya2,ㄈㄩㄚˊ
1511,8,7,1031,1,377,1,liong2,lioN2,ㄌㄩㄥˊ
1511,2,8,1171,0,461,1,liong2,lioN2,ㄌㄩㄥˊ
1511,22,3,321,0,876,1,liong2,lioN2,ㄌㄩㄥˊ
1511,20,1,141,1,254,1,liong2,lioN2,ㄌㄩㄥˊ
1511,1,5,768,0,935,1,liong2,lioN2,ㄌㄩㄥˊ
1512,8,8,1216,1,537,1,huou4,huou4,ㄏㄨㄡˋ
1512,1,7,1119,0,805,1,huou4,huou4,ㄏㄨㄡˋ
1512,2,8,1123,0,995,1,huou4,huou4,ㄏㄨㄡˋ
1512,20,5,685,1,114,1,huou4,huou4,ㄏㄨㄡˋ
1512,22,6,840,0,2036,1,huou4,huou4,ㄏㄨㄡˋ
1513,20,8,1140,1,187,1,xuan4,xuan4,ㄒㄨㄢˋ
1513,2,1,138,1,2450,1,xuan4,xuan4,ㄒㄨㄢˋ
1513,22,2,232,1,2097,1,xuan4,xuan4,ㄒㄨㄢˋ
1513,1,1,67,0,2396,1,xuan4,xuan4,ㄒㄨㄢˋ
1513,8,2,291,1,1677,1,xuan4,xuan4,ㄒㄨㄢˋ
1514,1,3,326,0,961,1,qio4,qio4,ㄑㄧㄛˋ
1514,8,4,482,0,1922,1,qio4,qio4,ㄑㄧㄛˋ
1514,2,10,1495,0,1310,1,qio4,qio4,ㄑㄧㄛˋ
1514,22,8,1241,0,2238,1,qio4,qio4,ㄑㄧㄛˋ
1514,20,5,686,1,191,1,qio4,qio4,ㄑㄧㄛˋ
1515,20,7,1106,1,163,1,fvou3,fyou3,ㄈㄩㄡˇ
1515,8,6,931,0,897,1,fvou3,fyou3,ㄈㄩㄡˇ
1515,22,7,1032,0,1907,1,fvou3,fyou3,ㄈㄩㄡˇ
1515,1,5,717,0,1290,1,fvou3,fyou3,ㄈㄩㄡˇ
1515,2,5,746,0,771,1,fvou3,fyou3,ㄈㄩㄡˇ
1516,1,6,921,0,716,1,kva1,Kya1,ㄎㄩㄚ
1516,2,3,339,0,1014,1,kva1,Kya1,ㄎㄩㄚ
1516,8,8,1199,1,713,1,kva1,Kya1,ㄎㄩㄚ
1516,22,9,1435,0,771,1,kva1,Kya1,ㄎㄩㄚ
1516,20,6,908,1,3,1,kva1,Kya1,ㄎㄩㄚ
1517,8,9,1335,0,511,1,tvn2,Tyn2,ㄊㄩㄣˊ
1517,20,3,360,1,183,1,tvn2,Tyn2,ㄊㄩㄣˊ
1517,1,6,863,0,767,1,tvn2,Tyn2,ㄊㄩㄣˊ
1517,2,7,1025,0,926,1,tvn2,Tyn2,ㄊㄩㄣˊ
1517,22,10,1549,0,809,1,tvn2,Tyn2,ㄊㄩㄣˊ
1518,20,2,187,1,222,1,hiai4,hiai4,ㄏㄧㄞˋ
1518,8,4,591,1,1309,1,hiai4,hiai4,ㄏㄧㄞˋ
1518,22,3,368,0,2695,1,hiai4,hiai4,ㄏㄧㄞˋ
1518,1,2,182,0,1338,1,hiai4,hiai4,ㄏㄧㄞˋ
1518,2,3,332,0,1720,1,hiai4,hiai4,ㄏㄧㄞˋ
1519,2,3,474,0,402,1,guao3,kuau3,ㄍㄨㄠˇ
1519,1,2,227,0,604,1,guao3,kuau3,ㄍㄨㄠˇ
1519,22,3,471,0,2924,1,guao3,kuau3,ㄍㄨㄠˇ
1519,8,4,515,0,2190,1,guao3,kuau3,ㄍㄨㄠˇ
1519,20,5,786,1,21,1,guao3,kuau3,ㄍㄨㄠˇ
1520,1,8,1183,0,624,1,si1,si1,ㄙㄧ
1520,2,4,565,0,1279,1,si1,si1,ㄙㄧ
1520,20,10,1461,1,107,1,si1,si1,ㄙㄧ
1520,8,6,850,NA,NA,1,si1,si1,ㄙㄧ
1520,22,9,1319,0,711,1,si1,si1,ㄙㄧ
1521,2,2,290,1,1379,1,lui1,lui1,ㄌㄨㄟ
1521,22,4,517,0,615,1,lui1,lui1,ㄌㄨㄟ
1521,8,9,1354,0,243,1,lui1,lui1,ㄌㄨㄟ
1521,20,7,1036,1,48,1,lui1,lui1,ㄌㄨㄟ
1521,1,10,1564,0,446,1,lui1,lui1,ㄌㄨㄟ
1522,22,4,502,0,1187,1,chio1,zio1,ㄔㄧㄛ
1522,20,1,44,1,892,1,chio1,zio1,ㄔㄧㄛ
1522,1,5,763,0,1270,1,chio1,zio1,ㄔㄧㄛ
1522,2,9,1404,0,497,1,chio1,zio1,ㄔㄧㄛ
1522,8,1,33,1,1769,1,chio1,zio1,ㄔㄧㄛ
1523,20,8,1262,1,98,1,teng1,T^N1,ㄊㄥ
1523,1,3,462,0,644,1,teng1,T^N1,ㄊㄥ
1523,22,4,525,0,1246,1,teng1,T^N1,ㄊㄥ
1523,8,10,1548,0,422,1,teng1,T^N1,ㄊㄥ
1523,2,4,517,0,1359,1,teng1,T^N1,ㄊㄥ
1524,8,8,1218,1,388,1,ciu1,Ciou1,ㄘㄧㄡ
1524,2,7,1103,1,1263,1,ciu1,Ciou1,ㄘㄧㄡ
1524,22,8,1207,0,635,1,ciu1,Ciou1,ㄘㄧㄡ
1524,20,9,1321,1,231,1,ciu1,Ciou1,ㄘㄧㄡ
1524,1,3,478,0,695,1,ciu1,Ciou1,ㄘㄧㄡ
1525,22,4,512,0,854,1,tuang2,TuaN2,ㄊㄨㄤˊ
1525,1,9,1401,0,1103,1,tuang2,TuaN2,ㄊㄨㄤˊ
1525,20,4,639,1,134,1,tuang2,TuaN2,ㄊㄨㄤˊ
1525,8,7,1114,0,1423,1,tuang2,TuaN2,ㄊㄨㄤˊ
1525,2,5,773,0,1483,1,tuang2,TuaN2,ㄊㄨㄤˊ
1526,2,10,1508,0,622,1,kvao3,Kyau3,ㄎㄩㄠˇ
1526,8,7,961,1,1778,1,kvao3,Kyau3,ㄎㄩㄠˇ
1526,20,3,336,1,155,1,kvao3,Kyau3,ㄎㄩㄠˇ
1526,22,4,551,0,2920,1,kvao3,Kyau3,ㄎㄩㄠˇ
1526,1,6,937,0,388,1,kvao3,Kyau3,ㄎㄩㄠˇ
1527,8,7,1019,1,507,1,juai3,juai3,ㄐㄨㄞˇ
1527,22,8,1222,0,649,1,juai3,juai3,ㄐㄨㄞˇ
1527,1,4,628,0,934,1,juai3,juai3,ㄐㄨㄞˇ
1527,2,1,101,1,1709,1,juai3,juai3,ㄐㄨㄞˇ
1527,20,3,335,1,159,1,juai3,juai3,ㄐㄨㄞˇ
1528,1,1,101,1,1003,1,tin1,Tin1,ㄊㄧㄣ
1528,22,3,353,0,2001,1,tin1,Tin1,ㄊㄧㄣ
1528,2,3,380,0,1229,1,tin1,Tin1,ㄊㄧㄣ
1528,8,9,1383,0,468,1,tin1,Tin1,ㄊㄧㄣ
1528,20,4,627,1,65,1,tin1,Tin1,ㄊㄧㄣ
1529,22,8,1188,0,1539,1,zhio3,Zio3,ㄓㄧㄛˇ
1529,1,3,428,0,564,1,zhio3,Zio3,ㄓㄧㄛˇ
1529,2,9,1388,0,965,1,zhio3,Zio3,ㄓㄧㄛˇ
1529,8,10,1552,0,534,1,zhio3,Zio3,ㄓㄧㄛˇ
1529,20,8,1158,1,137,1,zhio3,Zio3,ㄓㄧㄛˇ
1530,22,10,1554,0,451,1,quang3,quaN3,ㄑㄨㄤˇ
1530,1,4,517,0,487,1,quang3,quaN3,ㄑㄨㄤˇ
1530,8,5,757,0,1038,1,quang3,quaN3,ㄑㄨㄤˇ
1530,20,5,729,1,61,1,quang3,quaN3,ㄑㄨㄤˇ
1530,2,7,1102,0,3038,1,quang3,quaN3,ㄑㄨㄤˇ
1531,20,6,820,1,422,1,hvao3,hyau3,ㄏㄩㄠˇ
1531,22,9,1311,0,620,1,hvao3,hyau3,ㄏㄩㄠˇ
1531,1,10,1531,0,278,1,hvao3,hyau3,ㄏㄩㄠˇ
1531,2,6,894,0,1490,1,hvao3,hyau3,ㄏㄩㄠˇ
1531,8,8,1222,0,688,1,hvao3,hyau3,ㄏㄩㄠˇ
1532,20,3,430,1,205,1,gvn3,kyn3,ㄍㄩㄣˇ
1532,22,7,966,0,1018,1,gvn3,kyn3,ㄍㄩㄣˇ
1532,2,2,309,0,1731,1,gvn3,kyn3,ㄍㄩㄣˇ
1532,1,4,504,0,528,1,gvn3,kyn3,ㄍㄩㄣˇ
1532,8,5,679,1,1690,1,gvn3,kyn3,ㄍㄩㄣˇ
1533,22,5,735,0,1966,1,juan3,juan3,ㄐㄨㄢˇ
1533,2,8,1169,0,734,1,juan3,juan3,ㄐㄨㄢˇ
1533,20,8,1125,1,119,1,juan3,juan3,ㄐㄨㄢˇ
1533,8,4,621,0,1414,1,juan3,juan3,ㄐㄨㄢˇ
1533,1,1,8,NA,NA,1,juan3,juan3,ㄐㄨㄢˇ
1534,8,9,1378,1,694,1,xve2,xy^2,ㄒㄩㄜˊ
1534,1,5,743,0,527,1,xve2,xy^2,ㄒㄩㄜˊ
1534,2,4,635,1,1049,1,xve2,xy^2,ㄒㄩㄜˊ
1534,22,8,1198,0,1252,1,xve2,xy^2,ㄒㄩㄜˊ
1534,20,5,759,1,56,1,xve2,xy^2,ㄒㄩㄜˊ
1535,22,5,721,0,2053,1,zie2,ci[2,ㄗㄧㄝˊ
1535,8,2,162,1,1315,1,zie2,ci[2,ㄗㄧㄝˊ
1535,2,1,112,0,1904,1,zie2,ci[2,ㄗㄧㄝˊ
1535,20,6,928,1,157,1,zie2,ci[2,ㄗㄧㄝˊ
1535,1,8,1260,0,481,1,zie2,ci[2,ㄗㄧㄝˊ
1536,8,9,1355,1,485,1,niei3,niei3,ㄋㄧㄟˇ
1536,2,3,345,0,1253,1,niei3,niei3,ㄋㄧㄟˇ
1536,1,1,94,0,1726,1,niei3,niei3,ㄋㄧㄟˇ
1536,20,3,466,1,48,1,niei3,niei3,ㄋㄧㄟˇ
1536,22,7,988,0,3421,1,niei3,niei3,ㄋㄧㄟˇ
1537,8,10,1475,0,1278,1,mou1,mou1,ㄇㄡ
1537,2,6,839,1,1550,1,mou1,mou1,ㄇㄡ
1537,20,9,1361,1,627,1,mou1,mou1,ㄇㄡ
1537,1,5,781,1,2298,1,mou1,mou1,ㄇㄡ
1537,22,10,1480,0,842,1,mou1,mou1,ㄇㄡ
1538,1,3,346,0,2551,1,rie4,ri^4,ㄖㄧㄜˋ
1538,22,3,459,1,2987,1,rie4,ri^4,ㄖㄧㄜˋ
1538,2,10,1595,0,467,1,rie4,ri^4,ㄖㄧㄜˋ
1538,20,10,1554,1,197,1,rie4,ri^4,ㄖㄧㄜˋ
1538,8,6,827,1,1337,1,rie4,ri^4,ㄖㄧㄜˋ
1539,8,5,665,0,989,1,nua2,nua2,ㄋㄨㄚˊ
1539,20,4,609,1,278,1,nua2,nua2,ㄋㄨㄚˊ
1539,1,9,1432,0,1253,1,nua2,nua2,ㄋㄨㄚˊ
1539,2,4,610,1,882,1,nua2,nua2,ㄋㄨㄚˊ
1539,22,4,583,0,787,1,nua2,nua2,ㄋㄨㄚˊ
1540,1,5,655,0,1773,1,jin2,jin2,ㄐㄧㄣˊ
1540,2,9,1357,0,1208,1,jin2,jin2,ㄐㄧㄣˊ
1540,22,10,1443,0,526,1,jin2,jin2,ㄐㄧㄣˊ
1540,8,5,741,0,1124,1,jin2,jin2,ㄐㄧㄣˊ
1540,20,6,845,1,170,1,jin2,jin2,ㄐㄧㄣˊ
1541,1,5,727,0,1105,1,chvi4,zyei4,ㄔㄩㄟˋ
1541,8,7,1077,0,737,1,chvi4,zyei4,ㄔㄩㄟˋ
1541,2,7,1027,0,1136,1,chvi4,zyei4,ㄔㄩㄟˋ
1541,22,8,1250,0,1438,1,chvi4,zyei4,ㄔㄩㄟˋ
1541,20,6,862,1,145,1,chvi4,zyei4,ㄔㄩㄟˋ
1542,8,1,123,1,1602,1,na1,na1,ㄋㄚ
1542,22,4,569,0,792,1,na1,na1,ㄋㄚ
1542,2,6,836,0,894,1,na1,na1,ㄋㄚ
1542,1,3,446,1,1125,1,na1,na1,ㄋㄚ
1542,20,7,1041,1,139,1,na1,na1,ㄋㄚ
1543,22,6,822,0,1074,1,lva1,lya1,ㄌㄩㄚ
1543,1,1,89,0,698,1,lva1,lya1,ㄌㄩㄚ
1543,20,8,1258,1,50,1,lva1,lya1,ㄌㄩㄚ
1543,2,8,1177,0,414,1,lva1,lya1,ㄌㄩㄚ
1543,8,4,599,0,1088,1,lva1,lya1,ㄌㄩㄚ
1544,20,6,940,1,130,1,ruai2,ruai2,ㄖㄨㄞˊ
1544,8,8,1144,0,959,1,ruai2,ruai2,ㄖㄨㄞˊ
1544,2,3,370,0,1883,1,ruai2,ruai2,ㄖㄨㄞˊ
1544,22,6,908,0,1038,1,ruai2,ruai2,ㄖㄨㄞˊ
1544,1,8,1189,0,918,1,ruai2,ruai2,ㄖㄨㄞˊ
1545,1,3,360,0,1091,1,fun4,fun4,ㄈㄨㄣˋ
1545,2,8,1150,0,896,1,fun4,fun4,ㄈㄨㄣˋ
1545,8,3,359,1,1443,1,fun4,fun4,ㄈㄨㄣˋ
1545,22,7,989,0,2659,1,fun4,fun4,ㄈㄨㄣˋ
1545,20,6,921,1,86,1,fun4,fun4,ㄈㄨㄣˋ
1546,20,7,994,1,181,1,pvi1,Pyei1,ㄆㄩㄟ
1546,22,4,615,0,1630,1,pvi1,Pyei1,ㄆㄩㄟ
1546,8,8,1124,1,1305,1,pvi1,Pyei1,ㄆㄩㄟ
1546,1,6,897,0,421,1,pvi1,Pyei1,ㄆㄩㄟ
1546,2,3,368,0,1764,1,pvi1,Pyei1,ㄆㄩㄟ
1547,8,6,804,0,639,1,zo4,co4,ㄗㄛˋ
1547,22,7,1075,1,1953,1,zo4,co4,ㄗㄛˋ
1547,20,9,1360,1,590,1,zo4,co4,ㄗㄛˋ
1547,2,3,338,0,2030,1,zo4,co4,ㄗㄛˋ
1547,1,3,379,0,893,1,zo4,co4,ㄗㄛˋ
1548,22,3,405,0,2898,1,fiei2,fiei2,ㄈㄧㄟˊ
1548,2,6,868,0,1466,1,fiei2,fiei2,ㄈㄧㄟˊ
1548,8,8,1128,1,1096,1,fiei2,fiei2,ㄈㄧㄟˊ
1548,20,5,644,1,167,1,fiei2,fiei2,ㄈㄧㄟˊ
1548,1,1,139,0,627,1,fiei2,fiei2,ㄈㄧㄟˊ
1549,8,7,1010,1,640,1,tiu4,Tiou4,ㄊㄧㄡˋ
1549,2,7,1024,0,1318,1,tiu4,Tiou4,ㄊㄧㄡˋ
1549,1,4,594,0,644,1,tiu4,Tiou4,ㄊㄧㄡˋ
1549,20,6,936,1,123,1,tiu4,Tiou4,ㄊㄧㄡˋ
1549,22,3,334,1,1792,1,tiu4,Tiou4,ㄊㄧㄡˋ
1550,20,6,805,1,17,1,shv4,Sy4,ㄕㄩˋ
1550,22,8,1252,0,1457,1,shv4,Sy4,ㄕㄩˋ
1550,8,1,5,0,1786,1,shv4,Sy4,ㄕㄩˋ
1550,1,4,520,0,1397,1,shv4,Sy4,ㄕㄩˋ
1550,2,5,720,0,2855,1,shv4,Sy4,ㄕㄩˋ
1551,20,8,1264,1,81,1,puo4,Puo4,ㄆㄨㄛˋ
1551,1,8,1268,0,735,1,puo4,Puo4,ㄆㄨㄛˋ
1551,8,3,322,1,2194,1,puo4,Puo4,ㄆㄨㄛˋ
1551,22,1,31,1,1861,1,puo4,Puo4,ㄆㄨㄛˋ
1551,2,10,1589,0,2760,1,puo4,Puo4,ㄆㄨㄛˋ
1552,2,1,37,0,1754,1,bvai4,pyai4,ㄅㄩㄞˋ
1552,20,2,298,1,111,1,bvai4,pyai4,ㄅㄩㄞˋ
1552,22,4,620,0,1485,1,bvai4,pyai4,ㄅㄩㄞˋ
1552,1,1,15,0,1784,1,bvai4,pyai4,ㄅㄩㄞˋ
1552,8,9,1373,0,597,1,bvai4,pyai4,ㄅㄩㄞˋ
1553,8,3,356,0,2141,1,pue3,Pue3,ㄆㄨㄝˇ
1553,22,9,1290,0,992,1,pue3,Pue3,ㄆㄨㄝˇ
1553,1,10,1516,0,450,1,pue3,Pue3,ㄆㄨㄝˇ
1553,20,6,833,1,529,1,pue3,Pue3,ㄆㄨㄝˇ
1553,2,9,1315,0,860,1,pue3,Pue3,ㄆㄨㄝˇ
1554,8,5,678,0,945,1,rian1,ri[n1,ㄖㄧㄢ
1554,20,4,527,1,481,1,rian1,ri[n1,ㄖㄧㄢ
1554,22,7,1058,0,1462,1,rian1,ri[n1,ㄖㄧㄢ
1554,2,7,1043,0,424,1,rian1,ri[n1,ㄖㄧㄢ
1554,1,2,194,0,1415,1,rian1,ri[n1,ㄖㄧㄢ
1555,22,10,1539,0,2255,1,lue1,lue1,ㄌㄨㄝ
1555,2,2,244,0,1432,1,lue1,lue1,ㄌㄨㄝ
1555,1,8,1215,0,947,1,lue1,lue1,ㄌㄨㄝ
1555,8,9,1418,0,974,1,lue1,lue1,ㄌㄨㄝ
1555,20,2,259,1,24,1,lue1,lue1,ㄌㄨㄝ
1556,20,2,190,1,155,1,qun3,qun3,ㄑㄨㄣˇ
1556,22,4,617,0,950,1,qun3,qun3,ㄑㄨㄣˇ
1556,2,7,1062,NA,NA,1,qun3,qun3,ㄑㄨㄣˇ
1556,1,6,883,0,704,1,qun3,qun3,ㄑㄨㄣˇ
1556,8,2,293,0,2264,1,qun3,qun3,ㄑㄨㄣˇ
1557,8,10,1496,0,1577,1,ping4,PiN4,ㄆㄧㄥˋ
1557,2,2,239,0,2454,1,ping4,PiN4,ㄆㄧㄥˋ
1557,22,9,1374,0,757,1,ping4,PiN4,ㄆㄧㄥˋ
1557,1,9,1319,0,25,1,ping4,PiN4,ㄆㄧㄥˋ
1557,20,3,419,1,204,1,ping4,PiN4,ㄆㄧㄥˋ
1558,2,5,653,0,745,1,svang4,syaN4,ㄙㄩㄤˋ
1558,20,3,321,1,588,1,svang4,syaN4,ㄙㄩㄤˋ
1558,1,3,422,0,593,1,svang4,syaN4,ㄙㄩㄤˋ
1558,22,7,1083,0,1647,1,svang4,syaN4,ㄙㄩㄤˋ
1558,8,6,910,1,722,1,svang4,syaN4,ㄙㄩㄤˋ
1559,2,5,754,0,1141,1,ciao3,Ciau3,ㄘㄧㄠˇ
1559,22,7,1011,0,2536,1,ciao3,Ciau3,ㄘㄧㄠˇ
1559,20,8,1233,1,268,1,ciao3,Ciau3,ㄘㄧㄠˇ
1559,8,7,963,1,859,1,ciao3,Ciau3,ㄘㄧㄠˇ
1559,1,8,1158,0,1032,1,ciao3,Ciau3,ㄘㄧㄠˇ
1560,1,4,570,0,970,1,fuao4,fuau4,ㄈㄨㄠˋ
1560,2,10,1509,0,653,1,fuao4,fuau4,ㄈㄨㄠˋ
1560,20,10,1471,1,150,1,fuao4,fuau4,ㄈㄨㄠˋ
1560,8,1,78,1,2011,1,fuao4,fuau4,ㄈㄨㄠˋ
1560,22,3,392,0,2144,1,fuao4,fuau4,ㄈㄨㄠˋ
1561,22,10,1558,0,889,1,ve3,y^3,ㄩㄜˇ
1561,8,9,1310,0,675,1,ve3,y^3,ㄩㄜˇ
1561,2,8,1127,0,3440,1,ve3,y^3,ㄩㄜˇ
1561,1,6,888,0,2201,1,ve3,y^3,ㄩㄜˇ
1561,20,1,152,1,72,1,ve3,y^3,ㄩㄜˇ
1562,22,6,819,1,2171,1,fiu2,fiou2,ㄈㄧㄡˊ
1562,1,1,128,0,850,1,fiu2,fiou2,ㄈㄧㄡˊ
1562,8,5,733,1,1298,1,fiu2,fiou2,ㄈㄧㄡˊ
1562,2,2,231,1,1992,1,fiu2,fiou2,ㄈㄧㄡˊ
1562,20,5,733,1,279,1,fiu2,fiou2,ㄈㄧㄡˊ
1563,22,4,580,1,2057,1,jei4,jei4,ㄐㄟˋ
1563,20,10,1562,1,261,1,jei4,jei4,ㄐㄟˋ
1563,2,6,870,0,2119,1,jei4,jei4,ㄐㄟˋ
1563,1,3,347,0,938,1,jei4,jei4,ㄐㄟˋ
1563,8,9,1416,0,852,1,jei4,jei4,ㄐㄟˋ
1564,2,6,814,0,593,1,dvang1,tyaN1,ㄉㄩㄤ
1564,1,2,245,0,703,1,dvang1,tyaN1,ㄉㄩㄤ
1564,8,8,1238,1,1074,1,dvang1,tyaN1,ㄉㄩㄤ
1564,20,7,1057,1,7,1,dvang1,tyaN1,ㄉㄩㄤ
1564,22,6,947,0,1983,1,dvang1,tyaN1,ㄉㄩㄤ
1565,20,2,250,1,109,1,bve3,py^3,ㄅㄩㄜˇ
1565,8,2,277,0,1509,1,bve3,py^3,ㄅㄩㄜˇ
1565,2,6,875,0,836,1,bve3,py^3,ㄅㄩㄜˇ
1565,22,5,729,0,1628,1,bve3,py^3,ㄅㄩㄜˇ
1565,1,2,306,0,1053,1,bve3,py^3,ㄅㄩㄜˇ
1566,1,6,870,0,964,1,cho3,zo3,ㄔㄛˇ
1566,2,6,912,0,461,1,cho3,zo3,ㄔㄛˇ
1566,8,7,968,0,1011,1,cho3,zo3,ㄔㄛˇ
1566,22,2,270,1,1591,1,cho3,zo3,ㄔㄛˇ
1566,20,9,1368,1,610,1,cho3,zo3,ㄔㄛˇ
1567,1,9,1373,0,487,1,chva1,zya1,ㄔㄩㄚ
1567,20,6,808,1,265,1,chva1,zya1,ㄔㄩㄚ
1567,8,10,1545,0,374,1,chva1,zya1,ㄔㄩㄚ
1567,2,6,952,0,769,1,chva1,zya1,ㄔㄩㄚ
1567,22,2,179,1,2286,1,chva1,zya1,ㄔㄩㄚ
1568,22,4,586,0,2198,1,pe2,Pe2,ㄆㄝˊ
1568,2,1,55,0,1588,1,pe2,Pe2,ㄆㄝˊ
1568,8,5,691,0,990,1,pe2,Pe2,ㄆㄝˊ
1568,1,4,539,0,871,1,pe2,Pe2,ㄆㄝˊ
1568,20,5,684,1,52,1,pe2,Pe2,ㄆㄝˊ
1569,22,9,1305,0,884,1,shvai2,Syai2,ㄕㄩㄞˊ
1569,8,9,1426,0,914,1,shvai2,Syai2,ㄕㄩㄞˊ
1569,20,8,1205,1,93,1,shvai2,Syai2,ㄕㄩㄞˊ
1569,1,10,1477,0,483,1,shvai2,Syai2,ㄕㄩㄞˊ
1569,2,9,1434,0,1881,1,shvai2,Syai2,ㄕㄩㄞˊ
1570,2,6,935,0,838,1,cvang1,CyaN1,ㄘㄩㄤ
1570,8,2,273,1,2499,1,cvang1,CyaN1,ㄘㄩㄤ
1570,22,9,1339,0,519,1,cvang1,CyaN1,ㄘㄩㄤ
1570,1,8,1154,0,509,1,cvang1,CyaN1,ㄘㄩㄤ
1570,20,1,129,1,223,1,cvang1,CyaN1,ㄘㄩㄤ
1571,22,6,834,0,2003,1,tiong2,TioN2,ㄊㄩㄥˊ
1571,2,5,683,0,789,1,tiong2,TioN2,ㄊㄩㄥˊ
1571,1,2,264,0,3698,1,tiong2,TioN2,ㄊㄩㄥˊ
1571,20,7,1079,1,99,1,tiong2,TioN2,ㄊㄩㄥˊ
1571,8,1,147,0,1655,1,tiong2,TioN2,ㄊㄩㄥˊ
1572,1,3,443,0,983,1,zho2,Zo2,ㄓㄛˊ
1572,20,10,1586,1,93,1,zho2,Zo2,ㄓㄛˊ
1572,8,7,1074,1,756,1,zho2,Zo2,ㄓㄛˊ
1572,22,10,1469,1,1279,1,zho2,Zo2,ㄓㄛˊ
1572,2,8,1194,0,929,1,zho2,Zo2,ㄓㄛˊ
1573,2,10,1443,0,2038,1,xua1,xua1,ㄒㄨㄚ
1573,22,5,751,1,2436,1,xua1,xua1,ㄒㄨㄚ
1573,20,1,74,1,302,1,xua1,xua1,ㄒㄨㄚ
1573,8,4,631,0,1132,1,xua1,xua1,ㄒㄨㄚ
1573,1,2,190,0,952,1,xua1,xua1,ㄒㄨㄚ
1574,2,8,1131,0,1643,1,shiei1,Siei1,ㄕㄧㄟ
1574,22,2,221,1,2430,1,shiei1,Siei1,ㄕㄧㄟ
1574,8,5,730,0,925,1,shiei1,Siei1,ㄕㄧㄟ
1574,1,7,1025,0,727,1,shiei1,Siei1,ㄕㄧㄟ
1574,20,8,1199,1,140,1,shiei1,Siei1,ㄕㄧㄟ
1575,20,9,1295,1,47,1,gv4,ky4,ㄍㄩˋ
