ItemID,Participant,Block,TrialOrder,Response,RT,Session,Item_Pinyin,ASCII
332,8,9,1405,0,832,1,xuo3,xuo3
332,22,1,111,1,3415,1,xuo3,xuo3
333,20,3,386,1,34,1,zhing3,ZiN3
333,1,9,1304,0,1095,1,zhing3,ZiN3
333,8,2,169,1,1345,1,zhing3,ZiN3
333,2,1,88,0,2785,1,zhing3,ZiN3
333,22,4,585,0,2210,1,zhing3,ZiN3
334,22,8,1162,0,1244,1,bvan3,py[n3
334,1,10,1497,0,518,1,bvan3,py[n3
334,2,1,44,0,1310,1,bvan3,py[n3
334,8,2,245,0,2362,1,bvan3,py[n3
334,20,3,383,1,235,1,bvan3,py[n3
335,8,7,1104,1,987,1,hvao2,hyau2
335,20,2,305,1,146,1,hvao2,hyau2
335,22,1,19,NA,NA,1,hvao2,hyau2
335,2,7,1050,0,799,1,hvao2,hyau2
335,1,9,1346,0,628,1,hvao2,hyau2
336,20,9,1359,1,39,1,jao4,jau4
336,8,3,405,1,2254,1,jao4,jau4
336,22,10,1546,0,943,1,jao4,jau4
336,1,10,1556,0,464,1,jao4,jau4
336,2,10,1583,0,1050,1,jao4,jau4
337,22,6,843,0,1640,1,hia3,hia3
337,1,9,1354,0,605,1,hia3,hia3
337,8,9,1340,1,674,1,hia3,hia3
337,2,8,1165,0,1402,1,hia3,hia3
337,20,9,1349,1,103,1,hia3,hia3
338,1,5,695,0,887,1,pvai4,Pyai4
338,2,3,406,0,2304,1,pvai4,Pyai4
338,8,10,1579,0,316,1,pvai4,Pyai4
338,20,4,605,1,22,1,pvai4,Pyai4
338,22,2,183,0,1892,1,pvai4,Pyai4
339,22,4,494,0,3160,1,juao4,juau4
339,8,3,367,1,1301,1,juao4,juau4
339,20,2,314,1,204,1,juao4,juau4
339,2,4,554,0,622,1,juao4,juau4
339,1,1,31,0,1139,1,juao4,juau4
340,8,10,1462,1,1004,1,lv1,ly1
340,1,7,1031,0,864,1,lv1,ly1
340,20,10,1546,1,129,1,lv1,ly1
340,22,1,77,0,3391,1,lv1,ly1
340,2,7,1002,0,1557,1,lv1,ly1
341,22,10,1559,0,669,1,zhe2,Ze2
341,1,2,211,0,948,1,zhe2,Ze2
341,2,8,1124,0,1853,1,zhe2,Ze2
341,20,10,1500,1,498,1,zhe2,Ze2
341,8,2,284,0,1415,1,zhe2,Ze2
342,22,1,132,1,2422,1,xvao4,xyau4
342,2,4,629,0,2396,1,xvao4,xyau4
342,20,8,1207,1,112,1,xvao4,xyau4
342,1,3,403,0,974,1,xvao4,xyau4
342,8,4,618,1,2102,1,xvao4,xyau4
343,8,5,695,0,782,1,zhiu1,Ziou1
343,1,6,834,0,806,1,zhiu1,Ziou1
343,20,10,1568,1,86,1,zhiu1,Ziou1
343,2,1,48,0,1571,1,zhiu1,Ziou1
343,22,5,730,0,1807,1,zhiu1,Ziou1
344,20,2,235,1,126,1,chie4,zi[4
344,1,1,110,0,633,1,chie4,zi[4
344,2,10,1579,0,746,1,chie4,zi[4
344,22,4,511,0,714,1,chie4,zi[4
344,8,6,957,0,486,1,chie4,zi[4
345,20,1,143,1,8,1,gvan3,ky[n3
345,1,8,1198,0,475,1,gvan3,ky[n3
345,22,6,942,1,2615,1,gvan3,ky[n3
345,8,10,1547,0,478,1,gvan3,ky[n3
345,2,7,1094,1,974,1,gvan3,ky[n3
346,20,1,87,1,222,1,pvai2,Pyai2
346,1,10,1543,0,471,1,pvai2,Pyai2
346,22,6,821,0,919,1,pvai2,Pyai2
346,2,6,956,0,1711,1,pvai2,Pyai2
346,8,9,1332,0,716,1,pvai2,Pyai2
347,22,5,745,1,2509,1,xa1,xa1
347,2,3,397,0,2007,1,xa1,xa1
347,8,2,241,1,2527,1,xa1,xa1
347,1,6,827,0,651,1,xa1,xa1
347,20,5,681,1,96,1,xa1,xa1
348,1,4,561,0,894,1,nuang3,nuaN3
348,22,1,56,0,2590,1,nuang3,nuaN3
348,20,2,214,1,16,1,nuang3,nuaN3
348,2,3,394,1,2664,1,nuang3,nuaN3
348,8,3,443,0,975,1,nuang3,nuaN3
349,1,6,812,0,651,1,diai2,tiai2
349,2,4,601,0,1063,1,diai2,tiai2
349,8,3,480,1,2557,1,diai2,tiai2
349,22,7,1013,0,905,1,diai2,tiai2
349,20,5,696,1,17,1,diai2,tiai2
350,8,7,1055,1,600,1,qong2,qoN2
350,1,7,987,0,1101,1,qong2,qoN2
350,2,10,1547,0,1650,1,qong2,qoN2
350,20,7,1005,1,191,1,qong2,qoN2
350,22,4,483,1,2924,1,qong2,qoN2
351,1,5,690,0,869,1,siu3,siou3
351,8,6,801,0,2237,1,siu3,siou3
351,20,7,1064,1,167,1,siu3,siou3
351,22,7,1046,1,1610,1,siu3,siou3
351,2,9,1401,0,359,1,siu3,siou3
352,2,7,994,0,189,1,mvo3,myo3
352,1,3,354,0,1025,1,mvo3,myo3
352,22,6,872,0,1802,1,mvo3,myo3
352,20,1,138,1,321,1,mvo3,myo3
352,8,9,1384,0,1106,1,mvo3,myo3
353,22,9,1306,0,1043,1,tvo3,Tyo3
353,1,4,556,0,1214,1,tvo3,Tyo3
353,2,1,125,0,1361,1,tvo3,Tyo3
353,20,1,150,1,287,1,tvo3,Tyo3
353,8,4,536,0,1501,1,tvo3,Tyo3
354,22,1,50,1,2003,1,xeng1,x^N1
354,20,6,894,1,0,1,xeng1,x^N1
354,1,3,445,0,914,1,xeng1,x^N1
354,8,7,1046,1,135,1,xeng1,x^N1
354,2,5,722,0,2039,1,xeng1,x^N1
355,20,3,417,1,17,1,je2,je2
355,8,7,1016,1,703,1,je2,je2
355,2,3,436,0,943,1,je2,je2
355,22,4,515,0,1243,1,je2,je2
355,1,4,591,0,210,1,je2,je2
356,22,4,593,0,2089,1,pong2,PoN2
356,1,10,1581,1,2241,1,pong2,PoN2
356,8,8,1196,1,1068,1,pong2,PoN2
356,2,10,1592,1,1482,1,pong2,PoN2
356,20,10,1561,1,67,1,pong2,PoN2
357,22,3,431,0,2105,1,tiang4,TiaN4
357,1,6,892,0,3737,1,tiang4,TiaN4
357,20,9,1319,1,140,1,tiang4,TiaN4
357,8,3,471,1,955,1,tiang4,TiaN4
357,2,4,514,0,1053,1,tiang4,TiaN4
358,20,5,778,1,382,1,nio4,nio4
358,2,4,545,0,2613,1,nio4,nio4
358,22,3,401,0,2928,1,nio4,nio4
358,1,7,1004,1,2477,1,nio4,nio4
358,8,10,1445,1,448,1,nio4,nio4
359,2,2,176,0,1531,1,hva4,hya4
359,20,2,205,1,69,1,hva4,hya4
359,8,7,1027,1,495,1,hva4,hya4
359,22,9,1342,0,770,1,hva4,hya4
359,1,5,750,0,507,1,hva4,hya4
360,20,2,312,1,138,1,zho1,Zo1
360,22,3,389,1,2133,1,zho1,Zo1
360,2,5,728,0,3532,1,zho1,Zo1
360,8,3,428,0,958,1,zho1,Zo1
360,1,5,754,0,785,1,zho1,Zo1
361,20,1,147,1,85,1,mun1,mun1
361,22,9,1334,0,1355,1,mun1,mun1
361,1,10,1496,0,1263,1,mun1,mun1
361,2,6,877,0,1522,1,mun1,mun1
361,8,5,742,0,979,1,mun1,mun1
362,20,7,983,1,13,1,je2,j^2
362,1,8,1225,0,475,1,je2,j^2
362,2,3,465,0,827,1,je2,j^2
362,8,10,1506,0,580,1,je2,j^2
362,22,1,101,0,2440,1,je2,j^2
363,1,8,1255,0,477,1,fue2,fu^2
363,22,10,1585,0,562,1,fue2,fu^2
363,8,6,954,0,594,1,fue2,fu^2
363,20,6,856,1,51,1,fue2,fu^2
363,2,3,467,0,1579,1,fue2,fu^2
364,22,7,985,0,2516,1,eng4,^N4
364,2,8,1180,0,959,1,eng4,^N4
364,20,10,1527,1,365,1,eng4,^N4
364,1,5,731,0,1198,1,eng4,^N4
364,8,6,833,0,1023,1,eng4,^N4
365,2,10,1598,0,637,1,chva2,zya2
365,22,1,10,0,1460,1,chva2,zya2
365,8,3,436,0,1542,1,chva2,zya2
365,20,8,1136,1,156,1,chva2,zya2
365,1,4,491,0,785,1,chva2,zya2
366,2,10,1518,0,676,1,jvn2,jyn2
366,1,9,1434,0,568,1,jvn2,jyn2
366,20,2,268,1,104,1,jvn2,jyn2
366,8,7,1120,0,1672,1,jvn2,jyn2
366,22,9,1425,0,1837,1,jvn2,jyn2
367,2,1,8,1,2247,1,kuan4,Kuan4
367,8,8,1181,1,720,1,kuan4,Kuan4
367,1,4,599,0,365,1,kuan4,Kuan4
367,22,10,1569,0,388,1,kuan4,Kuan4
367,20,6,806,1,95,1,kuan4,Kuan4
368,1,9,1300,0,188,1,kvn3,Kyn3
368,22,3,330,0,2006,1,kvn3,Kyn3
368,20,1,66,1,12,1,kvn3,Kyn3
368,8,9,1356,0,314,1,kvn3,Kyn3
368,2,8,1228,0,456,1,kvn3,Kyn3
369,8,6,865,1,1183,1,dvan3,ty[n3
369,1,1,96,0,781,1,dvan3,ty[n3
369,20,10,1574,1,63,1,dvan3,ty[n3
369,2,2,314,0,1636,1,dvan3,ty[n3
369,22,9,1328,0,923,1,dvan3,ty[n3
370,1,6,830,0,793,1,tie2,Ti[2
370,22,7,1094,0,1265,1,tie2,Ti[2
370,8,7,1064,1,789,1,tie2,Ti[2
370,2,7,1020,NA,NA,1,tie2,Ti[2
370,20,2,162,1,117,1,tie2,Ti[2
371,8,6,846,1,3513,1,pun3,Pun3
371,1,7,1036,0,2091,1,pun3,Pun3
371,20,10,1452,1,97,1,pun3,Pun3
371,2,9,1399,0,822,1,pun3,Pun3
371,22,3,362,0,3118,1,pun3,Pun3
372,1,3,370,0,908,1,sai2,sai2
372,8,7,1000,1,734,1,sai2,sai2
372,2,10,1478,0,791,1,sai2,sai2
372,22,6,885,0,2792,1,sai2,sai2
372,20,9,1316,1,242,1,sai2,sai2
373,1,7,1011,0,3530,1,shan2,San2
373,2,2,201,1,1817,1,shan2,San2
373,8,5,777,0,1463,1,shan2,San2
373,22,10,1494,0,1599,1,shan2,San2
373,20,9,1426,1,655,1,shan2,San2
374,22,1,75,0,2204,1,kio2,Kio2
374,20,9,1434,1,76,1,kio2,Kio2
374,1,1,17,0,998,1,kio2,Kio2
374,2,7,1075,0,1273,1,kio2,Kio2
374,8,6,805,0,824,1,kio2,Kio2
375,2,5,758,0,1153,1,duou4,tuou4
375,8,4,640,1,1832,1,duou4,tuou4
375,20,4,570,1,4,1,duou4,tuou4
375,1,6,860,0,1021,1,duou4,tuou4
375,22,6,926,0,2522,1,duou4,tuou4
376,1,9,1297,0,222,1,bvai1,pyai1
376,2,2,184,0,2473,1,bvai1,pyai1
376,8,10,1588,0,489,1,bvai1,pyai1
376,22,2,214,0,1368,1,bvai1,pyai1
376,20,5,668,1,245,1,bvai1,pyai1
377,2,5,707,0,841,1,qiei3,qiei3
377,22,3,434,0,2103,1,qiei3,qiei3
377,8,10,1471,1,657,1,qiei3,qiei3
377,20,3,385,1,206,1,qiei3,qiei3
377,1,5,705,0,2429,1,qiei3,qiei3
378,22,1,41,1,2855,1,ka2,Ka2
378,8,3,404,1,1090,1,ka2,Ka2
378,20,4,589,1,227,1,ka2,Ka2
378,1,7,979,0,666,1,ka2,Ka2
378,2,4,560,0,1025,1,ka2,Ka2
379,8,1,84,1,1159,1,fao2,fau2
379,1,2,188,0,866,1,fao2,fau2
379,2,4,548,0,765,1,fao2,fau2
379,22,6,960,0,1437,1,fao2,fau2
379,20,6,832,1,97,1,fao2,fau2
380,8,10,1585,0,382,1,kio1,Kio1
380,20,9,1327,1,49,1,kio1,Kio1
380,22,1,36,0,1625,1,kio1,Kio1
380,1,2,201,0,634,1,kio1,Kio1
380,2,4,578,1,933,1,kio1,Kio1
381,8,2,302,0,1766,1,chvn2,zyn2
381,2,8,1231,0,16,1,chvn2,zyn2
381,20,10,1550,1,177,1,chvn2,zyn2
381,22,7,1014,0,2671,1,chvn2,zyn2
381,1,1,25,0,1069,1,chvn2,zyn2
382,20,1,62,1,133,1,qvou4,qyou4
382,1,6,930,0,703,1,qvou4,qyou4
382,2,2,287,0,1117,1,qvou4,qyou4
382,8,1,104,1,1911,1,qvou4,qyou4
382,22,6,835,0,2563,1,qvou4,qyou4
383,20,8,1172,1,139,1,zve1,cye1
383,8,8,1254,1,502,1,zve1,cye1
383,1,7,963,0,485,1,zve1,cye1
383,22,2,161,0,1847,1,zve1,cye1
383,2,1,99,0,1583,1,zve1,cye1
384,20,3,475,1,12,1,quao4,quau4
384,1,7,1093,0,490,1,quao4,quau4
384,22,9,1299,0,572,1,quao4,quau4
384,8,3,403,1,1375,1,quao4,quau4
384,2,3,399,0,711,1,quao4,quau4
385,22,1,131,1,2291,1,bvao3,pyau3
385,8,9,1359,1,358,1,bvao3,pyau3
385,20,7,1013,1,228,1,bvao3,pyau3
385,1,1,51,0,1214,1,bvao3,pyau3
385,2,10,1500,0,1426,1,bvao3,pyau3
386,20,9,1425,1,681,1,ciei2,Ciei2
386,8,9,1314,0,1052,1,ciei2,Ciei2
386,1,9,1298,0,213,1,ciei2,Ciei2
386,22,4,629,0,1819,1,ciei2,Ciei2
386,2,8,1261,0,1056,1,ciei2,Ciei2
387,2,9,1352,0,2466,1,mvan3,my[n3
387,22,1,34,0,1723,1,mvan3,my[n3
387,20,6,882,1,168,1,mvan3,my[n3
387,1,10,1519,0,527,1,mvan3,my[n3
387,8,10,1564,1,1363,1,mvan3,my[n3
388,8,4,601,1,2232,1,quan2,quan2
388,1,6,939,0,1149,1,quan2,quan2
388,2,5,787,0,1076,1,quan2,quan2
388,22,9,1418,1,2543,1,quan2,quan2
388,20,2,255,1,120,1,quan2,quan2
389,1,3,331,0,1241,1,nvai4,nyai4
389,2,8,1125,0,567,1,nvai4,nyai4
389,8,4,630,0,2312,1,nvai4,nyai4
389,22,2,260,0,2132,1,nvai4,nyai4
389,20,4,503,1,1052,1,nvai4,nyai4
390,20,10,1467,1,84,1,zuao3,cuau3
390,1,6,911,0,881,1,zuao3,cuau3
390,2,8,1262,0,460,1,zuao3,cuau3
390,22,2,280,0,2335,1,zuao3,cuau3
390,8,4,495,1,1484,1,zuao3,cuau3
391,2,8,1220,0,484,1,zho3,Zo3
391,22,7,1103,0,2569,1,zho3,Zo3
391,20,9,1310,1,228,1,zho3,Zo3
391,1,4,609,0,206,1,zho3,Zo3
391,8,4,528,0,2212,1,zho3,Zo3
392,22,2,261,0,3244,1,buang4,puaN4
392,20,5,682,1,220,1,buang4,puaN4
392,1,8,1170,0,1435,1,buang4,puaN4
392,2,9,1436,1,1324,1,buang4,puaN4
392,8,1,71,0,1485,1,buang4,puaN4
393,20,6,897,1,133,1,jve4,jye4
393,22,2,263,0,2740,1,jve4,jye4
393,8,8,1214,0,439,1,jve4,jye4
393,1,8,1236,0,595,1,jve4,jye4
393,2,10,1458,0,1312,1,jve4,jye4
394,22,3,475,0,2475,1,riang1,riaN1
394,2,2,300,1,1660,1,riang1,riaN1
394,8,9,1317,0,755,1,riang1,riaN1
394,1,4,527,0,1370,1,riang1,riaN1
394,20,9,1304,1,210,1,riang1,riaN1
395,20,10,1505,1,12,1,chiong1,zioN1
395,22,6,918,0,1822,1,chiong1,zioN1
395,2,4,493,1,1230,1,chiong1,zioN1
395,8,8,1192,0,620,1,chiong1,zioN1
395,1,4,546,0,649,1,chiong1,zioN1
396,1,4,611,0,537,1,jou3,jou3
396,2,7,1042,0,1615,1,jou3,jou3
396,20,3,350,1,212,1,jou3,jou3
396,22,10,1577,0,1461,1,jou3,jou3
396,8,10,1539,0,665,1,jou3,jou3
397,2,10,1449,0,1423,1,man1,man1
397,20,2,233,1,30,1,man1,man1
397,8,3,414,1,873,1,man1,man1
397,22,4,555,0,1496,1,man1,man1
397,1,7,1106,1,1693,1,man1,man1
398,22,9,1407,0,1550,1,mou4,mou4
398,2,9,1355,0,912,1,mou4,mou4
398,1,7,1008,0,1915,1,mou4,mou4
398,8,2,239,1,1170,1,mou4,mou4
398,20,6,884,1,224,1,mou4,mou4
399,2,9,1400,0,1096,1,sai3,sai3
399,1,8,1272,1,1775,1,sai3,sai3
399,22,5,675,0,1840,1,sai3,sai3
399,8,7,1025,1,358,1,sai3,sai3
399,20,1,49,1,554,1,sai3,sai3
400,22,7,1101,0,2264,1,dvi4,tyei4
400,2,4,521,0,632,1,dvi4,tyei4
400,1,2,233,0,478,1,dvi4,tyei4
400,8,7,1083,1,842,1,dvi4,tyei4
400,20,5,792,1,204,1,dvi4,tyei4
401,8,9,1350,0,557,1,fiao1,fiau1
401,22,10,1555,0,533,1,fiao1,fiau1
401,1,4,523,0,993,1,fiao1,fiau1
401,2,8,1128,0,2461,1,fiao1,fiau1
401,20,8,1168,1,148,1,fiao1,fiau1
402,8,3,451,1,2147,1,shuou2,Suou2
402,2,3,366,0,1437,1,shuou2,Suou2
402,1,4,489,0,510,1,shuou2,Suou2
402,22,5,789,0,3379,1,shuou2,Suou2
402,20,3,433,1,170,1,shuou2,Suou2
403,22,7,1041,0,1149,1,kiai3,Kiai3
403,20,2,194,1,40,1,kiai3,Kiai3
403,8,8,1261,1,761,1,kiai3,Kiai3
403,1,6,874,0,767,1,kiai3,Kiai3
403,2,5,776,0,727,1,kiai3,Kiai3
404,20,9,1322,1,86,1,piai3,Piai3
404,22,5,662,0,1385,1,piai3,Piai3
404,8,5,660,0,1115,1,piai3,Piai3
404,1,1,123,0,629,1,piai3,Piai3
404,2,10,1502,1,2685,1,piai3,Piai3
405,8,1,74,0,1521,1,nv2,ny2
405,2,3,325,0,1025,1,nv2,ny2
405,1,10,1443,0,125,1,nv2,ny2
405,20,5,648,1,177,1,nv2,ny2
405,22,8,1166,0,607,1,nv2,ny2
406,20,7,1097,1,117,1,tuan3,Tuan3
406,22,5,727,0,1619,1,tuan3,Tuan3
406,1,5,725,1,1122,1,tuan3,Tuan3
406,8,2,259,1,1471,1,tuan3,Tuan3
406,2,9,1349,0,1578,1,tuan3,Tuan3
407,8,4,579,0,1483,1,se1,s^1
407,20,8,1226,1,248,1,se1,s^1
407,22,6,902,0,1779,1,se1,s^1
407,2,8,1221,0,1129,1,se1,s^1
407,1,1,10,0,2055,1,se1,s^1
408,20,9,1396,1,100,1,diang2,tiaN2
408,8,7,1098,1,880,1,diang2,tiaN2
408,22,10,1461,0,783,1,diang2,tiaN2
408,2,6,842,0,1903,1,diang2,tiaN2
408,1,8,1133,0,488,1,diang2,tiaN2
409,1,6,804,0,812,1,ne4,n^4
409,20,2,266,1,100,1,ne4,n^4
409,2,4,572,0,852,1,ne4,n^4
409,22,7,992,0,1092,1,ne4,n^4
409,8,10,1442,0,568,1,ne4,n^4
410,2,4,602,0,2714,1,chvan2,zy[n2
410,22,1,109,0,2598,1,chvan2,zy[n2
410,8,2,179,0,1789,1,chvan2,zy[n2
410,1,2,177,0,1173,1,chvan2,zy[n2
410,20,10,1470,1,445,1,chvan2,zy[n2
411,8,9,1371,0,254,1,jei2,jei2
411,22,6,832,0,1125,1,jei2,jei2
411,1,2,236,0,754,1,jei2,jei2
411,2,2,232,0,1509,1,jei2,jei2
411,20,10,1522,1,64,1,jei2,jei2
412,22,4,507,0,760,1,nva1,nya1
412,2,6,926,0,625,1,nva1,nya1
412,8,2,164,0,1791,1,nva1,nya1
412,20,1,63,1,17,1,nva1,nya1
412,1,5,792,0,961,1,nva1,nya1
413,2,1,15,0,2361,1,qai4,qai4
413,20,10,1497,1,326,1,qai4,qai4
413,8,2,218,0,2454,1,qai4,qai4
413,22,6,886,0,1688,1,qai4,qai4
413,1,8,1145,0,710,1,qai4,qai4
414,20,7,973,1,446,1,jen1,j^n1
414,1,8,1132,0,699,1,jen1,j^n1
414,22,10,1473,0,781,1,jen1,j^n1
414,8,1,24,0,2858,1,jen1,j^n1
414,2,2,273,0,2705,1,jen1,j^n1
415,1,4,488,0,698,1,sei4,sei4
415,2,9,1383,0,2460,1,sei4,sei4
415,20,5,661,1,134,1,sei4,sei4
415,22,3,456,0,1686,1,sei4,sei4
415,8,1,73,1,1098,1,sei4,sei4
416,8,9,1352,1,1308,1,hing4,hiN4
416,22,6,940,1,2735,1,hing4,hiN4
416,1,4,503,0,748,1,hing4,hiN4
416,2,1,141,0,2841,1,hing4,hiN4
416,20,9,1300,1,59,1,hing4,hiN4
417,20,8,1173,1,106,1,ziu4,ciou4
417,1,6,840,0,521,1,ziu4,ciou4
417,2,5,680,1,1962,1,ziu4,ciou4
417,22,9,1321,0,1251,1,ziu4,ciou4
417,8,10,1532,1,626,1,ziu4,ciou4
418,20,5,740,1,227,1,xeng3,x^N3
418,2,6,826,0,614,1,xeng3,x^N3
418,1,10,1567,0,620,1,xeng3,x^N3
418,8,3,368,1,1272,1,xeng3,x^N3
418,22,7,965,0,865,1,xeng3,x^N3
419,22,6,929,0,2361,1,jong4,joN4
419,2,10,1441,0,3922,1,jong4,joN4
419,8,4,563,0,3658,1,jong4,joN4
419,1,3,453,0,1029,1,jong4,joN4
419,20,5,764,1,5,1,jong4,joN4
420,20,2,176,1,220,1,sva4,sya4
420,1,9,1308,0,67,1,sva4,sya4
420,2,1,134,0,1648,1,sva4,sya4
420,22,3,427,0,2989,1,sva4,sya4
420,8,1,62,1,1884,1,sva4,sya4
421,22,4,631,0,1745,1,mio1,mio1
421,1,2,262,0,1164,1,mio1,mio1
421,8,8,1139,1,1594,1,mio1,mio1
421,2,10,1454,0,816,1,mio1,mio1
421,20,2,225,1,20,1,mio1,mio1
422,1,4,547,0,506,1,tiai2,Tiai2
422,2,5,697,0,721,1,tiai2,Tiai2
422,8,1,51,1,1467,1,tiai2,Tiai2
422,22,4,533,0,1121,1,tiai2,Tiai2
422,20,5,781,1,90,1,tiai2,Tiai2
423,1,7,1051,0,1249,1,riang3,riaN3
423,8,10,1527,0,480,1,riang3,riaN3
423,2,3,331,0,787,1,riang3,riaN3
423,22,1,6,0,2344,1,riang3,riaN3
423,20,10,1516,1,199,1,riang3,riaN3
424,20,8,1244,1,19,1,fvan4,fy[n4
424,22,2,198,0,2971,1,fvan4,fy[n4
424,8,9,1298,1,869,1,fvan4,fy[n4
424,2,9,1432,0,2809,1,fvan4,fy[n4
424,1,1,114,0,663,1,fvan4,fy[n4
425,20,7,1038,1,28,1,zhiai1,Ziai1
425,8,10,1555,1,860,1,zhiai1,Ziai1
425,22,7,1037,NA,NA,1,zhiai1,Ziai1
425,1,7,1049,0,729,1,zhiai1,Ziai1
425,2,9,1423,0,813,1,zhiai1,Ziai1
426,8,5,666,1,1551,1,chei4,zei4
426,20,7,967,1,127,1,chei4,zei4
426,2,4,615,0,1514,1,chei4,zei4
426,22,3,415,1,1343,1,chei4,zei4
426,1,1,76,0,940,1,chei4,zei4
427,22,1,68,1,1444,1,shui1,Sui1
427,2,1,47,1,1951,1,shui1,Sui1
427,1,7,1071,0,1658,1,shui1,Sui1
427,8,1,34,1,1469,1,shui1,Sui1
427,20,2,258,1,205,1,shui1,Sui1
428,8,2,242,1,1998,1,chiang4,ziaN4
428,22,7,967,0,2360,1,chiang4,ziaN4
428,1,3,355,0,649,1,chiang4,ziaN4
428,20,3,441,1,80,1,chiang4,ziaN4
428,2,3,371,0,1809,1,chiang4,ziaN4
429,2,8,1264,0,1227,1,tvai2,Tyai2
429,8,1,8,0,1667,1,tvai2,Tyai2
429,1,8,1125,0,3,1,tvai2,Tyai2
429,20,4,584,1,1,1,tvai2,Tyai2
429,22,2,276,0,1676,1,tvai2,Tyai2
430,2,4,509,0,1189,1,muang4,muaN4
430,1,2,315,0,2394,1,muang4,muaN4
430,22,2,213,0,1832,1,muang4,muaN4
430,20,10,1594,1,81,1,muang4,muaN4
430,8,6,884,1,1003,1,muang4,muaN4
431,20,10,1576,1,257,1,cui2,Cui2
431,1,9,1402,0,1086,1,cui2,Cui2
431,8,8,1245,1,591,1,cui2,Cui2
431,2,7,1067,0,1069,1,cui2,Cui2
431,22,2,190,0,2149,1,cui2,Cui2
432,20,9,1403,1,58,1,zvo3,cyo3
432,1,5,704,0,1776,1,zvo3,cyo3
432,22,9,1293,0,1282,1,zvo3,cyo3
432,8,5,698,1,1244,1,zvo3,cyo3
432,2,2,171,1,997,1,zvo3,cyo3
433,2,3,372,0,886,1,qe2,qe2
433,20,8,1277,1,187,1,qe2,qe2
433,22,3,372,1,2040,1,qe2,qe2
433,1,4,592,0,172,1,qe2,qe2
433,8,9,1311,0,646,1,qe2,qe2
434,1,3,472,0,666,1,zheng2,Z^N2
434,8,10,1489,0,620,1,zheng2,Z^N2
434,22,3,470,1,2115,1,zheng2,Z^N2
434,2,4,516,0,1392,1,zheng2,Z^N2
434,20,7,1022,1,174,1,zheng2,Z^N2
435,2,10,1576,0,1517,1,giai4,kiai4
435,1,1,159,0,569,1,giai4,kiai4
435,22,4,599,0,1543,1,giai4,kiai4
435,20,9,1346,1,188,1,giai4,kiai4
435,8,8,1126,1,725,1,giai4,kiai4
436,22,3,473,0,2150,1,kiang4,KiaN4
436,20,10,1598,1,157,1,kiang4,KiaN4
436,8,6,897,1,1381,1,kiang4,KiaN4
436,2,9,1344,1,3178,1,kiang4,KiaN4
436,1,9,1407,0,740,1,kiang4,KiaN4
437,20,2,285,1,28,1,kvang2,KyaN2
437,22,6,956,0,1014,1,kvang2,KyaN2
437,1,10,1561,0,579,1,kvang2,KyaN2
437,8,1,7,0,2005,1,kvang2,KyaN2
437,2,3,373,0,901,1,kvang2,KyaN2
438,2,5,687,0,684,1,guou2,kuou2
438,8,8,1123,1,937,1,guou2,kuou2
438,1,7,1043,0,781,1,guou2,kuou2
438,20,2,193,1,361,1,guou2,kuou2
438,22,2,264,1,3092,1,guou2,kuou2
439,1,7,1019,0,554,1,xue2,xu^2
439,20,2,192,1,141,1,xue2,xu^2
439,2,8,1202,0,2007,1,xue2,xu^2
439,22,6,847,0,1470,1,xue2,xu^2
439,8,2,220,0,1938,1,xue2,xu^2
440,2,9,1425,0,923,1,nuang1,nuaN1
440,22,2,269,0,2466,1,nuang1,nuaN1
440,8,7,1037,0,473,1,nuang1,nuaN1
440,20,1,37,1,2212,1,nuang1,nuaN1
440,1,1,153,0,952,1,nuang1,nuaN1
441,20,7,1082,1,158,1,cvn4,Cyn4
441,2,10,1483,0,986,1,cvn4,Cyn4
441,22,6,820,0,2887,1,cvn4,Cyn4
441,1,5,666,0,523,1,cvn4,Cyn4
441,8,2,207,0,1925,1,cvn4,Cyn4
442,20,3,381,1,48,1,tin3,Tin3
442,22,10,1579,0,705,1,tin3,Tin3
442,8,9,1388,0,476,1,tin3,Tin3
442,1,3,415,1,1579,1,tin3,Tin3
442,2,1,1,0,1547,1,tin3,Tin3
443,1,9,1292,0,69,1,ruang1,ruaN1
443,8,4,639,0,1869,1,ruang1,ruaN1
443,20,10,1549,1,64,1,ruang1,ruaN1
443,22,4,616,0,2088,1,ruang1,ruaN1
443,2,9,1384,0,2048,1,ruang1,ruaN1
444,2,5,775,0,594,1,hvo1,hyo1
444,1,2,163,0,808,1,hvo1,hyo1
444,20,8,1225,1,3,1,hvo1,hyo1
444,8,6,899,0,825,1,hvo1,hyo1
444,22,1,133,0,1514,1,hvo1,hyo1
445,1,2,202,0,1270,1,qio3,qio3
445,2,10,1529,0,1336,1,qio3,qio3
445,22,8,1259,1,1503,1,qio3,qio3
445,8,4,596,1,2689,1,qio3,qio3
445,20,3,438,1,267,1,qio3,qio3
446,20,5,708,1,34,1,gan2,kan2
446,2,1,150,0,1435,1,gan2,kan2
446,22,6,807,0,1251,1,gan2,kan2
446,8,1,57,0,2216,1,gan2,kan2
446,1,6,813,1,1409,1,gan2,kan2
447,20,9,1408,1,11,1,gvan2,ky[n2
447,8,7,1099,1,905,1,gvan2,ky[n2
447,2,1,76,0,2785,1,gvan2,ky[n2
447,1,10,1500,0,476,1,gvan2,ky[n2
447,22,2,248,1,1932,1,gvan2,ky[n2
